mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
251	246	3/8	3/8	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.375	0.0
252	247	0	0	2/4	4	1	I[V43/IV	0	-3.87732	/			Bb	I	I	V43/IV	V		43		IV				Mm7	0	0	-1, -4, -2, 2		-2	-1	0	12	0.0	0.0	2.5	0.0
253	248	0	0	2/4	4	1	IV	0	-3.87732	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	2	10	0.16666666666666666	0.125	0.875	0.125
253	248	1/4	1/4	2/4	4	1	viio6/IV	-3.76118	-2.60895	/			Bb	I		viio6/IV	vii	o	6		IV				o	0	0	-1, -4, 2		2	-1	1	3	0.25	0.125	0.375	0.25
253	248	3/8	3/8	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	3	17	0.15	0.1875	2.125	0.08108108108108109
254	249	7/16	7/16	2/4	4	1	IV6						Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	0	7	0.0	0.0	0.6875	0.0
255	250	1/8	1/8	2/4	4	1	viio64/IV						Bb	I		viio64/IV	vii	o	64		IV				o	0	0	-4, 2, -1		2	-4	3	6	0.3333333333333333	0.375	0.9375	0.2857142857142857
256	251	0	0	2/4	4	1	V43/IV						Bb	I		V43/IV	V		43		IV				Mm7	0	0	-1, -4, -2, 2		-2	-1	0	12	0.0	0.0	2.5	0.0
257	252	0	0	2/4	4	1	IV	0	-2.74867	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	2	10	0.16666666666666666	0.125	0.875	0.125
257	252	1/4	1/4	2/4	4	1	viio6/IV	-4.91043	-2.60448	/			Bb	I		viio6/IV	vii	o	6		IV				o	0	0	-1, -4, 2		2	-1	1	3	0.25	0.125	0.375	0.25
257	252	3/8	3/8	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
258	253	0	0	2/4	4	1	V43						Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	6	14	0.3	0.625	1.5	0.29411764705882354
259	254	0	0	2/4	4	1	I]						Bb	I		I	I					]			M	0	0	-2, 2, -1		-2	-2	3	13	0.1875	0.375	1.4375	0.20689655172413793
260	255	0	0	2/4	4	1	V6	0	-4.91681	/			Bb	I		V6	V		6						M	0	0	3, 0, -1		-1	3	4	12	0.25	0.5	1.5	0.25
261	256	0	0	2/4	4	1	V43	-0.68866	-5.46038	/			Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	0	12	0.0	0.0	1.75	0.0
262	257	0	0	2/4	4	1	I	0	-5.36997	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	12	0.25	0.5	1.5	0.25
263	258	0	0	2/4	4	1	V65/V	0	-3.87732	/			Bb	I		V65/V	V		65		V				Mm7	0	0	4, 1, -2, 0		0	4	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
263	258	3/8	3/8	2/4	4	1	V	-0.104477	-4.17163	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
264	259	0	0	2/4	4	1	V(64)/V	-0.208954	-5.5817	/			Bb	I		V(64)/V	V			64	V				M	0	0	0, -1, 3		0	0	0	9	0.0	0.0	1.0	0.0
264	259	1/4	1/4	2/4	4	1	V7/V	0	-5.51649	/			Bb	I		V7/V	V		7		V				Mm7	0	0	0, 4, 1, -2		0	0	0	7	0.0	0.0	1.0	0.0
265	260	0	0	2/4	4	1	V7	-0.104477	-5.00301	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	4	10	0.2857142857142857	0.375	1.75	0.17647058823529413
266	261	0	0	2/4	4	1	V43/IV	-0.104477	-3.50061	/			Bb	I		V43/IV	V		43		IV				Mm7	0	0	-1, -4, -2, 2		-2	-1	2	14	0.125	0.125	2.25	0.05263157894736842
267	262	0	0	2/4	4	1	IV6	0	-4.33643	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	8	31	0.20512820512820512	0.5625	3.4375	0.140625
269	264	0	0	2/4	4	1	V7/IV	0	-3.37553	/			Bb	I		V7/IV	V		7		IV				Mm7	0	0	-2, 2, -1, -4		-2	-2	9	12	0.42857142857142855	0.75	1.1875	0.3870967741935484
270	265	0	0	2/4	4	1	V65/IV						Bb	I		V65/IV	V		65		IV				Mm7	0	0	2, -1, -4, -2		-2	2	2	15	0.11764705882352941	0.125	1.875	0.0625
271	266	0	0	2/4	4	1	IV6	0	-2.95762	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	3	11	0.21428571428571427	0.25	1.25	0.16666666666666666
271	266	3/8	3/8	2/4	4	1	iv6						Bb	I		iv6	iv		6						m	0	0	-6, -2, -3		-3	-6	0	4	0.0	0.0	0.5	0.0
272	267	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	5	17	0.22727272727272727	0.3125	1.8125	0.14705882352941177
273	268	0	0	2/4	4	1	I	0	-2.87375	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	3	5	0.375	0.375	0.4375	0.46153846153846156
273	268	1/4	1/4	2/4	4	1	I\\						Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.0	0.0
274	269	0	0	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.0625	0.4375	0.125
275	270	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.125	0.3125	0.2857142857142857
276	271	0	0	2/4	4	1	V64						Bb	I		V64	V		64						M	0	0	0, -1, 3		-1	0	2	6	0.25	0.1875	0.75	0.2
277	272	0	0	2/4	4	1	I6						Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	2	4	0.3333333333333333	0.25	0.375	0.4
277	272	1/4	1/4	2/4	4	1	V65/IV						Bb	I		V65/IV	V		65		IV				Mm7	0	0	2, -1, -4, -2		-2	2	1	7	0.125	0.0625	1.0625	0.05555555555555555
278	273	1/8	1/8	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	6	17	0.2608695652173913	0.5	2.125	0.19047619047619047
280	275	0	0	2/4	4	1	V7/IV	-0.229553	-3.64777	/			Bb	I		V7/IV	V		7		IV				Mm7	0	0	-2, 2, -1, -4		-2	-2	3	8	0.2727272727272727	0.3125	1.0625	0.22727272727272727
281	276	0	0	2/4	4	1	IV	-0.313431	-3.0415	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	4	10	0.2857142857142857	0.4375	1.375	0.2413793103448276
282	277	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	3	9	0.25	0.375	1.6875	0.18181818181818182
283	278	0	0	2/4	4	1	I64						Bb	I		I64	I		64						M	0	0	-1, -2, 2		-2	-1	7	14	0.3333333333333333	0.875	3.0	0.22580645161290322
285	280	0	0	2/4	4	1	V43	0.104477	-6.47221	/			Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	3	11	0.21428571428571427	0.1875	1.8125	0.09375
286	281	0	0	2/4	4	1	I6	0.208954	-6.33237	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	8	0.0	0.0	1.0	0.0
286	281	1/4	1/4	2/4	4	1	I	0.104477	-4.17163	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	4	0.5	0.5	0.5	0.5
287	282	0	0	2/4	4	1	V65/IV	0	-4.10687	/			Bb	I		V65/IV	V		65		IV				Mm7	0	0	2, -1, -4, -2		-2	2	0	16	0.0	0.0	2.0	0.0
288	283	0	0	2/4	4	1	IV6	0	-4.33643	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	1	6	0.14285714285714285	0.125	1.875	0.0625
289	284	0	0	2/4	4	1	V43/IV	0	-4.33643	/			Bb	I		V43/IV	V		43		IV				Mm7	0	0	-1, -4, -2, 2		-2	-1	3	11	0.21428571428571427	0.1875	1.8125	0.09375
290	285	0	0	2/4	4	1	IV6	0	-4.10687	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	4	12	0.25	0.5	1.5	0.25
291	286	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	16	0.0	0.0	2.0	0.0
292	287	0	0	2/4	4	1	I	0.229553	-4.10687	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	8	0.2	0.25	1.75	0.125
293	288	0	0	2/4	4	1	V43	-0.125076	-6.73861	/			Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	3	16	0.15789473684210525	0.1875	1.8125	0.09375
294	289	0	0	2/4	4	1	I6	0	-6.31782	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	8	0.0	0.0	1.0	0.0
294	289	1/4	1/4	2/4	4	1	I	0.208954	-4.48507	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	4	0.5	0.5	0.5	0.5
295	290	0	0	2/4	4	1	V65	0	-3.87732	/			Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	4	15	0.21052631578947367	0.5	1.875	0.21052631578947367
296	291	0	0	2/4	4	1	I	0	-4.79553	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	3	9	0.25	0.1875	1.3125	0.125
297	292	0	0	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	6	12	0.3333333333333333	0.375	1.125	0.25
298	293	0	0	2/4	4	1	vi						Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	3	8	0.2727272727272727	0.1875	1.0625	0.15
299	294	0	0	2/4	4	1	V7/IV						Bb	I		V7/IV	V		7		IV				Mm7	0	0	-2, 2, -1, -4		-2	-2	6	12	0.3333333333333333	0.375	1.125	0.25
300	295	0	0	2/4	4	1	ii						Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	2	5	0.2857142857142857	0.125	0.5	0.2
300	295	1/4	1/4	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	2	5	0.2857142857142857	0.125	0.5	0.2
301	296	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	10	0.2857142857142857	0.25	1.0	0.2
302	297	0	0	2/4	4	1	I6	0.229553	-5.21196	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	8	0.0	0.0	1.0	0.0
302	297	1/4	1/4	2/4	4	1	IV	0.104477	-4.43943	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.5	0.0
302	297	3/8	3/8	2/4	4	1	vii%7/V	-1.88059	-4.18779	/			Bb	I		vii%7/V	vii	%	7		V				%7	0	0	4, 1, -2, 2		4	4	0	4	0.0	0.0	0.5	0.0
303	298	0	0	2/4	4	1	V7	0.229553	-4.10687	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	6	10	0.375	0.75	1.25	0.375
304	299	0	0	2/4	4	1	I	0	-4.33643	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	9	14	0.391304347826087	0.5625	1.1875	0.32142857142857145
305	300	0	0	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	3	8	0.2727272727272727	0.1875	1.0625	0.15
306	301	0	0	2/4	4	1	vi						Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	6	12	0.3333333333333333	0.375	1.125	0.25
307	302	0	0	2/4	4	1	V7/IV						Bb	I		V7/IV	V		7		IV				Mm7	0	0	-2, 2, -1, -4		-2	-2	6	12	0.3333333333333333	0.375	1.125	0.25
308	303	0	0	2/4	4	1	ii						Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	2	5	0.2857142857142857	0.125	0.5	0.2
308	303	1/4	1/4	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.125	0.5	0.2
309	304	0	0	2/4	4	1	I6	0.229553	-3.64777	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	2	5	0.2857142857142857	0.125	0.5	0.2
309	304	1/4	1/4	2/4	4	1	I	0	-5.02509	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	6	7	0.46153846153846156	0.375	0.5	0.42857142857142855
310	305	0	0	2/4	4	1	V7	0	-5.25464	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	18	34	0.34615384615384615	1.1875	2.8125	0.296875
312	307	0	0	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
313	308	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.1875	0.6875	0.21428571428571427
314	309	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	2	6	0.25	0.3125	0.8125	0.2777777777777778
315	310	0	0	2/4	4	1	V2						Bb	I		V2	V		2						Mm7	0	0	-3, -1, 3, 0		-1	-3	1	14	0.06666666666666667	0.125	1.75	0.06666666666666667
316	311	0	0	2/4	4	1	I6	0	-3.43733	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	3	12	0.2	0.3125	1.6875	0.15625
317	312	0	0	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
317	312	1/8	1/8	2/4	4	1	V65/V						Bb	I		V65/V	V		65		V				Mm7	0	0	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.5	0.0
317	312	1/4	1/4	2/4	4	1	V(64)						Bb	I		V(64)	V			64					M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.5	0.0
317	312	3/8	3/8	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
318	313	0	0	2/4	4	1	viio65/V						Bb	I		viio65/V	vii	o	65		V				o7	0	0	1, -2, -5, 4		4	1	0	4	0.0	0.0	1.5	0.0
318	313	3/8	3/8	2/4	4	1	i64						Bb	I		i64	i		64						m	0	0	-1, -2, -5		-2	-1	0	4	0.0	0.0	0.5	0.0
319	314	0	0	2/4	4	1	viio65/V						Bb	I		viio65/V	vii	o	65		V				o7	0	0	1, -2, -5, 4		4	1	4	12	0.25	0.5	1.5	0.25
320	315	0	0	2/4	4	1	viio7/V						Bb	I		viio7/V	vii	o	7		V				o7	0	0	4, 1, -2, -5		4	4	0	13	0.0	0.0	3.25	0.0
322	317	0	0	2/4	4	1	viio43						Bb	I		viio43	vii	o	43						o7	0	0	-3, -6, 3, 0		3	-3	0	16	0.0	0.0	4.0	0.0
324	319	0	0	2/4	4	1	V[I						Bb	I	V	I	I								M	0	0	-2, 2, -1		-2	-2	4	20	0.16666666666666666	0.25	1.25	0.16666666666666666
325	320	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	20	0.16666666666666666	0.25	1.75	0.125
326	321	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	6	18	0.25	0.375	1.625	0.1875
327	322	0	0	2/4	4	1	viio7]	0	-4.33643	/			Bb	I		viio7	vii	o	7			]			o7	0	0	3, 0, -3, -6		3	3	4	22	0.15384615384615385	0.25	1.75	0.125
328	323	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.4375	0.5625	0.4375
328	323	1/4	1/4	2/4	4	1	vi	0	-6.40241	/			Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	4	6	0.4	0.4375	0.5625	0.4375
329	324	0	0	2/4	4	1	IV	0	-5.25464	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	4	6	0.4	0.4375	0.5625	0.4375
329	324	1/4	1/4	2/4	4	1	ii						Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	4	6	0.4	0.4375	0.5625	0.4375
330	325	0	0	2/4	4	1	V6						Bb	I		V6	V		6						M	0	0	3, 0, -1		-1	3	4	11	0.26666666666666666	0.4375	1.0625	0.2916666666666667
330	325	3/8	3/8	2/4	4	1	V/V	0	-3.49913	/			Bb	I		V/V	V				V				M	0	0	0, 4, 1		0	0	1	4	0.2	0.0625	0.4375	0.125
331	326	0	0	2/4	4	1	V43						Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	5	9	0.35714285714285715	0.3125	0.6875	0.3125
331	326	1/4	1/4	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	3	4	0.42857142857142855	0.1875	0.3125	0.375
331	326	3/8	3/8	2/4	4	1	V65						Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	1	6	0.14285714285714285	0.0625	0.4375	0.125
332	327	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	11	17	0.39285714285714285	0.75	1.25	0.375
333	328	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	10	18	0.35714285714285715	0.75	1.25	0.375
334	329	0	0	2/4	4	1	I	0	-4.24464	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	37	77	0.32456140350877194	3.75	13.75	0.21428571428571427
341	336	0	0	2/4	4	1	I\\	0	-5.32465	/			Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	1	11	0.08333333333333333	0.125	1.875	0.0625
342	337	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	10	0.0	0.0	1.5	0.0
343	338	0	0	2/4	4	1	viio6	0.229553	-5.25464	/			Bb	I		viio6	vii	o	6						o	0	0	0, -3, 3		3	0	2	13	0.13333333333333333	0.25	3.5	0.06666666666666667
346	341	0	0	2/4	4	1	vi6	0.208954	-5.67107	/			Bb	I		vi6	vi		6						m	0	0	-2, 2, 1		1	-2	0	9	0.0	0.0	1.5	0.0
347	342	0	0	2/4	4	1	#viio6(9)/vi	0	-5.02509	/			Bb	I		#viio6(9)/vi	#vii	o	6	9	vi				o	0	0	3, 0, 6	1	6	3	0	4	0.0	0.0	1.0	0.0
347	342	1/4	1/4	2/4	4	1	#viio/vi	0	-5.02509	/			Bb	I		#viio/vi	#vii	o			vi				o	0	0	6, 3, 0		6	6	0	3	0.0	0.0	0.5	0.0
348	343	0	0	2/4	4	1	V43/vi	0.229553	-3.39614	/			Bb	I		V43/vi	V		43		vi				Mm7	0	0	3, 0, 2, 6		2	3	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
349	344	0	0	2/4	4	1	vi	0.208954	-3.8582	/			Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	1.25	0.0
350	345	0	0	2/4	4	1	V7/V	0.0205987	-2.87375	/			Bb	I		V7/V	V		7		V				Mm7	0	0	0, 4, 1, -2		0	0	1	10	0.09090909090909091	0.125	1.75	0.06666666666666667
351	346	0	0	2/4	4	1	v						Bb	I		v	v								m	0	0	-1, -4, 0		-1	-1	8	20	0.2857142857142857	1.375	4.25	0.24444444444444444
354	349	0	0	2/4	4	1	IV6						Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	1	8	0.1111111111111111	0.125	1.75	0.06666666666666667
355	350	0	0	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	3	21	0.125	0.375	7.125	0.05
358	353	0	0	2/4	4	1	IV.I	0.125076	-3.49913	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	1	15	0.0625	0.125	4.25	0.02857142857142857
359	354	1/4	1/4	2/4	4	1	V2/IV	0	-6.07542	/			Bb	IV		V2/IV	V		2		IV				Mm7	0	0	-5, -3, 1, -2		-3	-5	2	5	0.2857142857142857	0.25	1.0	0.2
360	355	0	0	2/4	4	1	IV6	0.208954	-6.08	/			Bb	IV		IV6	IV		6						M	0	0	0, -3, -4		-4	0	2	5	0.2857142857142857	0.25	1.0	0.2
360	355	1/4	1/4	2/4	4	1	V65	0	-6.08	/			Bb	IV		V65	V		65						Mm7	0	0	2, -1, -4, -2		-2	2	2	4	0.3333333333333333	0.25	0.75	0.25
361	356	0	0	2/4	4	1	I	0.208954	-6.08	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	2	5	0.2857142857142857	0.25	1.0	0.2
361	356	1/4	1/4	2/4	4	1	#viio7/iii	0.104477	-6.08	/			Bb	IV		#viio7/iii	#vii	o	7		iii				o7	0	0	6, 3, 0, -3		6	6	2	4	0.3333333333333333	0.25	0.75	0.25
362	357	0	0	2/4	4	1	I6	0	-4.33643	/			Bb	IV		I6	I		6						M	0	0	1, -2, -3		-3	1	0	11	0.0	0.0	2.0	0.0
363	358	0	0	2/4	4	1	V2	0.0838784	-4.32819	/			Bb	IV		V2	V		2						Mm7	0	0	-4, -2, 2, -1		-2	-4	2	4	0.3333333333333333	0.25	0.75	0.25
363	358	1/4	1/4	2/4	4	1	I6	0	-3.0827	/			Bb	IV		I6	I		6						M	0	0	1, -2, -3		-3	1	2	4	0.3333333333333333	0.25	0.75	0.25
364	359	0	0	2/4	4	1	ii2	0.229553	-3.41821	/			Bb	IV		ii2	ii		2						mm7	0	0	-3, -1, -4, 0		-1	-3	0	5	0.0	0.0	1.25	0.0
364	359	1/4	1/4	2/4	4	1	V43	0.104477	-3.16658	/			Bb	IV		V43	V		43						Mm7	0	0	-1, -4, -2, 2		-2	-1	0	4	0.0	0.0	0.75	0.0
365	360	0	0	2/4	4	1	I(4)	0.104477	-4.12164	/			Bb	IV		I(4)	I			4					M	0	0	-3, -4, -2		-3	-3	1	4	0.2	0.125	0.875	0.125
365	360	1/4	1/4	2/4	4	1	I	0.104477	-3.02091	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	1	4	0.2	0.125	0.875	0.125
366	361	0	0	2/4	4	1	I.I(64)	0	-4.10687	/			Bb	I		I(64)	I			64					M	0	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.625	0.0
366	361	1/8	1/8	2/4	4	1	I	0.459107	-4.10687	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	9	0.0	0.0	1.375	0.0
367	362	0	0	2/4	4	1	I	0.68866	-4.33	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.25	0.75	0.25
367	362	1/4	1/4	2/4	4	1	V2/IV	-0.292833	-4.33	/			Bb	I		V2/IV	V		2		IV				Mm7	0	0	-4, -2, 2, -1		-2	-4	2	4	0.3333333333333333	0.25	0.75	0.25
368	363	0	0	2/4	4	1	IV6	0	-4.32772	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	2	4	0.3333333333333333	0.25	1.0	0.2
368	363	1/4	1/4	2/4	4	1	ii	0	-4.33	/			Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	0	5	0.0	0.0	0.75	0.0
369	364	0	0	2/4	4	1	#viio7/iii	-0.229553	-4.33	/			Bb	I		#viio7/iii	#vii	o	7		iii				o7	0	0	7, 4, 1, -2		7	7	2	4	0.3333333333333333	0.25	1.0	0.2
369	364	1/4	1/4	2/4	4	1	I6	2.54716	-4.33	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	2	15	0.11764705882352941	0.25	2.5	0.09090909090909091
371	366	0	0	2/4	4	1	V2						Bb	I		V2	V		2						Mm7	0	0	-3, -1, 3, 0		-1	-3	1	5	0.16666666666666666	0.125	0.875	0.125
371	366	1/4	1/4	2/4	4	1	I6						Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.125	0.875	0.125
372	367	0	0	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	1	5	0.16666666666666666	0.125	0.875	0.125
372	367	1/4	1/4	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	6	0.0	0.0	1.0	0.0
373	368	0	0	2/4	4	1	V2						Bb	I		V2	V		2						Mm7	0	0	-3, -1, 3, 0		-1	-3	1	5	0.16666666666666666	0.125	0.875	0.125
373	368	1/4	1/4	2/4	4	1	I6						Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.125	0.875	0.125
374	369	0	0	2/4	4	1	viio6/V	0.208954	-4.51	/			Bb	I		viio6/V	vii	o	6		V				o	0	0	1, -2, 4		4	1	2	11	0.15384615384615385	0.25	2.0	0.1111111111111111
375	370	0	0	2/4	4	1	V	0	-4.51	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	5	8	0.38461538461538464	0.75	1.25	0.375
376	371	0	0	2/4	4	1	IV	-0.35463	-4.51082	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	1.0	0.0
376	371	1/4	1/4	2/4	4	1	#viio2/iii	0	-4.51	/			Bb	I		#viio2/iii	#vii	o	2		iii				o7	0	0	-2, 7, 4, 1		7	-2	3	3	0.5	0.5	0.5	0.5
377	372	0	0	2/4	4	1	V/vi	0	-4.51	/			Bb	I		V/vi	V				vi				M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.75	0.25
377	372	1/4	1/4	2/4	4	1	#viio/ii	0	-4.51	/			Bb	I		#viio/ii	#vii	o			ii				o	0	0	5, 2, -1		5	5	2	4	0.3333333333333333	0.25	0.75	0.25
378	373	0	0	2/4	4	1	ii						Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	0	6	0.0	0.0	1.0	0.0
378	373	1/4	1/4	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	2	4	0.3333333333333333	0.25	0.75	0.25
379	374	0	0	2/4	4	1	vi	0.229553	-3.18866	/			Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	2	4	0.3333333333333333	0.25	0.75	0.25
379	374	1/4	1/4	2/4	4	1	V7/V	0	-3.16462	/			Bb	I		V7/V	V		7		V				Mm7	0	0	0, 4, 1, -2		0	0	1	4	0.2	0.125	0.875	0.125
380	375	0	0	2/4	4	1	I6						Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	7	0.0	0.0	1.0	0.0
380	375	1/4	1/4	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	7	0.0	0.0	1.0	0.0
381	376	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	7	14	0.3333333333333333	1.0	2.25	0.3076923076923077
383	378	0	0	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	4	6	0.4	0.5	1.0	0.3333333333333333
384	379	0	0	2/4	4	1	IV	0.104477	-6.44898	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.75	0.0
