mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
352	347	692	702	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4892		articStaccatoAbove							
352	347	1385/2	1405/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4893		articStaccatoAbove							
352	347	693	703	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4894		articStaccatoAbove							
352	347	1387/2	1407/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4895		articStaccatoAbove							
353	348	1389/2	1409/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4896									
353	348	695	705	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4897									
353	348	1391/2	1411/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4898									
353	348	694	704	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	4899									
353	348	694	704	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	4900									
353	348	694	704	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4901		articStaccatoAbove							
353	348	1389/2	1409/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4902		articStaccatoAbove							
353	348	695	705	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4903		articStaccatoAbove							
353	348	1391/2	1411/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4904		articStaccatoAbove							
354	349	1393/2	1413/2	0.0		1/8	1/8	StaffText	2/4	1	1	0							<i>dim.</i>						
354	349	1393/2	1413/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4905									
354	349	697	707	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4906									
354	349	1395/2	1415/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4907									
354	349	696	706	0.0		0	0	StaffText	2/4	2	1	0							<i>dim.</i>						
354	349	696	706	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	4908									
354	349	696	706	0.0		0	0	StaffText	2/4	3	1	0							<i>dim.</i>						
354	349	696	706	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	4909									
354	349	696	706	0.0		0	0	StaffText	2/4	4	1	0							<i>dim.</i>						
354	349	696	706	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4910		articStaccatoAbove							
354	349	1393/2	1413/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4911		articStaccatoAbove							
354	349	697	707	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4912		articStaccatoAbove							
354	349	1395/2	1415/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4913		articStaccatoAbove							
355	350	698	708	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4914		articStaccatoBelow							
355	350	1397/2	1417/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4915		articStaccatoBelow							
355	350	699	709	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4916		articStaccatoBelow							
355	350	1399/2	1419/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4917		articStaccatoBelow							
355	350	698	708	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	4918									
355	350	698	708	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	4919									
356	351	700	710	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	4920									
356	351	700	710	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	4921									
356	351	700	710	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4922		articStaccatoAbove							
356	351	1401/2	1421/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4923		articStaccatoAbove							
356	351	701	711	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4924		articStaccatoAbove							
356	351	1403/2	1423/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4925		articStaccatoAbove							
357	352	702	712	0.0		0	0	StaffText	2/4	1	1	0							<i>poco</i>						
357	352	702	712	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4926									
357	352	1405/2	1425/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4927									
357	352	703	713	0.0		1/4	1/4	StaffText	2/4	1	1	0							<i>ritard</i>						
357	352	703	713	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4928		articStaccatoBelow							
357	352	1407/2	1427/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4929									
357	352	702	712	0.0		0	0	StaffText	2/4	2	1	0							<i>poco</i>						
357	352	702	712	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	4930									
357	352	704	714	0.0		1/2	1/2	StaffText	2/4	2	1	0							<i>ritard</i>						
357	352	702	712	0.0		0	0	StaffText	2/4	3	1	0							<i>poco</i>						
357	352	702	712	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	4931									
357	352	704	714	0.0		1/2	1/2	StaffText	2/4	3	1	0							<i>ritard</i>						
358	353	704	714	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
358	353	704	714	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	4932							446		
358	353	706	716	0.0		1/2	1/2	StaffText	2/4	1	1	0							<i>in tempo</i>				446		
358	353	704	714	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
358	353	704	714	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	4933									
358	353	706	716	0.0		1/2	1/2	StaffText	2/4	2	1	0							<i>in tempo</i>						
358	353	704	714	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
358	353	704	714	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	4934									
358	353	706	716	0.0		1/2	1/2	StaffText	2/4	3	1	0							<i>in tempo</i>						
358	353	704	714	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
358	353	1409/2	1429/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4935							447		
358	353	705	715	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4936							447		
358	353	1411/2	1431/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4937							447		
359	354	706	716	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4938							446		
359	354	1413/2	1433/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4939							446		
359	354	707	717	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4940							446		
359	354	1415/2	1435/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4941							446		
359	354	706	716	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4942									
359	354	707	717	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4943							448		
359	354	706	716	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4944									
359	354	707	717	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4945							449		
359	354	706	716	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4946							447		
359	354	1413/2	1433/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4947							447		
359	354	707	717	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4948							447		
359	354	1415/2	1435/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4949							447		
360	355	708	718	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4950							446		
360	355	1417/2	1437/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4951							446		
360	355	709	719	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4952							446		
360	355	1419/2	1439/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4953							446		
360	355	708	718	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4954							448		
360	355	709	719	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4955							448		
360	355	708	718	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4956							449		
360	355	709	719	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4957							449		
360	355	708	718	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4958							447		
360	355	1417/2	1437/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4959							447		
360	355	709	719	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4960							447		
360	355	1419/2	1439/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4961							447		
361	356	710	720	0.0		0	0	Spanner	2/4	1	1	0											446		98
361	356	710	720	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4962							446		98
361	356	1421/2	1441/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4963							446		98
361	356	711	721	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4964							446		98
361	356	1423/2	1443/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4965									98
361	356	710	720	0.0		0	0	Spanner	2/4	2	1	0											448		99
361	356	710	720	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4966							448		99
361	356	711	721	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4967									99
361	356	710	720	0.0		0	0	Spanner	2/4	3	1	0											449		100
361	356	710	720	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4968							449		100
361	356	711	721	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4969							449		100
361	356	710	720	0.0		0	0	Spanner	2/4	4	1	0											447		101
361	356	710	720	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4970							447		101
361	356	1421/2	1441/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4971							447		101
361	356	711	721	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4972							447		101
361	356	1423/2	1443/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4973									101
362	357	712	722	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
362	357	712	722	0.0		0	0	Spanner	2/4	1	1	0													
362	357	712	722	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4974							450		
362	357	1425/2	1445/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4975							450		
362	357	713	723	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4976							450		
362	357	1427/2	1447/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4977							450		
362	357	712	722	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
362	357	712	722	0.0		0	0	Spanner	2/4	2	1	0													
362	357	712	722	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4978									
362	357	713	723	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4979									
362	357	712	722	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
362	357	712	722	0.0		0	0	Spanner	2/4	3	1	0													
362	357	712	722	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4980									
362	357	713	723	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4981							451		
362	357	712	722	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
362	357	712	722	0.0		0	0	Spanner	2/4	4	1	0													
362	357	712	722	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	4982									
362	357	713	723	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4983							452		
362	357	1427/2	1447/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4984							452		
363	358	714	724	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4985							450		
363	358	1429/2	1449/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4986							450		
363	358	715	725	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4987							450		
363	358	1431/2	1451/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4988									
363	358	714	724	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4989							453		
363	358	715	725	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4990									
363	358	714	724	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4991							451		
363	358	715	725	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4992									
363	358	714	724	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4993							452		
363	358	1429/2	1449/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4994							452		
363	358	715	725	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4995							452		
363	358	1431/2	1451/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4996									
364	359	716	726	0.0		0	0	Dynamic	2/4	1	1	0					p								
364	359	716	726	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	4997									
364	359	716	726	0.0		0	0	Dynamic	2/4	2	1	0					p								
364	359	716	726	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4998							454		
364	359	717	727	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4999									
364	359	716	726	0.0		0	0	Dynamic	2/4	3	1	0					p								
364	359	716	726	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5000							455		
364	359	717	727	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5001							455		
364	359	716	726	0.0		0	0	Dynamic	2/4	4	1	0					p								
364	359	716	726	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5002							456		
364	359	1433/2	1453/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5003							456		
364	359	717	727	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5004							456		
364	359	1435/2	1455/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5005							456		
365	360	718	728	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	5006							457		
365	360	719	729	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	5007									
365	360	718	728	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5008							458		
365	360	719	729	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5009									
365	360	718	728	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5010							455		
365	360	719	729	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5011									
365	360	718	728	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5012							456		
365	360	1437/2	1457/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5013							456		
365	360	719	729	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	5014							456		
365	360	1439/2	1459/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	5015							456		
366	361	720	730	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
366	361	720	730	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5016							459		
366	361	1441/2	1461/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5017									
366	361	721	731	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5018							460		
366	361	1443/2	1463/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5019							460		
366	361	720	730	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
366	361	720	730	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5020							461		
366	361	1441/2	1461/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5021									
366	361	721	731	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5022									
366	361	720	730	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
366	361	720	730	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5023									
366	361	721	731	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5024							462		
366	361	1443/2	1463/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5025							462		
366	361	720	730	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
366	361	720	730	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	5026									
366	361	1441/2	1461/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5027									
366	361	721	731	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5028									
367	362	722	732	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5029							460		
367	362	1445/2	1465/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5030							460		
367	362	723	733	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5031							460		
367	362	1447/2	1467/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5032							460		
367	362	722	732	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5033									
367	362	723	733	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5034									
367	362	722	732	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5035							462		
367	362	1445/2	1465/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5036							462		
367	362	723	733	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5037							462		
367	362	1447/2	1467/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5038							462		
367	362	722	732	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5039							463		
367	362	723	733	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5040							463		
368	363	724	734	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5041							460		
368	363	1449/2	1469/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5042							460		
368	363	725	735	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5043							460		
368	363	1451/2	1471/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5044							460		
368	363	724	734	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5045									
368	363	724	734	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5046							462		
368	363	1449/2	1469/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5047							462		
368	363	725	735	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5048							462		
368	363	1451/2	1471/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5049							462		
368	363	724	734	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5050							463		
368	363	725	735	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5051							463		
369	364	726	736	0.0		0	0	Spanner	2/4	1	1	0											460		102
369	364	726	736	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5052							460		102
369	364	1453/2	1473/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5053							460		102
369	364	727	737	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5054							460		102
369	364	1455/2	1475/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5055									102
369	364	726	736	0.0		0	0	Spanner	2/4	2	1	0													103
369	364	726	736	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	5056									103
369	364	726	736	0.0		0	0	Spanner	2/4	3	1	0											462		104
369	364	726	736	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5057							462		104
369	364	1453/2	1473/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5058							462		104
369	364	727	737	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5059							462		104
369	364	1455/2	1475/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5060									104
369	364	726	736	0.0		0	0	Spanner	2/4	4	1	0											463		105
369	364	726	736	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5061							463		105
369	364	727	737	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5062									105
370	365	728	738	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
370	365	728	738	0.0		0	0	Spanner	2/4	1	1	0													
370	365	728	738	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5063							464		
370	365	1457/2	1477/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5064							464		
370	365	729	739	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5065							464		
370	365	1459/2	1479/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5066							464		
370	365	728	738	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
370	365	728	738	0.0		0	0	Spanner	2/4	2	1	0													
370	365	728	738	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5067							465		
370	365	729	739	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5068									
370	365	728	738	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
370	365	728	738	0.0		0	0	Spanner	2/4	3	1	0													
370	365	728	738	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5069									
370	365	1457/2	1477/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5070							466		
370	365	729	739	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5071							466		
370	365	1459/2	1479/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5072							466		
370	365	728	738	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
370	365	728	738	0.0		0	0	Spanner	2/4	4	1	0													
370	365	728	738	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5073									
370	365	729	739	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5074							467		
371	366	730	740	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5075							464		
371	366	1461/2	1481/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5076							464		
371	366	731	741	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5077							464		
371	366	1463/2	1483/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5078									
371	366	730	740	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5079							468		
371	366	731	741	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5080									
371	366	730	740	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5081							466		
371	366	1461/2	1481/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5082							466		
371	366	731	741	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5083							466		
371	366	1463/2	1483/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5084									
371	366	730	740	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5085							467		
371	366	731	741	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5086							467		
372	367	732	742	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5087							469		
372	367	1465/2	1485/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5088							469		
372	367	733	743	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5089							469		
372	367	1467/2	1487/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5090							469		
372	367	732	742	0.0		0	0	Dynamic	2/4	2	1	0					p								
372	367	732	742	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5091							470		
372	367	733	743	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5092							470		
372	367	732	742	0.0		0	0	Dynamic	2/4	3	1	0					p								
372	367	732	742	0.0		0	0	Dynamic	2/4	3	1	0					p								
372	367	732	742	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5093							471		
372	367	1465/2	1485/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5094							471		
372	367	733	743	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5095							471		
372	367	1467/2	1487/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5096							471		
372	367	732	742	0.0		0	0	Dynamic	2/4	4	1	0					p						467		
372	367	732	742	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5097							467		
372	367	733	743	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5098							467		
373	368	734	744	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5099							469		
373	368	1469/2	1489/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5100							469		
373	368	735	745	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5101							469		
373	368	1471/2	1491/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5102									
373	368	734	744	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	5103							470		
373	368	735	745	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	5104									
373	368	734	744	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	5105							471		
373	368	1469/2	1489/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	5106							471		
373	368	735	745	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	5107							471		
373	368	1471/2	1491/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	5108							471		
373	368	734	744	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5109							467		
373	368	735	745	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5110							467		
374	369	736	746	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
374	369	736	746	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5111							472		
374	369	1473/2	1493/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5112							472		
374	369	737	747	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5113							472		
374	369	1475/2	1495/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5114							472		
374	369	736	746	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
374	369	736	746	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5115							473		
374	369	1473/2	1493/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5116							473		
374	369	737	747	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	5117							473		
374	369	1475/2	1495/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	5118							473		
374	369	736	746	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
374	369	736	746	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	5119									
374	369	737	747	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	5120							474		
374	369	736	746	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
374	369	736	746	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	5121									
374	369	737	747	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	5122							475		
375	370	738	748	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	5123							472		
375	370	1477/2	1497/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	5124							472		
375	370	739	749	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	5125							472		
375	370	1479/2	1499/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	5126							472		
375	370	738	748	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	5127							473		
375	370	1477/2	1497/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	5128							473		
