mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
19	19	54	54	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	219		articStaccatoBelow								
19	19	111/2	111/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	220		articStaccatoAbove								
19	19	54	54	0.0		0	0	Dynamic	6/8	3	1	0						f									
19	19	54	54	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	221		articStaccatoBelow								
19	19	111/2	111/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	222		articStaccatoAbove								
19	19	54	54	0.0		0	0	Dynamic	6/8	4	1	0						f									
19	19	54	54	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	223		articStaccatoBelow								
19	19	111/2	111/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	224		articStaccatoBelow								
21	21	61	61	0.0		1/4	1/4	Dynamic	6/8	1	1	0						p									
21	21	61	61	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	225							34			
21	21	123/2	123/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	226							34			
21	21	125/2	125/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	227							34			
21	21	251/4	251/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	228										
21	21	243/4	243/4	0.0		3/16	3/16	Dynamic	6/8	2	1	0						p									
21	21	243/4	243/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	229							35			
21	21	61	61	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	230							35			
21	21	245/4	245/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	231							35			
21	21	123/2	123/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	232										
21	21	61	61	0.0		1/4	1/4	Dynamic	6/8	3	1	0						p									
21	21	61	61	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	233							36			
21	21	123/2	123/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	234							36			
21	21	62	62	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	235							36			
21	21	249/4	249/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	236							36			
21	21	125/2	125/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	237							36			
21	21	251/4	251/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	238										
21	21	60	60	0.0		0	0	Dynamic	6/8	4	1	0						p									
21	21	60	60	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	239										
22	22	63	63	1.0		0	0	Chord	6/8	1	1	1/4			1/4	1	240							37			
22	22	64	64	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	241							37			
22	22	129/2	129/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	242							37			
22	22	131/2	131/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	243							37			
22	22	263/4	263/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	244										
22	22	63	63	0.25		0	0	Chord	6/8	2	1	1/16			1/16	1	245							38			
22	22	253/4	253/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	246							38			
22	22	127/2	127/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	247							38			
22	22	255/4	255/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	248							38			
22	22	64	64	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	249							38			
22	22	257/4	257/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	250							38			
22	22	129/2	129/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	251										
22	22	63	63	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	252							39			
22	22	127/2	127/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	253										
22	22	64	64	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	254										
22	22	129/2	129/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	255							40			
22	22	65	65	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	256							40			
22	22	261/4	261/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	257							40			
22	22	131/2	131/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	258							40			
22	22	263/4	263/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	259							40			
22	22	63	63	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	260										
23	23	66	66	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	261										
23	23	269/4	269/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	262							41			
23	23	135/2	135/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	263							41			
23	23	271/4	271/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	264							41			
23	23	68	68	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	265							41			
23	23	273/4	273/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	266							41			
23	23	137/2	137/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	267							41			
23	23	275/4	275/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	268										
23	23	66	66	0.25		0	0	Chord	6/8	2	1	1/16			1/16	1	269							42			
23	23	265/4	265/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	270							42			
23	23	133/2	133/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	271							42			
23	23	267/4	267/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	272							42			
23	23	67	67	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	273							42			
23	23	269/4	269/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	274							42			
23	23	135/2	135/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	275							42			
23	23	271/4	271/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	276							42			
23	23	68	68	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	277							42			
23	23	273/4	273/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	278							42			
23	23	137/2	137/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	279							42			
23	23	275/4	275/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	280							42			
23	23	66	66	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	281										
23	23	135/2	135/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	282										
23	23	66	66	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	283										
23	23	135/2	135/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	284										
24	24	69	69	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	285							43			
24	24	277/4	277/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	286							43			
24	24	139/2	139/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	287							43			
24	24	279/4	279/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	288							43			
24	24	70	70	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	289							43			
24	24	281/4	281/4	0.0		5/16	5/16	StaffText	6/8	1	1	0								<i>cresc.</i>				43			
24	24	281/4	281/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	290							43			
24	24	141/2	141/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	291							43			
24	24	283/4	283/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	292							43			
24	24	71	71	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	293							43			
24	24	285/4	285/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	294							43			
24	24	143/2	143/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	295							43			
24	24	287/4	287/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	296										
24	24	69	69	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	297										
24	24	277/4	277/4	0.0		1/16	1/16	StaffText	6/8	3	1	0								<i>cresc.</i>							
24	24	277/4	277/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	298							44			
24	24	139/2	139/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	299							44			
24	24	279/4	279/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	300							44			
24	24	70	70	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	301							44			
24	24	281/4	281/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	302							44			
24	24	141/2	141/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	303							44			
24	24	283/4	283/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	304							44			
24	24	71	71	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	305							44			
24	24	285/4	285/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	306							44			
24	24	143/2	143/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	307							44			
24	24	287/4	287/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	308										
25	25	72	72	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	309							45			
25	25	289/4	289/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	310							45			
25	25	145/2	145/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	311							45			
25	25	291/4	291/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	312							45			
25	25	73	73	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	313							45			
25	25	293/4	293/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	314							45			
25	25	147/2	147/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	315							45			
25	25	295/4	295/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	316							45			
25	25	74	74	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	317							45			
25	25	297/4	297/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	318										
25	25	149/2	149/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	319		articStaccatoAbove								
25	25	299/4	299/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	320		articStaccatoAbove								
25	25	72	72	0.0		0	0	StaffText	6/8	2	1	0								<i>cresc.</i>							
25	25	72	72	0.25		0	0	Chord	6/8	2	1	1/16			1/16	1	321							46			
25	25	289/4	289/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	322							46			
25	25	145/2	145/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	323							46			
25	25	291/4	291/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	324							46			
25	25	73	73	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	325							46			
25	25	293/4	293/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	326							46			
25	25	147/2	147/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	327							46			
25	25	295/4	295/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	328							46			
25	25	74	74	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	329							46			
25	25	297/4	297/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	330										
25	25	149/2	149/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	331		articStaccatoAbove								
25	25	299/4	299/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	332		articStaccatoAbove								
25	25	72	72	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	333										
25	25	291/4	291/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	334							47			
25	25	73	73	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	335							47			
25	25	293/4	293/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	336							47			
25	25	147/2	147/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	337							47			
25	25	295/4	295/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	338							47			
25	25	74	74	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	339							47			
25	25	297/4	297/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	340										
25	25	149/2	149/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	341		articStaccatoAbove								
25	25	299/4	299/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	342		articStaccatoAbove								
25	25	291/4	291/4	0.0		3/16	3/16	StaffText	6/8	4	1	0								<i>cresc.</i>							
25	25	291/4	291/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	343							48			
25	25	73	73	0.25		1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	344							48			
25	25	293/4	293/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	345							48			
25	25	147/2	147/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	346							48			
25	25	295/4	295/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	347							48			
25	25	74	74	0.25		1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	348							48			
25	25	297/4	297/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	349										
25	25	149/2	149/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	350		articStaccatoBelow								
25	25	299/4	299/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	351		articStaccatoBelow								
26	26	75	75	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	352										
26	26	153/2	153/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	353										
26	26	155/2	155/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	354		ornamentTrill								
26	26	75	75	0.0		0	0	Dynamic	6/8	2	1	0						ff									
26	26	75	75	0.25		0	0	Chord	6/8	2	1	1/16			1/16	1	355										
26	26	301/4	301/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	356										
26	26	151/2	151/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	357										
26	26	303/4	303/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	358										
26	26	76	76	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	359										
26	26	305/4	305/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	360										
26	26	153/2	153/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		r16	1/4	3/2	361										
26	26	75	75	0.0		0	0	Dynamic	6/8	3	1	0						ff									
26	26	75	75	1.5		0	0	Chord	6/8	3	1	3/8		r16	1/4	3/2	362										
26	26	153/2	153/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		r16	1/4	3/2	363										
26	26	75	75	0.0		0	0	Dynamic	6/8	4	1	0						ff									
26	26	75	75	0.0		0	0	Dynamic	6/8	4	1	0						ff									
26	26	75	75	1.5		0	0	Chord	6/8	4	1	3/8		r16	1/4	3/2	364										
26	26	153/2	153/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8		r16	1/4	3/2	365										
27	27	78	78	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	366							49			
27	27	313/4	313/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	367							49			
27	27	157/2	157/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	368							49			
27	27	315/4	315/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	369							49			
27	27	79	79	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	370							49			
27	27	317/4	317/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	371										
27	27	159/2	159/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	372							50			
27	27	319/4	319/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	373							50			
27	27	80	80	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	374							50			
27	27	321/4	321/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	375										
27	27	161/2	161/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	376		articStaccatoAbove								
27	27	323/4	323/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	377		articStaccatoAbove								
27	27	78	78	0.0		0	0	Dynamic	6/8	2	1	0						sf									
27	27	78	78	1.5		0	0	Chord	6/8	2	1	3/8			1/4	3/2	378										
27	27	159/2	159/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	379										
27	27	161/2	161/2	0.0		5/8	5/8	StaffText	6/8	2	1	0															
27	27	161/2	161/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	380		ornamentTrill								
27	27	78	78	0.0		0	0	Dynamic	6/8	3	1	0						sf									
27	27	78	78	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	381										
27	27	159/2	159/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	382										
27	27	161/2	161/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	383		ornamentTrill								
27	27	78	78	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	384										
28	28	81	81	0.0		0	0	Dynamic	6/8	1	1	0						sf									
28	28	81	81	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	385										
28	28	165/2	165/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	386										
28	28	167/2	167/2	0.0		5/8	5/8	Chord	6/8	1	1	0	grace16after		1/16	1	387										
28	28	167/2	167/2	0.0		5/8	5/8	Chord	6/8	1	1	0	grace16after		1/16	1	388										
28	28	167/2	167/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	389		ornamentTrill								
28	28	81	81	0.0		0	0	Dynamic	6/8	2	1	0						sf									
28	28	81	81	1.5		0	0	Chord	6/8	2	1	3/8		r16	1/4	3/2	390										
28	28	165/2	165/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		r16	1/4	3/2	391										
28	28	81	81	0.0		0	0	Dynamic	6/8	3	1	0						sf									
28	28	81	81	1.5		0	0	Chord	6/8	3	1	3/8		r16	1/4	3/2	392										
28	28	165/2	165/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		r16	1/4	3/2	393										
28	28	81	81	0.0		0	0	Dynamic	6/8	4	1	0						sf									
28	28	81	81	1.5		0	0	Chord	6/8	4	1	3/8		r16	1/4	3/2	394										
28	28	165/2	165/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8		r16	1/4	3/2	395										
29	29	84	84	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	396							51			
29	29	337/4	337/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	397							51			
29	29	169/2	169/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	398							51			
29	29	339/4	339/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	399							51			
29	29	85	85	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	400							51			
29	29	341/4	341/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	401										
29	29	171/2	171/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	402							52			
29	29	343/4	343/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	403							52			
29	29	86	86	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	404							52			
29	29	345/4	345/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	405										
29	29	173/2	173/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	406		articStaccatoAbove								
29	29	347/4	347/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	407		articStaccatoAbove								
29	29	84	84	0.0		0	0	Dynamic	6/8	2	1	0						sf									
29	29	84	84	1.5		0	0	Chord	6/8	2	1	3/8			1/4	3/2	408										
29	29	171/2	171/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	409										
29	29	173/2	173/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	410		ornamentTrill								
29	29	84	84	0.0		0	0	Dynamic	6/8	3	1	0						sf									
29	29	84	84	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	411										
29	29	171/2	171/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	412										
29	29	173/2	173/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	413										
29	29	84	84	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	414										
30	30	87	87	0.0		0	0	Dynamic	6/8	1	1	0						sf									
30	30	87	87	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	415										
30	30	177/2	177/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	416										
30	30	179/2	179/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	417		ornamentTrill								
30	30	87	87	0.0		0	0	Dynamic	6/8	2	1	0						sf									
30	30	87	87	1.5		0	0	Chord	6/8	2	1	3/8		r16	1/4	3/2	418										
30	30	177/2	177/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		r16	1/4	3/2	419										
30	30	87	87	0.0		0	0	Dynamic	6/8	3	1	0						sf									
30	30	87	87	1.5		0	0	Chord	6/8	3	1	3/8		r16	1/4	3/2	420										
30	30	177/2	177/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		r16	1/4	3/2	421										
30	30	87	87	0.0		0	0	Dynamic	6/8	4	1	0						sf									
30	30	87	87	1.5		0	0	Chord	6/8	4	1	3/8		r16	1/4	3/2	422										
30	30	177/2	177/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8		r16	1/4	3/2	423										
31	31	90	90	0.0		0	0	StaffText	6/8	1	1	0								<i>sempre</i>							
31	31	90	90	0.0		0	0	Dynamic	6/8	1	1	0						f									
31	31	90	90	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	424							53			
31	31	361/4	361/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	425							53			
31	31	181/2	181/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	426							53			
31	31	363/4	363/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	427							53			
31	31	91	91	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	428							53			
31	31	183/2	183/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	429							53			
31	31	185/2	185/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	430										
31	31	90	90	0.0		0	0	StaffText	6/8	2	1	0								<i>sempre</i>							
31	31	90	90	0.0		0	0	Dynamic	6/8	2	1	0						f									
31	31	90	90	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	431							54			
31	31	91	91	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	432										
31	31	183/2	183/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	433							55			
31	31	367/4	367/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	434							55			
31	31	92	92	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	435							55			
31	31	369/4	369/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	436							55			
31	31	185/2	185/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	437							55			
31	31	371/4	371/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	438										
31	31	90	90	0.0		0	0	StaffText	6/8	3	1	0								<i>sempre</i>							
31	31	90	90	0.0		0	0	Dynamic	6/8	3	1	0						f									
31	31	90	90	0.75		0	0	Chord	6/8	3	1	3/16			1/8	3/2	439							56			
31	31	363/4	363/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	440							56			
31	31	91	91	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	441							56			
31	31	365/4	365/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	442							56			
31	31	183/2	183/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	443										
31	31	90	90	0.0		0	0	StaffText	6/8	4	1	0								<i>sempre</i>							
31	31	90	90	0.0		0	0	Dynamic	6/8	4	1	0						f									
31	31	90	90	1.5		0	0	Chord	6/8	4	1	3/8			1/4	3/2	444										
31	31	183/2	183/2	0.75		3/8	3/8	Chord	6/8	4	1	3/16			1/8	3/2	445							57			
31	31	369/4	369/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	446							57			
31	31	185/2	185/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	447							57			
31	31	371/4	371/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	448										
32	32	93	93	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	449							58			
32	32	373/4	373/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	450							58			
32	32	187/2	187/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	451							58			
32	32	375/4	375/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	452							58			
32	32	94	94	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	453							58			
32	32	377/4	377/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	454							58			
32	32	189/2	189/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	455							58			
32	32	379/4	379/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	456							58			
32	32	95	95	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	457							58			
32	32	381/4	381/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	458							58			
32	32	191/2	191/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	459							58			
32	32	383/4	383/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	460										
32	32	93	93	0.25		0	0	Chord	6/8	2	1	1/16			1/16	1	461							59			
32	32	373/4	373/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	462							59			
32	32	187/2	187/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	463							59			
32	32	375/4	375/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	464							59			
32	32	94	94	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	465							59			
32	32	377/4	377/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	466							59			
32	32	189/2	189/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	467							59			
32	32	379/4	379/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	468							59			
32	32	95	95	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	469							59			
