mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
106	98	567/2	629/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1227								
107	99	284	315	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1228							151	
107	99	569/2	631/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1229								
107	99	285	316	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1230		articStaccatoAbove						
107	99	286	317	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1231		articStaccatoAbove						
107	99	284	315	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1232							152	
107	99	569/2	631/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1233								
107	99	285	316	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1234		articStaccatoAbove						
107	99	286	317	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1235		articStaccatoAbove						
107	99	284	315	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1236								
107	99	569/2	631/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1237								
107	99	285	316	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1238								
107	99	571/2	633/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1239								
107	99	286	317	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1240								
107	99	573/2	635/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1241								
107	99	284	315	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1242								
107	99	569/2	631/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1243								
107	99	285	316	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1244								
107	99	571/2	633/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1245								
107	99	286	317	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1246								
107	99	573/2	635/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1247								
108	100	287	318	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1248		articStaccatoAbove						
108	100	288	319	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1249		articStaccatoAbove						
108	100	289	320	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1250		articStaccatoAbove						
108	100	287	318	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1251		articStaccatoAbove						
108	100	288	319	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1252		articStaccatoAbove						
108	100	289	320	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1253		articStaccatoAbove						
108	100	287	318	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1254								
108	100	575/2	637/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1255								
108	100	288	319	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1256								
108	100	577/2	639/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1257								
108	100	289	320	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1258								
108	100	579/2	641/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1259								
108	100	287	318	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1260								
108	100	575/2	637/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1261								
108	100	288	319	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1262								
108	100	577/2	639/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1263								
108	100	289	320	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1264								
108	100	579/2	641/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1265								
109	101	290	321	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1266							153	
109	101	292	323	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1267								
109	101	290	321	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1268							154	
109	101	292	323	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1269								
109	101	290	321	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1270								
109	101	581/2	643/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1271								
109	101	291	322	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1272								
109	101	583/2	645/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1273								
109	101	292	323	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1274								
109	101	585/2	647/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1275								
109	101	290	321	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1276								
109	101	581/2	643/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1277								
109	101	291	322	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1278								
109	101	583/2	645/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1279								
109	101	292	323	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1280								
109	101	585/2	647/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1281								
110	102	293	324	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1282							155	
110	102	295	326	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1283							155	
110	102	591/2	653/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1284								
110	102	293	324	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1285								
110	102	294	325	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1286								
110	102	295	326	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1287								
110	102	293	324	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1288								
110	102	587/2	649/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1289								
110	102	294	325	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1290								
110	102	589/2	651/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1291								
110	102	295	326	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1292								
110	102	591/2	653/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1293								
110	102	293	324	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1294								
110	102	587/2	649/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1295								
110	102	294	325	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1296								
110	102	589/2	651/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1297								
110	102	295	326	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1298								
110	102	591/2	653/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1299								
111	103	296	327	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	1300								
111	103	595/2	657/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0					ff							
111	103	595/2	657/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1301		articStaccatoAbove						
111	103	298	329	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1302		articStaccatoAbove						
111	103	597/2	659/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1303		articStaccatoAbove						
111	103	296	327	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1304								
111	103	297	328	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1305		articStaccatoAbove						
111	103	595/2	657/2	0.0		3/8	3/8	Dynamic	3/4	2	1	0					ff							
111	103	595/2	657/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1306		articStaccatoAbove						
111	103	298	329	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1307		articStaccatoAbove						
111	103	597/2	659/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1308		articStaccatoAbove						
111	103	296	327	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1309								
111	103	593/2	655/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1310								
111	103	297	328	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1311								
111	103	597/2	659/2	0.0		5/8	5/8	Dynamic	3/4	3	1	0					ff							
111	103	597/2	659/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1312		articStaccatoAbove						
111	103	296	327	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1313								
111	103	593/2	655/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1314								
111	103	297	328	0.0		1/4	1/4	Dynamic	3/4	4	1	0					ff							
111	103	297	328	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1315								
111	103	298	329	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1316								
112	104	299	330	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1317		articStaccatoAbove						
112	104	599/2	661/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1318		articStaccatoAbove						
112	104	300	331	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1319		articStaccatoAbove						
112	104	601/2	663/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1320		articStaccatoAbove						
112	104	301	332	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1321		articStaccatoAbove						
112	104	603/2	665/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1322		articStaccatoAbove						
112	104	299	330	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1323		articStaccatoAbove						
112	104	599/2	661/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1324		articStaccatoAbove						
112	104	300	331	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1325		articStaccatoAbove						
112	104	601/2	663/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1326		articStaccatoAbove						
112	104	301	332	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1327		articStaccatoAbove						
112	104	603/2	665/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1328		articStaccatoAbove						
112	104	299	330	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1329		articStaccatoAbove						
112	104	599/2	661/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1330		articStaccatoAbove						
112	104	300	331	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1331		articStaccatoAbove						
112	104	299	330	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1332							156	
112	104	599/2	661/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1333								
112	104	300	331	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1334		articStaccatoAbove						
112	104	301	332	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1335		articStaccatoAbove						
113	105	302	333	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1336								
113	105	302	333	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1337								
113	105	303	334	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1338								
113	105	304	335	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1339								
113	105	302	333	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1340							157	
113	105	605/2	667/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1341								
113	105	303	334	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1342								
113	105	304	335	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1343								
114	106	305	336	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1344							158	
114	106	611/2	673/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1345								
114	106	306	337	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1346								
114	106	307	338	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1347								
114	106	305	336	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1348								
114	106	306	337	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1349								
114	106	307	338	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1350								
115	107	308	339	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1351							159	
115	107	617/2	679/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1352								
115	107	309	340	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1353								
115	107	310	341	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1354								
115	107	308	339	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1355							160	
115	107	310	341	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1356								
116	108	311	342	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1357								
116	108	312	343	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1358								
116	108	313	344	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1359								
116	108	311	342	0.0		0	0	Dynamic	3/4	4	1	0					sf							
116	108	311	342	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1360							161	
116	108	313	344	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1361							161	
116	108	627/2	689/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1362								
117	109	315	346	0.0		1/4	1/4	Dynamic	3/4	2	1	0					ff							
117	109	315	346	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1363		articStaccatoAbove						
117	109	316	347	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1364		articStaccatoAbove						
117	109	314	345	0.0		0	0	Dynamic	3/4	3	1	0					sf							
117	109	314	345	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1365							162	
117	109	316	347	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1366								
117	109	314	345	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1367								
117	109	315	346	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1368								
117	109	316	347	0.0		1/2	1/2	Dynamic	3/4	4	1	0					sf							
117	109	316	347	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1369								
118	110	317	348	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1370							163	
118	110	635/2	697/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1371								
118	110	318	349	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1372		articStaccatoAbove						
118	110	319	350	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1373		articStaccatoAbove						
118	110	317	348	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1374							164	
118	110	319	350	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1375							164	
118	110	639/2	701/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1376								
118	110	317	348	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1377								
118	110	318	349	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1378								
118	110	319	350	0.0		1/2	1/2	Dynamic	3/4	4	1	0					sf							
118	110	319	350	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1379								
119	111	321	352	0.0		1/4	1/4	Dynamic	3/4	1	1	0					ff							
119	111	321	352	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1380								
119	111	322	353	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1381								
119	111	320	351	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1382							165	
119	111	641/2	703/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1383								
119	111	321	352	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1384								
119	111	322	353	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1385								
119	111	320	351	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1386								
119	111	321	352	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1387								
119	111	322	353	0.0		1/2	1/2	Dynamic	3/4	3	1	0					sf							
119	111	322	353	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1388								
119	111	320	351	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1389								
119	111	321	352	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1390								
119	111	322	353	0.0		1/2	1/2	Dynamic	3/4	4	1	0					sf							
119	111	322	353	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1391								
120	112	323	354	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1392							166	
120	112	647/2	709/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1393								
120	112	324	355	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1394								
120	112	325	356	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1395								
120	112	323	354	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1396								
120	112	324	355	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1397								
120	112	325	356	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1398								
120	112	323	354	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1399								
120	112	324	355	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1400								
120	112	325	356	0.0		1/2	1/2	Dynamic	3/4	3	1	0					sf							
120	112	325	356	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1401								
120	112	323	354	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1402								
120	112	324	355	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1403								
120	112	325	356	0.0		1/2	1/2	Dynamic	3/4	4	1	0					sf							
120	112	325	356	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1404								
121	113	326	357	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1405							167	
121	113	653/2	715/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1406								
121	113	327	358	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1407		articStaccatoAbove						
121	113	328	359	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1408		articStaccatoAbove						
121	113	326	357	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1409							168	
121	113	328	359	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1410								
121	113	326	357	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1411								
121	113	327	358	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1412								
121	113	328	359	0.0		1/2	1/2	Dynamic	3/4	3	1	0					sf							
121	113	328	359	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1413								
121	113	326	357	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1414								
121	113	327	358	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1415								
121	113	328	359	0.0		1/2	1/2	Dynamic	3/4	4	1	0					sf							
121	113	328	359	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1416								
122	114	329	360	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1417		articStaccatoAbove						
122	114	330	361	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1418		articStaccatoAbove						
122	114	331	362	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1419		articStaccatoAbove						
122	114	329	360	0.0		0	0	Dynamic	3/4	2	1	0					sf							
122	114	329	360	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1420							169	
122	114	331	362	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1421							169	
122	114	663/2	725/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1422								
122	114	329	360	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1423								
122	114	330	361	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1424								
122	114	331	362	0.0		1/2	1/2	Dynamic	3/4	3	1	0					sf							
122	114	331	362	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1425								
122	114	329	360	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1426								
122	114	330	361	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1427								
122	114	331	362	0.0		1/2	1/2	Dynamic	3/4	4	1	0					sf							
122	114	331	362	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1428								
123	115	332	363	0.0		0	0	Spanner	3/4	1	1	0												22
123	115	332	363	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1429							170	22
123	115	333	364	0.0		1/4	1/4	Dynamic	3/4	1	1	0					p						170	
123	115	333	364	0.0		1/4	1/4	Spanner	3/4	1	1	0											170	
123	115	333	364	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1430							170	
123	115	334	365	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1431							170	
123	115	332	363	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1432								
123	115	332	363	0.0		0	0	Spanner	3/4	3	1	0												23
123	115	332	363	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1433								23
123	115	333	364	0.0		1/4	1/4	Dynamic	3/4	3	1	0					p							
123	115	333	364	0.0		1/4	1/4	StaffText	3/4	3	1	0							<i>ligato</i>					
123	115	333	364	0.0		1/4	1/4	Spanner	3/4	3	1	0												
123	115	333	364	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1434							171	
123	115	334	365	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1435								
123	115	332	363	0.0		0	0	Spanner	3/4	4	1	0												24
123	115	332	363	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1436								24
124	116	335	366	0.0		0	0	Dynamic	3/4	1	1	0					sf						170	
124	116	335	366	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1437							170	
124	116	337	368	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1438							170	
124	116	675/2	737/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1439								
124	116	335	366	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1440							172	
124	116	671/2	733/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1441								
124	116	336	367	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1442		articStaccatoAbove						
124	116	337	368	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1443		articStaccatoAbove						
124	116	335	366	0.0		0	0	StaffText	3/4	4	1	0							<i>sempre <sym>dynamicPiano</sym></i>					
124	116	335	366	0.0		0	0	Dynamic	3/4	4	1	0					p							
124	116	335	366	0.0		0	0	Spanner	3/4	4	1	0												
124	116	335	366	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1444								
124	116	336	367	0.0		1/4	1/4	StaffText	3/4	4	1	0							<i>ligato</i>					
124	116	336	367	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1445							173	
124	116	337	368	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1446								
125	117	338	369	0.0		0	0	StaffText	3/4	1	1	0							<i>sempre <sym>dynamicPiano</sym></i>					
125	117	338	369	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1447								
125	117	339	370	0.0		1/4	1/4	StaffText	3/4	1	1	0							<i>ligato</i>					
125	117	339	370	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1448							174	
125	117	340	371	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1449								
125	117	338	369	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1450							175	
125	117	677/2	739/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1451								
125	117	339	370	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1452		articStaccatoAbove						
125	117	340	371	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1453		articStaccatoAbove						
125	117	338	369	0.0		0	0	StaffText	3/4	4	1	0							<i>sempre <sym>dynamicPiano</sym></i>					
125	117	338	369	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1454							176	
125	117	677/2	739/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1455								
125	117	339	370	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1456		articStaccatoAbove						
125	117	340	371	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1457		articStaccatoAbove						
126	118	341	372	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1458							177	
126	118	683/2	745/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1459								
126	118	342	373	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1460		articStaccatoAbove						
126	118	343	374	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1461		articStaccatoAbove						
126	118	342	373	0.0		1/4	1/4	StaffText	3/4	2	1	0							<i>ligato</i>					
126	118	342	373	0.0		1/4	1/4	Dynamic	3/4	2	1	0					p							
126	118	342	373	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1462							178	
126	118	343	374	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1463								
126	118	341	372	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	1464							179	
126	118	685/2	747/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1465							179	
126	118	343	374	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1466							179	
126	118	687/2	749/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1467								
126	118	341	372	1.5		0	0	Chord	3/4	4	1	3/8		1/4	3/2	1468							180	
126	118	685/2	747/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1469							180	
126	118	343	374	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1470							180	
126	118	687/2	749/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1471								
127	119	344	375	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1472							181	
127	119	689/2	751/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1473							181	
127	119	345	376	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1474							181	
127	119	346	377	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1475								
127	119	344	375	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1476							182	
127	119	689/2	751/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1477							182	
127	119	345	376	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1478							182	
127	119	346	377	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1479								
127	119	344	375	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1480							183	
127	119	345	376	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1481							183	
