mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
114	101	201	207	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2043			articStaccatoAbove										
114	101	805/4	829/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2044			articStaccatoAbove										
114	101	403/2	415/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2045			articStaccatoAbove										
114	101	807/4	831/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2046			articStaccatoAbove										
114	101	202	208	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2047			articStaccatoAbove										
114	101	809/4	833/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2048			articStaccatoAbove										
114	101	401/2	413/2	0.0		0	0	StaffText	2/4	2	1	0								cresc.									
114	101	401/2	413/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2049										401			
114	101	403/2	415/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2050													
114	101	401/2	413/2	0.0		0	0	StaffText	2/4	3	1	0								cresc.									
114	101	401/2	413/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2051													
114	101	201	207	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2052													
114	101	403/2	415/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2053													
114	101	401/2	413/2	0.0		0	0	StaffText	2/4	4	1	0								cresc.									
114	101	401/2	413/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2054													
115	102	405/2	417/2	0.0		0	0	Dynamic	2/4	1	1	0						p											
115	102	405/2	417/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	2055			articStaccatoAbove										
115	102	811/4	835/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2056			articStaccatoAbove										
115	102	203	209	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2057			articStaccatoAbove										
115	102	813/4	837/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2058			articStaccatoAbove										
115	102	407/2	419/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2059													
115	102	405/2	417/2	0.0		0	0	Dynamic	2/4	2	1	0						p											
115	102	405/2	417/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2060													
115	102	407/2	419/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2061													
115	102	815/4	839/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2062			articStaccatoBelow										
115	102	204	210	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2063			articStaccatoBelow										
115	102	817/4	841/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2064			articStaccatoBelow										
115	102	405/2	417/2	0.0		0	0	Dynamic	2/4	3	1	0						p											
115	102	405/2	417/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2065													
115	102	811/4	835/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2066			articStaccatoAbove										
115	102	203	209	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2067			articStaccatoAbove										
115	102	813/4	837/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2068			articStaccatoAbove										
115	102	407/2	419/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2069													
115	102	405/2	417/2	0.0		0	0	Dynamic	2/4	4	1	0						p											
115	102	405/2	417/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2070													
115	102	407/2	419/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2071													
116	103	409/2	421/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	2072													
116	103	819/4	843/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2073			articStaccatoAbove										
116	103	205	211	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2074			articStaccatoAbove										
116	103	821/4	845/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2075			articStaccatoAbove										
116	103	411/2	423/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2076													
116	103	409/2	421/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2077													
116	103	411/2	423/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2078													
116	103	823/4	847/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2079			articStaccatoBelow										
116	103	206	212	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2080			articStaccatoBelow										
116	103	825/4	849/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2081			articStaccatoBelow										
116	103	409/2	421/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2082													
116	103	819/4	843/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2083			articStaccatoAbove										
116	103	205	211	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2084			articStaccatoAbove										
116	103	821/4	845/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2085			articStaccatoAbove										
116	103	411/2	423/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2086										402			
116	103	409/2	421/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2087													
116	103	411/2	423/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2088													
117	104	413/2	425/2	0.0		0	0	StaffText	2/4	1	1	0								cresc.									
117	104	413/2	425/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2089										403			
117	104	207	213	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2090													
117	104	415/2	427/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2091			ornamentTrill										
117	104	413/2	425/2	0.0		0	0	StaffText	2/4	2	1	0								cresc.									
117	104	413/2	425/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2092													
117	104	827/4	851/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2093													
117	104	207	213	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2094													
117	104	829/4	853/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2095													
117	104	415/2	427/2	0.0		1/4	1/4	Spanner	2/4	2	1	0															0		
117	104	415/2	427/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2096											0		
117	104	831/4	855/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2097											0		
117	104	208	214	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2098											0		
117	104	833/4	857/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2099											0		
117	104	413/2	425/2	0.0		0	0	StaffText	2/4	3	1	0								cresc.						402			
117	104	413/2	425/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2100										402			
117	104	207	213	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2101										402			
117	104	415/2	427/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2102													
117	104	208	214	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2103													
117	104	413/2	425/2	0.0		0	0	StaffText	2/4	4	1	0								arco									
117	104	413/2	425/2	0.0		0	0	StaffText	2/4	4	1	0								cresc.									
117	104	413/2	425/2	1.5		0	0	Chord	2/4	4	1	3/8		1/4	3/2	2104													
117	104	208	214	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2105													
118	105	417/2	429/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2106													
118	105	417/2	429/2	0.0		0	0	Spanner	2/4	2	1	0																	
118	105	417/2	429/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2107													
118	105	835/4	859/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2108										404			
118	105	209	215	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2109										404			
118	105	837/4	861/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2110										404			
118	105	419/2	431/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2111										404			
118	105	839/4	863/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2112										404			
118	105	210	216	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2113										404			
118	105	841/4	865/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2114													
118	105	417/2	429/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2115													
118	105	837/4	861/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2116										405			
118	105	419/2	431/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2117										405			
118	105	839/4	863/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2118										405			
118	105	210	216	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2119										405			
118	105	841/4	865/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2120													
118	105	417/2	429/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2121										406			
118	105	209	215	1.0		1/8	1/8	Chord	2/4	4	1	1/4		1/4	1	2122										406			
118	105	210	216	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2123													
119	106	843/4	867/4	0.0		1/16	1/16	Dynamic	2/4	1	1	0						pp											
119	106	843/4	867/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2124			articStaccatoAbove										
119	106	211	217	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2125			articStaccatoAbove										
119	106	845/4	869/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2126			articStaccatoAbove										
119	106	423/2	435/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2127			articStaccatoAbove										
119	106	847/4	871/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2128			articStaccatoAbove										
119	106	212	218	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2129										407			
119	106	421/2	433/2	0.0		0	0	Dynamic	2/4	2	1	0						pp											
119	106	421/2	433/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2130													
119	106	843/4	867/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2131													
119	106	211	217	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2132													
119	106	845/4	869/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2133													
119	106	423/2	435/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2134													
119	106	847/4	871/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2135													
119	106	212	218	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2136													
119	106	849/4	873/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2137													
119	106	421/2	433/2	0.0		0	0	Dynamic	2/4	3	1	0						pp											
119	106	421/2	433/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2138													
119	106	843/4	867/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2139													
119	106	211	217	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2140													
119	106	845/4	869/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2141													
119	106	423/2	435/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2142													
119	106	847/4	871/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2143													
119	106	212	218	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2144													
119	106	849/4	873/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2145													
119	106	421/2	433/2	0.0		0	0	Dynamic	2/4	4	1	0						pp											
119	106	421/2	433/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	2146													
119	106	423/2	435/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2147			articStaccatoAbove							408			
119	106	212	218	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2148			articStaccatoAbove										
120	107	425/2	437/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	2149													
120	107	851/4	875/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2150			articStaccatoAbove										
120	107	213	219	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2151			articStaccatoAbove										
120	107	853/4	877/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2152			articStaccatoAbove										
120	107	427/2	439/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2153			articStaccatoAbove										
120	107	855/4	879/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2154			articStaccatoAbove										
120	107	214	220	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2155													
120	107	425/2	437/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2156													
120	107	851/4	875/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2157													
120	107	213	219	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2158													
120	107	853/4	877/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2159													
120	107	427/2	439/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2160													
120	107	855/4	879/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2161													
120	107	214	220	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2162													
120	107	857/4	881/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2163													
120	107	425/2	437/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2164													
120	107	851/4	875/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2165													
120	107	213	219	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2166													
120	107	853/4	877/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2167													
120	107	427/2	439/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2168													
120	107	855/4	879/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2169													
120	107	214	220	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2170													
120	107	857/4	881/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2171													
120	107	425/2	437/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2172			articStaccatoBelow							409			
120	107	213	219	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2173			articStaccatoBelow										
120	107	427/2	439/2	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2174													
121	108	429/2	441/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	2175													
121	108	859/4	883/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2176			articStaccatoBelow										
121	108	215	221	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2177			articStaccatoBelow										
121	108	861/4	885/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2178			articStaccatoBelow										
121	108	431/2	443/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2179			articStaccatoAbove										
121	108	863/4	887/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2180			articStaccatoAbove										
121	108	216	222	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2181			articStaccatoAbove										
121	108	865/4	889/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2182			articStaccatoAbove										
121	108	429/2	441/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2183													
121	108	859/4	883/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2184													
121	108	215	221	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2185													
121	108	861/4	885/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2186													
121	108	431/2	443/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2187													
121	108	863/4	887/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2188													
121	108	216	222	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2189													
121	108	865/4	889/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2190													
121	108	429/2	441/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2191													
121	108	859/4	883/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2192													
121	108	215	221	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2193													
121	108	861/4	885/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2194													
121	108	431/2	443/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2195													
121	108	863/4	887/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2196													
121	108	216	222	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2197													
121	108	865/4	889/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2198													
121	108	429/2	441/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	2199													
121	108	431/2	443/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2200			articStaccatoAbove							410			
121	108	216	222	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2201			articStaccatoAbove										
122	109	433/2	445/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2202													
122	109	217	223	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2203													
122	109	435/2	447/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2204													
122	109	433/2	445/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2205													
122	109	867/4	891/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2206													
122	109	217	223	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2207													
122	109	869/4	893/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2208													
122	109	435/2	447/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2209													
122	109	871/4	895/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2210													
122	109	218	224	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2211													
122	109	873/4	897/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2212													
122	109	433/2	445/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2213													
122	109	867/4	891/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2214													
122	109	217	223	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2215													
122	109	869/4	893/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2216													
122	109	435/2	447/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2217													
122	109	871/4	895/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2218													
122	109	218	224	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2219													
122	109	873/4	897/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2220													
122	109	433/2	445/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	2221			articStaccatoBelow							411			
122	109	217	223	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2222			articStaccatoBelow										
122	109	435/2	447/2	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2223													
123	110	437/2	449/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2224													
123	110	439/2	451/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2225			articStaccatoAbove							412			
123	110	220	226	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2226			articStaccatoAbove										
123	110	437/2	449/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2227													
123	110	875/4	899/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2228													
123	110	219	225	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2229													
123	110	877/4	901/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2230													
123	110	439/2	451/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2231													
123	110	879/4	903/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2232													
123	110	220	226	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2233													
123	110	881/4	905/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2234													
123	110	437/2	449/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2235													
123	110	875/4	899/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2236													
123	110	219	225	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2237													
123	110	877/4	901/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2238													
123	110	439/2	451/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2239													
123	110	879/4	903/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2240													
123	110	220	226	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2241													
123	110	881/4	905/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2242													
123	110	437/2	449/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	2243													
123	110	875/4	899/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	2244			articStaccatoBelow										
123	110	219	225	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2245			articStaccatoBelow										
123	110	877/4	901/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2246			articStaccatoBelow										
123	110	439/2	451/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	2247			articStaccatoAbove										
123	110	879/4	903/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	2248			articStaccatoAbove										
123	110	220	226	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2249										413			
124	111	441/2	453/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2250			articStaccatoAbove							414			
124	111	221	227	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2251			articStaccatoAbove										
124	111	443/2	455/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2252													
124	111	441/2	453/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2253													
124	111	883/4	907/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2254													
124	111	221	227	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2255													
124	111	885/4	909/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2256													
124	111	443/2	455/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2257													
124	111	887/4	911/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2258													
124	111	222	228	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2259													
124	111	889/4	913/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2260													
124	111	441/2	453/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2261													
124	111	883/4	907/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2262													
124	111	221	227	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2263													
124	111	885/4	909/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2264													
124	111	443/2	455/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2265													
124	111	887/4	911/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2266													
124	111	222	228	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2267													
124	111	889/4	913/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2268													
124	111	441/2	453/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	2269													
124	111	883/4	907/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	2270			articStaccatoAbove										
124	111	221	227	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2271			articStaccatoAbove										
124	111	885/4	909/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2272			articStaccatoAbove										
124	111	443/2	455/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	2273			articStaccatoBelow										
124	111	887/4	911/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	2274			articStaccatoBelow										
124	111	222	228	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2275										415			
125	112	445/2	457/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2276													
125	112	447/2	459/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2277			articStaccatoAbove							416			
125	112	224	230	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2278			articStaccatoAbove										
125	112	445/2	457/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	2279													
125	112	891/4	915/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2280													
125	112	223	229	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2281													
125	112	893/4	917/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2282													
125	112	447/2	459/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2283													
125	112	895/4	919/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2284													
125	112	224	230	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2285													
125	112	897/4	921/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2286													
125	112	445/2	457/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	2287													
125	112	891/4	915/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2288													
125	112	223	229	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2289													
125	112	893/4	917/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2290													
125	112	447/2	459/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2291													
125	112	895/4	919/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2292													
125	112	224	230	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2293													
125	112	897/4	921/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2294													
125	112	445/2	457/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	2295													
125	112	891/4	915/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	2296			articStaccatoBelow										
125	112	223	229	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2297			articStaccatoBelow										
125	112	893/4	917/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2298			articStaccatoBelow										
