mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
13	13	24	24	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	198									51			
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	199												
13	13	25	25	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	200									52			
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	201												
13	13	24	24	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	202									53			
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	203												
13	13	25	25	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	204									54			
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	205												
14	14	26	26	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	206												
14	14	26	26	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	207									55			
14	14	209/8	209/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	208									55			
14	14	105/4	105/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	209									55			
14	14	211/8	211/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	210												
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	211												
14	14	26	26	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	212												
14	14	26	26	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	213												
14	14	27	27	0.0	1/4	1/4	Dynamic	2/4	3	1	0					p											
14	14	27	27	0.125	1/4	1/4	Chord	2/4	3	1	1/32		1/32	1	214									56			
14	14	217/8	217/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32		1/32	1	215									56			
14	14	109/4	109/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	216									56			
14	14	219/8	219/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	217									56			
14	14	55/2	55/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32		1/32	1	218									56			
14	14	221/8	221/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32		1/32	1	219									56			
14	14	111/4	111/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	220									56			
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	221												
14	14	27	27	0.0	1/4	1/4	Dynamic	2/4	4	1	0					p											
14	14	27	27	0.125	1/4	1/4	Chord	2/4	4	1	1/32		1/32	1	222									57			
14	14	217/8	217/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32		1/32	1	223									57			
14	14	109/4	109/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	224									57			
14	14	219/8	219/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	225									57			
14	14	55/2	55/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32		1/32	1	226									57			
14	14	221/8	221/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32		1/32	1	227									57			
14	14	111/4	111/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	228									57			
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	229												
15	15	29	29	0.375	1/4	1/4	Chord	2/4	2	1	3/32		1/16	3/2	230									58			
15	15	235/8	235/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	231												
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	232												
15	15	28	28	0.375	0	0	Chord	2/4	3	1	3/32		1/16	3/2	233									59			
15	15	227/8	227/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	234												
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	235												
15	15	29	29	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	236									60			
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	237												
15	15	28	28	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	238									61			
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	239												
15	15	29	29	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	240									62			
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	241												
16	16	30	30	0.0	0	0	StaffText	2/4	1	1	0							cresc.									
16	16	30	30	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	242									63			
16	16	243/8	243/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	243									63			
16	16	61/2	61/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	244									63			
16	16	247/8	247/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	245									63			
16	16	31	31	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	246									63			
16	16	251/8	251/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	247									63			
16	16	63/2	63/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	248									63			
16	16	255/8	255/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	249												
16	16	30	30	0.0	0	0	StaffText	2/4	2	1	0							cresc.									
16	16	30	30	0.0	0	0	StaffText	2/4	2	1	0							cresc.									
16	16	30	30	0.375	0	0	Chord	2/4	2	1	3/32		1/16	3/2	250									64			
16	16	243/8	243/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	251									64			
16	16	61/2	61/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	252									64			
16	16	247/8	247/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	253									64			
16	16	31	31	0.375	1/4	1/4	Chord	2/4	2	1	3/32		1/16	3/2	254									64			
16	16	251/8	251/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	255									64			
16	16	63/2	63/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	256									64			
16	16	255/8	255/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	257												
16	16	30	30	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	258									65			
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	259												
16	16	31	31	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	260												
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	261												
16	16	30	30	0.0	0	0	StaffText	2/4	4	1	0							cresc.									
16	16	30	30	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	262									66			
16	16	61/2	61/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	263									66			
16	16	31	31	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	264									66			
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	265												
17	17	32	32	0.0	0	0	Dynamic	2/4	1	1	0					p											
17	17	32	32	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	266												
17	17	32	32	0.0	0	0	Dynamic	2/4	2	1	0					p											
17	17	32	32	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	267												
17	17	129/4	129/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	268												
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	269												
17	17	33	33	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	270									67			
17	17	265/8	265/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	271									67			
17	17	133/4	133/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	272									67			
17	17	267/8	267/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	273									67			
17	17	67/2	67/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	274									67			
17	17	269/8	269/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	275									67			
17	17	135/4	135/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	276									67			
17	17	271/8	271/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	277												
17	17	32	32	0.0	0	0	Dynamic	2/4	3	1	0					p											
17	17	32	32	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	278		articStaccatoBelow										
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	279		articStaccatoBelow										
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	280		articStaccatoBelow										
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	281		articStaccatoBelow										
17	17	33	33	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	282		articStaccatoBelow										
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	283		articStaccatoBelow										
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	284		articStaccatoBelow										
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	285		articStaccatoBelow										
17	17	32	32	0.0	0	0	Dynamic	2/4	4	1	0					p											
17	17	32	32	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	286												
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	287												
18	18	69/2	69/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	288												
18	18	277/8	277/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	289									68			
18	18	139/4	139/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	290									68			
18	18	279/8	279/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	291												
18	18	35	35	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	292									69			
18	18	281/8	281/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	293												
18	18	141/4	141/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	294									70			
18	18	283/8	283/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	295												
18	18	71/2	71/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	296									71			
18	18	285/8	285/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	297												
18	18	143/4	143/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	298									72			
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	299												
18	18	34	34	0.375	0	0	Chord	2/4	2	1	3/32		1/16	3/2	300									73			
18	18	275/8	275/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	301												
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	302		articStaccatoBelow										
18	18	34	34	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	303									74			
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	304									74			
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	305									74			
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	306												
18	18	35	35	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	307		articStaccatoAbove										
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	308		articStaccatoAbove										
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	309		articStaccatoAbove										
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	310		articStaccatoAbove										
18	18	34	34	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	311		articStaccatoBelow										
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	312		articStaccatoBelow										
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	313		articStaccatoBelow										
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	314		articStaccatoBelow										
18	18	35	35	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	315		articStaccatoAbove										
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	316		articStaccatoAbove										
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	317		articStaccatoAbove										
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	318		articStaccatoAbove										
19	19	36	36	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	319												
19	19	36	36	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	320									75			
19	19	289/8	289/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	321									75			
19	19	145/4	145/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	322									75			
19	19	291/8	291/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	323												
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	324		articStaccatoAbove										
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	325												
19	19	73/2	73/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	326									76			
19	19	293/8	293/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	327									76			
19	19	147/4	147/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	328									76			
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	329												
19	19	37	37	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	330									77			
19	19	297/8	297/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	331									77			
19	19	149/4	149/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	332									77			
19	19	299/8	299/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	333									77			
19	19	75/2	75/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	334									77			
19	19	301/8	301/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	335									77			
19	19	151/4	151/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	336									77			
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	337												
19	19	36	36	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	338		articStaccatoAbove										
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	339		articStaccatoAbove										
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	340		articStaccatoAbove										
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	341		articStaccatoAbove										
19	19	37	37	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	342		articStaccatoAbove										
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	343		articStaccatoAbove										
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	344		articStaccatoAbove										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	345		articStaccatoAbove										
19	19	36	36	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	346												
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	347												
20	20	77/2	77/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	348									78			
20	20	309/8	309/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	349									78			
20	20	155/4	155/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	350									78			
20	20	311/8	311/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	351												
20	20	39	39	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	352									79			
20	20	313/8	313/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	353												
20	20	157/4	157/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	354									80			
20	20	315/8	315/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	355												
20	20	79/2	79/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	356									81			
20	20	317/8	317/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	357												
20	20	159/4	159/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	358									82			
20	20	319/8	319/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	359												
20	20	38	38	0.375	0	0	Chord	2/4	2	1	3/32		1/16	3/2	360									83			
20	20	307/8	307/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	361												
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	362		articStaccatoAbove										
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	363		articStaccatoAbove										
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	364		articStaccatoAbove										
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	365		articStaccatoAbove										
20	20	38	38	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	366									84			
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	367									84			
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	368									84			
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	369												
20	20	39	39	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	370		articStaccatoAbove										
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	371		articStaccatoAbove										
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	372		articStaccatoAbove										
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	373		articStaccatoAbove										
20	20	38	38	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	374		articStaccatoBelow										
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	375		articStaccatoBelow										
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	376		articStaccatoBelow										
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	377		articStaccatoBelow										
20	20	39	39	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	378		articStaccatoAbove										
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	379		articStaccatoAbove										
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	380		articStaccatoAbove										
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	381		articStaccatoAbove										
21	21	40	40	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	382												
21	21	163/4	163/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	383									85			
21	21	327/8	327/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	384												
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	385												
21	21	167/4	167/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	386									86			
21	21	335/8	335/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	387												
21	21	40	40	0.0	0	0	StaffText	2/4	2	1	0							decresc									
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	388		articStaccatoBelow										
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	389		articStaccatoBelow										
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	390		articStaccatoBelow										
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	391		articStaccatoBelow										
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	392		articStaccatoBelow										
21	21	40	40	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	393		articStaccatoBelow										
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	394		articStaccatoBelow										
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	395		articStaccatoBelow										
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	396		articStaccatoBelow										
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	397		articStaccatoBelow										
21	21	40	40	0.0	0	0	StaffText	2/4	4	1	0							decresc									
21	21	40	40	0.0	0	0	StaffText	2/4	4	1	0							decresc									
21	21	40	40	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	398												
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	399		articStaccatoAbove										
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	400		articStaccatoAbove										
22	22	43	43	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	401		articStaccatoAbove										
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	402		articStaccatoAbove										
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	403		articStaccatoAbove										
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	404		articStaccatoAbove										
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	405		articStaccatoBelow										
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	406		articStaccatoBelow										
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	407		articStaccatoAbove										
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	408		articStaccatoAbove										
23	23	44	44	0.0	0	0	Dynamic	2/4	1	1	0					pp											
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	409												
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	410												
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	411												
23	23	45	45	0.0	1/4	1/4	Dynamic	2/4	2	1	0					pp											
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	412												
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	413												
24	24	46	46	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	414												
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	415												
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	416												
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	417												
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	418												
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	419												
25	25	48	48	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	420		articStaccatoAbove										
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	421		articStaccatoAbove										
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	422		articStaccatoAbove										
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	423		articStaccatoAbove										
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	424		articStaccatoAbove										
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	425		articStaccatoAbove										
25	25	48	48	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	426		articStaccatoBelow										
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	427		articStaccatoBelow										
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	428		articStaccatoBelow										
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	429		articStaccatoBelow										
25	25	49	49	0.0	1/4	1/4	Spanner	2/4	2	1	0																0
25	25	49	49	0.0	1/4	1/4	Spanner	2/4	2	1	0																0, 1
25	25	49	49	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	430									87			0, 1
25	25	199/4	199/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	431									87			0, 1
25	25	399/8	399/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	432												0, 1
25	25	48	48	0.0	0	0	Dynamic	2/4	3	1	0					pp											
25	25	48	48	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	433												
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	434												
25	25	49	49	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	435												
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	436												
26	26	50	50	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	437		articStaccatoAbove										
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	438		articStaccatoAbove										
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	439		articStaccatoAbove										
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	440		articStaccatoAbove										
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	441		articStaccatoAbove										
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	442												
26	26	50	50	0.0	0	0	Spanner	2/4	2	1	0																
26	26	50	50	0.0	0	0	Spanner	2/4	2	1	0																
26	26	50	50	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	443		articStaccatoBelow										
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	444		articStaccatoBelow										
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	445		articStaccatoBelow										
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	446		articStaccatoBelow										
26	26	51	51	0.0	1/4	1/4	Spanner	2/4	2	1	0																2
26	26	51	51	0.0	1/4	1/4	Spanner	2/4	2	1	0																2, 3
26	26	51	51	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	447									88			2, 3
26	26	207/4	207/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	448									88			2, 3
26	26	415/8	415/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	449												2, 3
26	26	50	50	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	450												
