mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
14	13	26	26	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	220								56		5
14	13	27	27	0.0	1/4	1/4	Spanner	2/4	2	1	0															
14	13	27	27	0.0	1/4	1/4	Spanner	2/4	2	1	0														9	
14	13	27	27	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	221									9	
14	13	26	26	0.0	0	0	Dynamic	2/4	3	1	0						p									
14	13	26	26	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	222								57		
14	13	53/2	53/2	0.0	1/8	1/8	Spanner	2/4	3	1	0													57		6
14	13	53/2	53/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	223								57		6
14	13	27	27	0.0	1/4	1/4	Spanner	2/4	3	1	0													57		
14	13	27	27	0.0	1/4	1/4	Spanner	2/4	3	1	0													57	10	
14	13	27	27	0.75	1/4	1/4	Chord	2/4	3	1	3/16			1/8	3/2	224								57	10	
14	13	111/4	111/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	225									10	
14	13	26	26	0.0	0	0	Dynamic	2/4	4	1	0						p									
14	13	26	26	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	226								58		
14	13	53/2	53/2	0.0	1/8	1/8	Spanner	2/4	4	1	0													58		7
14	13	53/2	53/2	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	227								58		7
14	13	215/8	215/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	228										7
14	13	27	27	0.0	1/4	1/4	Spanner	2/4	4	1	0															
14	13	27	27	0.0	1/4	1/4	Spanner	2/4	4	1	0														11	
14	13	27	27	0.75	1/4	1/4	Chord	2/4	4	1	3/16			1/8	3/2	229								59	11	
14	13	111/4	111/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	230									11	
15	14	28	28	0.0	0	0	StaffText	2/4	1	1	0								<i>cresc.</i>							
15	14	28	28	0.0	0	0	Spanner	2/4	1	1	0															
15	14	28	28	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	231										
15	14	29	29	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	232								60		
15	14	119/4	119/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	233								60		
15	14	239/8	239/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	234										
15	14	28	28	0.0	0	0	StaffText	2/4	2	1	0								<i>cresc.</i>							
15	14	28	28	0.0	0	0	Spanner	2/4	2	1	0															
15	14	28	28	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	235								61		
15	14	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	236										
15	14	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	237										
15	14	28	28	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
15	14	28	28	0.0	0	0	Spanner	2/4	3	1	0															
15	14	28	28	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	238								62		
15	14	57/2	57/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	239								62		
15	14	115/4	115/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	240								62		
15	14	29	29	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	241								62		
15	14	59/2	59/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	242										
15	14	28	28	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
15	14	28	28	0.0	0	0	Spanner	2/4	4	1	0															
15	14	28	28	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	243								63		
15	14	113/4	113/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	244								63		
15	14	57/2	57/2	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	245								63		
15	14	231/8	231/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	246										
15	14	29	29	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	247										
16	15	30	30	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	248										
16	15	31	31	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f									
16	15	31	31	0.0	1/4	1/4	Spanner	2/4	1	1	0														12	
16	15	31	31	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	249								64	12	
16	15	63/2	63/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	250								64	12	
16	15	30	30	0.0	0	0	Dynamic	2/4	2	1	0						f									
16	15	30	30	0.0	0	0	Dynamic	2/4	2	1	0						f									
16	15	30	30	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	251										
16	15	31	31	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f									
16	15	31	31	0.0	1/4	1/4	Spanner	2/4	2	1	0														13	
16	15	31	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	252									13	
16	15	63/2	63/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	253									13	
16	15	30	30	0.0	0	0	Dynamic	2/4	3	1	0						f									
16	15	30	30	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	254								65		
16	15	31	31	0.0	1/4	1/4	Dynamic	2/4	3	1	0						f							65		
16	15	31	31	0.0	1/4	1/4	Spanner	2/4	3	1	0													65	14	
16	15	31	31	0.875	1/4	1/4	Chord	2/4	3	1	7/32			1/8	7/4	255								65	14	
16	15	255/8	255/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	256									14	
16	15	30	30	0.0	0	0	Dynamic	2/4	4	1	0						f									
16	15	30	30	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	257										
16	15	31	31	0.0	1/4	1/4	Dynamic	2/4	4	1	0						f									
16	15	31	31	0.0	1/4	1/4	Spanner	2/4	4	1	0														15	
16	15	31	31	0.875	1/4	1/4	Chord	2/4	4	1	7/32			1/8	7/4	258									15	
16	15	255/8	255/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	259									15	
17	16	32	32	0.0	0	0	StaffText	2/4	1	1	0								<i>morendo.</i>					64		
17	16	32	32	0.0	0	0	Spanner	2/4	1	1	0													64		
17	16	32	32	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	260								64		
17	16	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	261								64		
17	16	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	262										
17	16	32	32	0.0	0	0	StaffText	2/4	2	1	0								<i>morendo.</i>							
17	16	32	32	0.0	0	0	Spanner	2/4	2	1	0															
17	16	32	32	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	263								66		
17	16	65/2	65/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	264								66		
17	16	33	33	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	265										
17	16	32	32	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	266										
17	16	32	32	0.0	0	0	Spanner	2/4	3	1	0															
17	16	32	32	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	267								67		
17	16	65/2	65/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	268								67		
17	16	33	33	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	269										
17	16	32	32	0.0	0	0	StaffText	2/4	4	1	0								<i>morendo.</i>							
17	16	32	32	0.0	0	0	StaffText	2/4	4	1	0								<i>morendo.</i>							
17	16	32	32	0.0	0	0	Spanner	2/4	4	1	0															
17	16	32	32	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	270								68		
17	16	65/2	65/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	271								68		
17	16	33	33	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	272										
17	16	271/8	271/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	273										
18	17	35	35	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	274								69		
18	17	71/2	71/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	275								69		
18	17	34	34	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	276								70		
18	17	69/2	69/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	277										
18	17	35	35	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	278										
19	18	37	37	0.0	1/4	1/4	StaffText	2/4	1	1	0								<i>cresc.</i>							
19	18	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	279								71		
19	18	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	280										
19	18	36	36	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	281								72		
19	18	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	282								72		
19	18	37	37	0.0	1/4	1/4	StaffText	2/4	2	1	0								<i>cresc.</i>					72		
19	18	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	283								72		
19	18	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	284										
19	18	36	36	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>					69		
19	18	36	36	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	285								69		
19	18	73/2	73/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	286								69		
19	18	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	287										
19	18	75/2	75/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	288										
19	18	36	36	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
19	18	36	36	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	289								73		
19	18	73/2	73/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	290								73		
19	18	37	37	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	291								73		
19	18	75/2	75/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	292										
20	19	38	38	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	293								74		
20	19	77/2	77/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0						sf							74		
20	19	77/2	77/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	294								74		
20	19	79/2	79/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														16	
20	19	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	295									16	
20	19	38	38	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	296								75		
20	19	39	39	0.0	1/4	1/4	Dynamic	2/4	2	1	0						sf									
20	19	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	297										
20	19	79/2	79/2	0.0	3/8	3/8	Spanner	2/4	2	1	0														17	
20	19	79/2	79/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	298									17	
20	19	38	38	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
20	19	38	38	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	299								76		
20	19	39	39	0.0	1/4	1/4	Dynamic	2/4	3	1	0						sf									
20	19	39	39	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	300										
20	19	79/2	79/2	0.0	3/8	3/8	Spanner	2/4	3	1	0														18	
20	19	79/2	79/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	301									18	
20	19	38	38	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	302								77		
20	19	39	39	0.0	1/4	1/4	Dynamic	2/4	4	1	0						sf							77		
20	19	39	39	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	303								77		
20	19	79/2	79/2	0.0	3/8	3/8	Spanner	2/4	4	1	0														19	
20	19	79/2	79/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	304									19	
21	20	40	40	0.0	0	0	StaffText	2/4	1	1	0								<i>cresc.</i>							
21	20	40	40	0.0	0	0	Spanner	2/4	1	1	0															
21	20	40	40	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	305								78		
21	20	81/2	81/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0						sf							78		
21	20	81/2	81/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	306								78		
21	20	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	307										
21	20	40	40	0.0	0	0	StaffText	2/4	2	1	0								<i>cresc.</i>							
21	20	40	40	0.0	0	0	Spanner	2/4	2	1	0															
21	20	40	40	0.75	0	0	Chord	2/4	2	1	3/16			1/8	3/2	308										
21	20	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	309								79		
21	20	41	41	0.0	1/4	1/4	Dynamic	2/4	2	1	0						sf									
21	20	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	310										
21	20	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	311										
21	20	40	40	0.0	0	0	Spanner	2/4	3	1	0															
21	20	40	40	0.75	0	0	Chord	2/4	3	1	3/16			1/8	3/2	312										
21	20	163/4	163/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	313								80		
21	20	41	41	0.0	1/4	1/4	Dynamic	2/4	3	1	0						sf									
21	20	41	41	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	314										
21	20	83/2	83/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	315										
21	20	40	40	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
21	20	40	40	0.0	0	0	Spanner	2/4	4	1	0															
21	20	40	40	0.75	0	0	Chord	2/4	4	1	3/16			1/8	3/2	316										
21	20	163/4	163/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	317								81		
21	20	41	41	0.0	1/4	1/4	Dynamic	2/4	4	1	0						sf							81		
21	20	41	41	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	318								81		
21	20	83/2	83/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	319										
22	21	42	42	0.0	0	0	Dynamic	2/4	1	1	0						f									
22	21	42	42	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	320										
22	21	85/2	85/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	321										
22	21	85/2	85/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	322										
22	21	85/2	85/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	323										
22	21	85/2	85/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	324								82		
22	21	341/8	341/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	325										
22	21	171/4	171/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	326		articStaccatoAbove								
22	21	343/8	343/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	327		articStaccatoAbove								
22	21	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	328										
22	21	87/2	87/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16		1/16	1	329										
22	21	87/2	87/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16		1/16	1	330										
22	21	87/2	87/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16		1/16	1	331										
22	21	87/2	87/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	332								83		
22	21	349/8	349/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	333										
22	21	175/4	175/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	334		articStaccatoAbove								
22	21	351/8	351/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	335		articStaccatoAbove								
22	21	42	42	0.0	0	0	Dynamic	2/4	2	1	0						f									
22	21	42	42	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	336										
22	21	85/2	85/2	0.0	1/8	1/8	Chord	2/4	2	1	0	grace16		1/16	1	337										
22	21	85/2	85/2	0.0	1/8	1/8	Chord	2/4	2	1	0	grace16		1/16	1	338										
22	21	85/2	85/2	0.0	1/8	1/8	Chord	2/4	2	1	0	grace16		1/16	1	339										
22	21	85/2	85/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32			1/32	1	340								84		
22	21	341/8	341/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32			1/32	1	341										
22	21	171/4	171/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32			1/32	1	342		articStaccatoAbove								
22	21	343/8	343/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	343		articStaccatoAbove								
22	21	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	344										
22	21	87/2	87/2	0.0	3/8	3/8	Chord	2/4	2	1	0	grace16		1/16	1	345										
22	21	87/2	87/2	0.0	3/8	3/8	Chord	2/4	2	1	0	grace16		1/16	1	346										
22	21	87/2	87/2	0.0	3/8	3/8	Chord	2/4	2	1	0	grace16		1/16	1	347										
22	21	87/2	87/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32			1/32	1	348								85		
22	21	349/8	349/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32			1/32	1	349										
22	21	175/4	175/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32			1/32	1	350		articStaccatoAbove								
22	21	351/8	351/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	351		articStaccatoAbove								
22	21	42	42	0.0	0	0	Dynamic	2/4	3	1	0						f									
22	21	42	42	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	352										
22	21	43	43	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	353										
22	21	42	42	0.0	0	0	Dynamic	2/4	4	1	0						f									
22	21	42	42	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	354										
23	22	44	44	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	355								86		
23	22	89/2	89/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	356										
23	22	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	357										
23	22	44	44	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	358										
23	22	89/2	89/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32			1/32	1	359								87		
23	22	357/8	357/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32			1/32	1	360										
23	22	179/4	179/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32			1/32	1	361		articStaccatoAbove								
23	22	359/8	359/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	362		articStaccatoAbove								
23	22	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	363										
23	22	91/2	91/2	0.0	3/8	3/8	Chord	2/4	2	1	0	grace16		1/16	1	364										
23	22	91/2	91/2	0.0	3/8	3/8	Chord	2/4	2	1	0	grace16		1/16	1	365										
23	22	91/2	91/2	0.0	3/8	3/8	Chord	2/4	2	1	0	grace16		1/16	1	366										
23	22	91/2	91/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32			1/32	1	367								88		
23	22	365/8	365/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32			1/32	1	368										
23	22	183/4	183/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32			1/32	1	369		articStaccatoAbove								
23	22	367/8	367/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	370		articStaccatoAbove								
23	22	44	44	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	371										
23	22	89/2	89/2	0.125	1/8	1/8	Chord	2/4	3	1	1/32			1/32	1	372								89		
23	22	357/8	357/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32			1/32	1	373										
23	22	179/4	179/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32			1/32	1	374		articStaccatoAbove								
23	22	359/8	359/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	375		articStaccatoAbove								
23	22	45	45	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	376										
23	22	91/2	91/2	0.0	3/8	3/8	Chord	2/4	3	1	0	grace16		1/16	1	377										
23	22	91/2	91/2	0.0	3/8	3/8	Chord	2/4	3	1	0	grace16		1/16	1	378										
23	22	91/2	91/2	0.0	3/8	3/8	Chord	2/4	3	1	0	grace16		1/16	1	379										
23	22	91/2	91/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32			1/32	1	380								90		
23	22	365/8	365/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32			1/32	1	381										
23	22	183/4	183/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32			1/32	1	382		articStaccatoAbove								
23	22	367/8	367/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	383		articStaccatoAbove								
23	22	44	44	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	384										
23	22	89/2	89/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	385								91		
23	22	357/8	357/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	386										
23	22	179/4	179/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	387		articStaccatoBelow								
23	22	359/8	359/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	388		articStaccatoBelow								
23	22	45	45	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	389										
23	22	91/2	91/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	390								92		
23	22	365/8	365/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	391										
23	22	183/4	183/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	392		articStaccatoBelow								
23	22	367/8	367/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	393		articStaccatoBelow								
24	23	46	46	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	394								93		
24	23	369/8	369/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	395								93		
24	23	185/4	185/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	396								93		
24	23	371/8	371/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	397								93		
24	23	93/2	93/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	398								93		
24	23	373/8	373/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	399								93		
24	23	187/4	187/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	400								93		
24	23	375/8	375/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	401								93		
24	23	47	47	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	402								93		
24	23	377/8	377/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	403								93		
24	23	189/4	189/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	404								93		
24	23	379/8	379/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	405								93		
24	23	95/2	95/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	406								93		
24	23	381/8	381/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	407								93		
24	23	191/4	191/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	408								93		
24	23	383/8	383/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	409										
24	23	46	46	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	410										
24	23	47	47	0.0	1/4	1/4	StaffText	2/4	2	1	0								<i>dim.</i>							
24	23	46	46	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	411										
24	23	46	46	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	412										
25	24	48	48	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	413								94		
25	24	385/8	385/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	414								94		
25	24	193/4	193/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	415								94		
25	24	387/8	387/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	416								94		
25	24	97/2	97/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	417								94		
25	24	389/8	389/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	418								94		
25	24	195/4	195/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	419								94		
25	24	391/8	391/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	420								94		
25	24	49	49	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	421								94		
25	24	393/8	393/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	422								94		
25	24	197/4	197/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	423								94		
25	24	395/8	395/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	424								94		
25	24	99/2	99/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	425								94		
25	24	397/8	397/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	426								94		
25	24	199/4	199/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	427								94		
25	24	399/8	399/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	428										
25	24	48	48	0.0	0	0	Dynamic	2/4	2	1	0						p									
25	24	48	48	0.0	0	0	StaffText	2/4	4	1	0								<i>espressivo</i>							
25	24	48	48	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	429								95		
25	24	97/2	97/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	430								95		
25	24	49	49	0.75	1/4	1/4	Chord	2/4	4	1	3/16			1/8	3/2	431								95		
25	24	199/4	199/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	432										
26	25	50	50	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	433								96		
26	25	401/8	401/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	434								96		
26	25	201/4	201/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	435								96		
26	25	403/8	403/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	436								96		
26	25	101/2	101/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	437								96		
26	25	405/8	405/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	438								96		
26	25	203/4	203/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	439								96		
26	25	407/8	407/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	440								96		
26	25	51	51	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	441								96		
26	25	409/8	409/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	442								96		
26	25	205/4	205/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	443								96		
26	25	411/8	411/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	444								96		
26	25	103/2	103/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	445								96		
26	25	413/8	413/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	446								96		
