mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
172	171	511	514	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2379		articStaccatoAbove				
172	171	1023/2	1029/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2380				323		
172	171	512	515	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2381						
172	171	1025/2	1031/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2382		articStaccatoAbove				
172	171	510	513	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2383				324		
172	171	1021/2	1027/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2384						
172	171	511	514	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2385		articStaccatoAbove				
172	171	1023/2	1029/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2386				325		
172	171	512	515	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2387						
172	171	1025/2	1031/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2388		articStaccatoAbove				
172	171	511	514	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2389						
172	171	1023/2	1029/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2390				326		
172	171	512	515	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2391						
172	171	1025/2	1031/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2392		articStaccatoAbove				
172	171	510	513	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2393		articStaccatoAbove				
172	171	511	514	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2394		articStaccatoAbove				
172	171	1023/2	1029/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2395		articStaccatoAbove				
172	171	1025/2	1031/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2396		articStaccatoBelow				
173	172	513	516	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2397				327		
173	172	1029/2	1035/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2398						
173	172	513	516	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2399				328		
173	172	1029/2	1035/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2400						
173	172	1031/2	1037/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					f					
173	172	1031/2	1037/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2401		articStaccatoBelow				
173	172	513	516	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2402				329		
173	172	1029/2	1035/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2403						
173	172	1031/2	1037/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					f					
173	172	1031/2	1037/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2404		articStaccatoBelow				
173	172	513	516	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2405						
173	172	514	517	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2406						
173	172	1029/2	1035/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2407						
173	172	1031/2	1037/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					f					
173	172	1031/2	1037/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2408		articStaccatoBelow				
174	173	516	519	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2409		articStaccatoAbove				
174	173	517	520	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2410		articStaccatoBelow				
174	173	1035/2	1041/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2411		articStaccatoBelow				
174	173	1037/2	1043/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2412		articStaccatoBelow				
174	173	516	519	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2413		articStaccatoAbove				
174	173	517	520	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2414		articStaccatoBelow				
174	173	1035/2	1041/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2415		articStaccatoBelow				
174	173	1037/2	1043/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2416		articStaccatoBelow				
174	173	516	519	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2417		articStaccatoBelow				
174	173	517	520	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2418		articStaccatoBelow				
174	173	1035/2	1041/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2419		articStaccatoBelow				
174	173	1037/2	1043/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2420		articStaccatoBelow				
175	174	1043/2	1049/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					p					
175	174	1043/2	1049/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2421						
175	174	519	522	0.0		0	0	Dynamic	6/8	2	1	0					sf					
175	174	519	522	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2422				330		
175	174	520	523	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2423				330		
175	174	2081/4	2093/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2424				330		
175	174	1041/2	1047/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2425		articStaccatoBelow				
175	174	1043/2	1049/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					p					
175	174	1043/2	1049/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2426						
175	174	519	522	0.0		0	0	Dynamic	6/8	3	1	0					sf					
175	174	519	522	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2427				331		
175	174	520	523	0.25		1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	2428				331		
175	174	2081/4	2093/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	2429				331		
175	174	1041/2	1047/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2430		articStaccatoBelow				
175	174	1043/2	1049/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					p					
175	174	1043/2	1049/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	2431				332		
175	174	2087/4	2099/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	2432						
175	174	519	522	0.0		0	0	Dynamic	6/8	4	1	0					sf					
175	174	519	522	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2433				333		
175	174	520	523	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	2434				333		
175	174	2081/4	2093/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	2435				333		
175	174	1041/2	1047/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2436		articStaccatoBelow				
176	175	522	525	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2437				334		
176	175	523	526	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2438				334		
176	175	1047/2	1053/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2439				334		
176	175	1049/2	1055/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2440						
176	175	522	525	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2441				335		
176	175	523	526	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2442				335		
176	175	1047/2	1053/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2443				335		
176	175	1049/2	1055/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2444						
176	175	522	525	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2445				336		
176	175	523	526	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2446				336		
176	175	1047/2	1053/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2447				336		
176	175	1049/2	1055/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2448						
177	176	525	528	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2449				337		
177	176	526	529	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2450		ornamentTrill		337		
177	176	1053/2	1059/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2451		articStaccatoAbove				
177	176	1055/2	1061/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					pp					
177	176	1055/2	1061/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2452				338		
177	176	525	528	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2453				339		
177	176	526	529	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2454				339		
177	176	1053/2	1059/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2455		articStaccatoAbove				
177	176	525	528	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2456				340		
177	176	526	529	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2457				340		
177	176	1053/2	1059/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2458		articStaccatoAbove				
178	177	528	531	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2459				338		
178	177	529	532	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2460				338		
178	177	1059/2	1065/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2461		articStaccatoAbove				
178	177	1061/2	1067/2	0.0		5/8	5/8	Spanner	6/8	1	1	0										4
178	177	1061/2	1067/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2462				341		4
178	177	528	531	0.0		0	0	Dynamic	6/8	2	1	0					pp					
178	177	528	531	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2463				342		
178	177	529	532	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2464				342		
178	177	1059/2	1065/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2465		articStaccatoAbove				
178	177	1061/2	1067/2	0.0		5/8	5/8	Spanner	6/8	2	1	0										5
178	177	1061/2	1067/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2466						5
178	177	528	531	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2467						
178	177	1059/2	1065/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2468						
178	177	1061/2	1067/2	0.0		5/8	5/8	Spanner	6/8	3	1	0										6
178	177	1061/2	1067/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2469				343		6
178	177	528	531	0.0		0	0	Dynamic	6/8	4	1	0					pp					
178	177	528	531	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2470				344		
178	177	529	532	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2471				344		
178	177	1059/2	1065/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2472		articStaccatoAbove				
178	177	1061/2	1067/2	0.0		5/8	5/8	Spanner	6/8	4	1	0										7
178	177	1061/2	1067/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2473				345		7
179	178	531	534	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2474				341		4
179	178	532	535	0.0		1/4	1/4	Spanner	6/8	1	1	0								341		
179	178	532	535	0.0		1/4	1/4	Spanner	6/8	1	1	0								341	3	
179	178	532	535	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2475				341	3	
179	178	1065/2	1071/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2476		articStaccatoAbove			3	
179	178	1067/2	1073/2	0.0		5/8	5/8	Spanner	6/8	1	1	0										
179	178	531	534	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2477						5
179	178	1065/2	1071/2	0.0		3/8	3/8	Spanner	6/8	2	1	0										
179	178	1065/2	1071/2	0.0		3/8	3/8	Spanner	6/8	2	1	0									4	
179	178	1065/2	1071/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2478					4	
179	178	531	534	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2479				343		6
179	178	532	535	0.0		1/4	1/4	Spanner	6/8	3	1	0								343		
179	178	532	535	0.0		1/4	1/4	Spanner	6/8	3	1	0								343	5	
179	178	532	535	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2480				343	5	
179	178	1065/2	1071/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2481		articStaccatoAbove			5	
179	178	1067/2	1073/2	0.0		5/8	5/8	Spanner	6/8	3	1	0										
179	178	531	534	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2482				345		7
179	178	532	535	0.0		1/4	1/4	Spanner	6/8	4	1	0								345		
179	178	532	535	0.0		1/4	1/4	Spanner	6/8	4	1	0								345	6	
179	178	532	535	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2483				345	6	
179	178	1065/2	1071/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2484		articStaccatoAbove			6	
179	178	1067/2	1073/2	0.0		5/8	5/8	Spanner	6/8	4	1	0										
180	179	1073/2	1079/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2485				346		
180	179	534	537	0.0		0	0	Spanner	6/8	2	1	0										
181	180	537	540	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2486				346		
181	180	538	541	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2487				346		
181	180	1077/2	1083/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2488				346		
181	180	1079/2	1085/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2489				346		
181	180	1079/2	1085/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2490				347		
182	181	540	543	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2491						
182	181	541	544	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2492						
182	181	1083/2	1089/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2493						
182	181	1085/2	1091/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2494						
182	181	541	544	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2495				348		
182	181	1083/2	1089/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2496						
182	181	1085/2	1091/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2497				349		
182	181	540	543	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2498				347		
182	181	541	544	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2499				347		
182	181	1083/2	1089/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2500						
182	181	1085/2	1091/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2501				350		
182	181	1085/2	1091/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2502						
183	182	543	546	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2503				351		
183	182	1089/2	1095/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2504				351		
183	182	545	548	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2505						
183	182	1091/2	1097/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2506		articStaccatoAbove				
183	182	543	546	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2507				349		
183	182	544	547	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2508				349		
183	182	1089/2	1095/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2509				349		
183	182	1091/2	1097/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2510						
183	182	543	546	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2511				350		
183	182	544	547	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2512				350		
183	182	1089/2	1095/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2513				350		
183	182	1091/2	1097/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2514						
183	182	543	546	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2515				352		
183	182	544	547	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2516				352		
183	182	1089/2	1095/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2517				352		
183	182	1091/2	1097/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2518						
184	183	546	549	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2519						
184	183	546	549	0.0		0	0	Dynamic	6/8	2	1	0					pp					
184	183	546	549	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2520				353		
184	183	547	550	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2521						
184	183	1095/2	1101/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2522		articStaccatoAbove				
184	183	548	551	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2523		articStaccatoAbove				
184	183	1097/2	1103/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2524		articStaccatoAbove				
184	183	546	549	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2525						
184	183	546	549	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2526						
185	184	551	554	0.0		1/2	1/2	Dynamic	6/8	1	1	0					pp					
185	184	551	554	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2527						
185	184	1103/2	1109/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2528						
185	184	549	552	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2529		articStaccatoBelow				
185	184	550	553	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2530		articStaccatoBelow				
185	184	1101/2	1107/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2531		articStaccatoBelow				
185	184	549	552	0.0		0	0	Dynamic	6/8	3	1	0					pp					
185	184	549	552	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2532				354		
185	184	550	553	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2533						
185	184	1101/2	1107/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2534		articStaccatoAbove				
185	184	551	554	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2535		articStaccatoAbove				
185	184	1103/2	1109/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2536		articStaccatoAbove				
186	185	552	555	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2537						
186	185	552	555	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2538				355		
186	185	553	556	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2539						
186	185	1107/2	1113/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2540		articStaccatoAbove				
186	185	554	557	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2541		articStaccatoAbove				
186	185	1109/2	1115/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2542		articStaccatoAbove				
186	185	552	555	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2543		articStaccatoAbove				
186	185	553	556	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2544		articStaccatoAbove				
186	185	1107/2	1113/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2545		articStaccatoBelow				
187	186	557	560	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2546						
187	186	1115/2	1121/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2547						
187	186	555	558	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2548		articStaccatoBelow				
187	186	556	559	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2549		articStaccatoBelow				
187	186	1113/2	1119/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2550		articStaccatoBelow				
187	186	555	558	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2551				356		
187	186	556	559	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2552						
187	186	1113/2	1119/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2553		articStaccatoAbove				
187	186	557	560	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2554		articStaccatoAbove				
187	186	1115/2	1121/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2555		articStaccatoAbove				
188	187	558	561	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2556						
188	187	558	561	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2557				357		
188	187	559	562	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2558						
188	187	1119/2	1125/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2559		articStaccatoAbove				
188	187	560	563	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2560		articStaccatoAbove				
188	187	1121/2	1127/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2561		articStaccatoAbove				
188	187	558	561	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2562		articStaccatoAbove				
188	187	559	562	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2563		articStaccatoAbove				
188	187	1119/2	1125/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2564		articStaccatoAbove				
189	188	561	564	0.0		0	0	Dynamic	6/8	1	1	0					f					
189	188	561	564	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2565				358		
189	188	562	565	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2566						
189	188	1125/2	1131/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2567		articStaccatoAbove				
189	188	563	566	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2568		articStaccatoAbove				
189	188	1127/2	1133/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2569		articStaccatoAbove				
189	188	561	564	0.0		0	0	Dynamic	6/8	2	1	0					f					
189	188	561	564	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2570				359		
189	188	1123/2	1129/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2571						
189	188	562	565	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2572		articStaccatoBelow				
189	188	1125/2	1131/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2573		articStaccatoAbove				
189	188	563	566	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2574		articStaccatoAbove				
189	188	1127/2	1133/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2575		articStaccatoAbove				
189	188	561	564	0.0		0	0	Dynamic	6/8	3	1	0					f					
189	188	561	564	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2576		articStaccatoBelow				
189	188	1123/2	1129/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2577		articStaccatoBelow				
189	188	562	565	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2578		articStaccatoBelow				
189	188	1125/2	1131/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2579		articStaccatoAbove				
189	188	563	566	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2580		articStaccatoAbove				
189	188	1127/2	1133/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2581		articStaccatoAbove				
189	188	561	564	0.0		0	0	Dynamic	6/8	4	1	0					f					
189	188	561	564	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2582				360		
189	188	562	565	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2583						
189	188	1125/2	1131/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2584		articStaccatoAbove				
189	188	563	566	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2585		articStaccatoAbove				
189	188	1127/2	1133/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2586		articStaccatoAbove				
190	189	564	567	0.0		0	0	Dynamic	6/8	1	1	0					p					
190	189	564	567	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2587				361		
190	189	1129/2	1135/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2588						
190	189	565	568	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2589		articStaccatoAbove				
190	189	566	569	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2590				362		
190	189	1133/2	1139/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2591						
190	189	564	567	0.0		0	0	Dynamic	6/8	2	1	0					p					
190	189	564	567	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2592		articStaccatoAbove				
190	189	1129/2	1135/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2593				363		
190	189	565	568	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2594						
190	189	566	569	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2595				364		
190	189	1133/2	1139/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2596						
190	189	564	567	0.0		0	0	Dynamic	6/8	3	1	0					p					
190	189	564	567	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2597				365		
190	189	1129/2	1135/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2598						
190	189	1131/2	1137/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2599				366		
190	189	566	569	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2600						
190	189	564	567	0.0		0	0	Dynamic	6/8	4	1	0					p					
190	189	564	567	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2601				367		
190	189	1129/2	1135/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2602						
190	189	1131/2	1137/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2603				368		
190	189	566	569	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2604						
191	190	1135/2	1141/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2605				369		
191	190	568	571	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2606						
191	190	569	572	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2607				370		
191	190	1139/2	1145/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2608						
191	190	1135/2	1141/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2609				371		
191	190	568	571	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2610						
191	190	569	572	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2611				372		
191	190	1139/2	1145/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2612						
191	190	567	570	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2613				373		
