mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
201	200	826	846	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2012		articStaccatoBelow				
201	200	827	847	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2013		articStaccatoAbove				
201	200	828	848	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2014		articStaccatoBelow				
201	200	826	846	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2015		articStaccatoBelow				
201	200	827	847	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2016		articStaccatoAbove				
201	200	828	848	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2017		articStaccatoAbove				
201	200	826	846	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2018		articStaccatoBelow				
201	200	827	847	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2019		articStaccatoBelow				
201	200	828	848	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2020		articStaccatoBelow				
202	201	830	850	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2021		articStaccatoAbove				
202	201	831	851	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2022		articStaccatoAbove				
202	201	832	852	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2023		articStaccatoAbove				
202	201	833	853	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2024		articStaccatoAbove				
203	202	834	854	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2025		articStaccatoAbove				
203	202	836	856	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2026		articStaccatoAbove				
205	204	842	862	4.0		0	0	Chord	4/4	3	1	1			1	1	2027						
205	204	842	862	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>p</i></b>"			
205	204	843	863	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2028				189		
205	204	844	864	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2029				189		
205	204	845	865	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2030				189		
206	205	846	866	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
206	205	847	867	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2031				190		
206	205	848	868	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2032				190		
206	205	849	869	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2033				190		
206	205	846	866	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
206	205	847	867	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2034				191		
206	205	848	868	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2035				191		
206	205	849	869	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2036				191		
206	205	846	866	4.0		0	0	Chord	4/4	3	1	1			1	1	2037						
206	205	846	866	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2038				189		
206	205	847	867	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2039				189		
206	205	848	868	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2040						
207	206	850	870	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2041				190		
207	206	851	871	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2042				190		
207	206	852	872	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2043						
207	206	850	870	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2044				191		
207	206	851	871	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2045				191		
207	206	852	872	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2046						
207	206	850	870	4.0		0	0	Chord	4/4	3	1	1			1	1	2047						
207	206	850	870	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2048						
207	206	851	871	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2049				192		
207	206	852	872	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2050				192		
207	206	853	873	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2051				192		
208	207	854	874	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2052						
208	207	855	875	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2053				193		
208	207	856	876	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2054				193		
208	207	857	877	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2055				193		
208	207	854	874	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2056						
208	207	855	875	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2057				194		
208	207	856	876	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2058				194		
208	207	857	877	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2059				194		
208	207	854	874	4.0		0	0	Chord	4/4	3	1	1			1	1	2060						
208	207	854	874	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2061				192		
208	207	855	875	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2062				192		
208	207	856	876	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2063						
209	208	858	878	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2064				193		
209	208	859	879	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2065				193		
209	208	860	880	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2066				193		
209	208	861	881	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2067						
209	208	858	878	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2068				194		
209	208	859	879	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2069				194		
209	208	860	880	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2070				194		
209	208	861	881	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2071						
209	208	858	878	4.0		0	0	Chord	4/4	3	1	1			1	1	2072						
209	208	858	878	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2073						
209	208	859	879	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2074				195		
209	208	860	880	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2075				195		
209	208	861	881	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2076				195		
210	209	862	882	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><i>sempre</i>"			
210	209	862	882	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2077				196		
210	209	863	883	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2078				196		
210	209	864	884	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2079				196		
210	209	865	885	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2080				196		
210	209	862	882	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2081				197		
210	209	863	883	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2082				197		
210	209	864	884	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2083				197		
210	209	865	885	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2084				197		
210	209	862	882	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><i>sempre</i>"			
210	209	862	882	4.0		0	0	Chord	4/4	3	1	1			1	1	2085						
210	209	862	882	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2086				195		
210	209	863	883	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2087				195		
210	209	864	884	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2088				195		
210	209	865	885	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2089						
211	210	866	886	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"	196		
211	210	866	886	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2090				196		
211	210	867	887	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2091				196		
211	210	868	888	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2092				196		
211	210	869	889	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2093						
211	210	866	886	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2094				197		
211	210	867	887	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2095				197		
211	210	868	888	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2096				197		
211	210	869	889	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2097						
211	210	866	886	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
211	210	866	886	4.0		0	0	Chord	4/4	3	1	1			1	1	2098						
211	210	866	886	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2099				198		
211	210	867	887	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2100				198		
211	210	868	888	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2101				198		
211	210	869	889	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2102				198		
212	211	870	890	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
212	211	870	890	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2103						
212	211	870	890	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2104						
212	211	870	890	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2105				199		
212	211	871	891	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2106				199		
212	211	872	892	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2107				199		
212	211	873	893	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2108						
212	211	870	890	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2109				198		
212	211	871	891	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2110				198		
212	211	872	892	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2111				198		
212	211	873	893	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2112						
213	212	874	894	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2113				200		
213	212	875	895	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2114				200		
213	212	876	896	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2115				200		
213	212	877	897	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2116				200		
213	212	874	894	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2117				201		
213	212	875	895	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2118				201		
213	212	876	896	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2119				201		
213	212	877	897	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2120				201		
213	212	874	894	4.0		0	0	Chord	4/4	3	1	1			1	1	2121						
213	212	874	894	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	2122						
213	212	877	897	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2123				202		
214	213	878	898	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2124				200		
214	213	879	899	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2125				200		
214	213	880	900	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2126						
214	213	878	898	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2127				201		
214	213	879	899	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2128				201		
214	213	880	900	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2129				201		
214	213	881	901	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2130						
214	213	878	898	4.0		0	0	Chord	4/4	3	1	1			1	1	2131						
214	213	878	898	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2132				202		
214	213	879	899	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2133				202		
214	213	880	900	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2134				202		
214	213	881	901	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2135				202		
215	214	883	903	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2136				203		
215	214	884	904	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2137				203		
215	214	885	905	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2138				203		
215	214	882	902	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2139				204		
215	214	884	904	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2140				204		
215	214	885	905	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2141				204		
215	214	882	902	4.0		0	0	Chord	4/4	3	1	1			1	1	2142						
215	214	882	902	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	2143						
215	214	885	905	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2144				205		
216	215	886	906	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2145				203		
216	215	887	907	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2146				203		
216	215	888	908	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2147						
216	215	886	906	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2148				204		
216	215	887	907	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2149				204		
216	215	888	908	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2150				204		
216	215	889	909	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2151						
216	215	886	906	4.0		0	0	Chord	4/4	3	1	1			1	1	2152						
216	215	886	906	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2153				205		
216	215	887	907	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2154				205		
216	215	888	908	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2155				205		
216	215	889	909	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2156				205		
217	216	891	911	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2157				206		
217	216	892	912	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2158				206		
217	216	893	913	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2159				206		
217	216	890	910	3.0		0	0	Chord	4/4	2	1	3/4			1/2	3/2	2160						
217	216	893	913	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2161				207		
217	216	890	910	4.0		0	0	Chord	4/4	3	1	1			1	1	2162						
217	216	890	910	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	2163						
217	216	893	913	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2164				208		
218	217	894	914	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"	206		
218	217	894	914	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2165				206		
218	217	895	915	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2166				206		
218	217	896	916	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2167				206		
218	217	897	917	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2168						
218	217	894	914	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2169				207		
218	217	895	915	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2170				207		
218	217	896	916	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2171				207		
218	217	897	917	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2172						
218	217	894	914	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
218	217	894	914	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
218	217	894	914	4.0		0	0	Chord	4/4	3	1	1			1	1	2173						
218	217	894	914	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>cresc.</i>"	208		
218	217	894	914	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2174				208		
218	217	895	915	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2175				208		
218	217	896	916	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2176				208		
218	217	897	917	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2177						
219	218	898	918	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2178				209		
219	218	899	919	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2179				209		
219	218	900	920	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2180				209		
219	218	901	921	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2181						
219	218	898	918	3.0		0	0	Chord	4/4	2	1	3/4			1/2	3/2	2182						
219	218	901	921	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2183						
219	218	898	918	4.0		0	0	Chord	4/4	3	1	1			1	1	2184						
219	218	898	918	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	2185				210		
219	218	901	921	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2186				210		
220	219	902	922	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2187				211		
220	219	903	923	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2188				211		
220	219	904	924	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2189				211		
220	219	905	925	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2190						
220	219	902	922	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2191				212		
220	219	903	923	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2192				212		
220	219	904	924	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2193				212		
220	219	905	925	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2194						
220	219	902	922	4.0		0	0	Chord	4/4	3	1	1			1	1	2195						
220	219	902	922	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2196				210		
220	219	903	923	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2197				210		
220	219	904	924	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2198				210		
220	219	905	925	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2199						
221	220	906	926	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
221	220	906	926	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2200				213		
221	220	907	927	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2201				213		
221	220	908	928	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2202				213		
221	220	909	929	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2203						
221	220	906	926	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2204						
221	220	906	926	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
221	220	906	926	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
221	220	906	926	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2205						
221	220	906	926	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>p</i></b>"			
221	220	906	926	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2206						
221	220	908	928	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2207						
222	221	910	930	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2208				214		
222	221	911	931	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2209				214		
222	221	912	932	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2210				214		
222	221	913	933	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2211						
222	221	910	930	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2212						
222	221	912	932	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2213						
223	222	914	934	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2214				215		
223	222	915	935	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2215				215		
223	222	916	936	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2216				215		
223	222	917	937	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2217						
223	222	914	934	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2218				216		
223	222	916	936	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2219				216		
223	222	917	937	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2220						
224	223	918	938	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2221				217		
224	223	919	939	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2222				217		
224	223	920	940	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2223				217		
224	223	921	941	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2224						
224	223	918	938	4.0		0	0	Chord	4/4	4	1	1			1	1	2225						
225	224	922	942	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2226				218		
225	224	923	943	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2227				218		
225	224	924	944	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2228				218		
225	224	925	945	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2229						
225	224	922	942	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2230						
225	224	924	944	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2231						
226	225	926	946	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2232				219		
226	225	927	947	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2233				219		
226	225	928	948	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2234				219		
226	225	929	949	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2235						
226	225	926	946	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2236						
226	225	928	948	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2237						
227	226	930	950	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2238				220		
227	226	931	951	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2239				220		
227	226	932	952	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2240				220		
227	226	933	953	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2241						
227	226	930	950	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2242						
227	226	932	952	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2243						
228	227	934	954	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2244						
228	227	936	956	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2245						
228	227	934	954	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2246				221		
228	227	935	955	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2247				221		
228	227	936	956	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2248				221		
228	227	937	957	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2249						
228	227	934	954	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2250				222		
228	227	935	955	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2251				222		
228	227	936	956	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2252				222		
228	227	937	957	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2253						
228	227	934	954	4.0		0	0	Chord	4/4	4	1	1			1	1	2254						
229	228	938	958	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"			
229	228	938	958	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2255						
229	228	940	960	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2256						
229	228	938	958	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>cresc.</i>"			
229	228	938	958	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2257				223		
229	228	939	959	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2258				223		
229	228	940	960	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2259				223		
229	228	941	961	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2260						
230	229	942	962	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2261						
230	229	944	964	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2262						
230	229	942	962	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2263				224		
230	229	943	963	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2264				224		
230	229	944	964	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2265				224		
230	229	945	965	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2266						
230	229	942	962	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
230	229	942	962	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
230	229	942	962	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2267				225		
230	229	943	963	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2268				225		
230	229	944	964	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2269				225		
230	229	945	965	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2270						
231	230	946	966	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
231	230	946	966	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2271				226		
231	230	948	968	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2272				226		
231	230	949	969	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2273						
231	230	946	966	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
231	230	946	966	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2274				227		
231	230	947	967	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2275				227		
231	230	948	968	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2276				227		
231	230	949	969	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2277						
232	231	950	970	4.0		0	0	Chord	4/4	1	1	1			1	1	2278						
232	231	950	970	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2279				228		
232	231	951	971	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2280				228		
232	231	952	972	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2281				228		
232	231	953	973	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2282						
232	231	950	970	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2283				229		
232	231	951	971	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2284				229		
232	231	952	972	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2285				229		
