mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill
200	200	599/2	599/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2242		articStaccatoAbove			
200	200	597/2	597/2	0.0	0	0	Dynamic	3/8	4	1	0					pp				
200	200	597/2	597/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2243		articStaccatoAbove			
200	200	299	299	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2244		articStaccatoAbove			
200	200	599/2	599/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2245		articStaccatoAbove			
201	201	300	300	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2246					
201	201	300	300	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2247		articStaccatoAbove			
201	201	1201/4	1201/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2248		articStaccatoAbove			
201	201	601/2	601/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2249		articStaccatoAbove			
201	201	1203/4	1203/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2250		articStaccatoAbove			
201	201	301	301	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2251		articStaccatoAbove			
201	201	1205/4	1205/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2252		articStaccatoAbove			
201	201	300	300	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2253		articStaccatoAbove			
201	201	1201/4	1201/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2254		articStaccatoAbove			
201	201	601/2	601/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2255		articStaccatoAbove			
201	201	1203/4	1203/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2256		articStaccatoAbove			
201	201	301	301	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2257		articStaccatoAbove			
201	201	1205/4	1205/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2258		articStaccatoAbove			
201	201	300	300	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2259					
202	202	603/2	603/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2260		articStaccatoAbove			
202	202	1207/4	1207/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2261		articStaccatoAbove			
202	202	302	302	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2262		articStaccatoAbove			
202	202	1209/4	1209/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2263		articStaccatoAbove			
202	202	605/2	605/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2264		articStaccatoAbove			
202	202	1211/4	1211/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2265		articStaccatoAbove			
202	202	603/2	603/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2266		articStaccatoAbove			
202	202	302	302	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2267		articStaccatoAbove			
202	202	605/2	605/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	2268		articStaccatoAbove			
202	202	603/2	603/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2269		articStaccatoBelow			
202	202	302	302	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2270		articStaccatoBelow			
202	202	605/2	605/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2271		articStaccatoBelow			
202	202	603/2	603/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2272		articStaccatoAbove			
202	202	302	302	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2273		articStaccatoAbove			
202	202	605/2	605/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2274		articStaccatoAbove			
203	203	303	303	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2275					
203	203	303	303	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2276		articStaccatoAbove			
203	203	1213/4	1213/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2277		articStaccatoAbove			
203	203	607/2	607/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2278		articStaccatoAbove			
203	203	1215/4	1215/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2279		articStaccatoAbove			
203	203	304	304	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2280		articStaccatoAbove			
203	203	1217/4	1217/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2281		articStaccatoAbove			
203	203	303	303	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2282		articStaccatoAbove			
203	203	1213/4	1213/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2283		articStaccatoAbove			
203	203	607/2	607/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2284		articStaccatoAbove			
203	203	1215/4	1215/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2285		articStaccatoAbove			
203	203	304	304	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2286		articStaccatoAbove			
203	203	1217/4	1217/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2287		articStaccatoAbove			
203	203	303	303	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2288					
204	204	609/2	609/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2289		articStaccatoAbove			
204	204	1219/4	1219/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2290		articStaccatoAbove			
204	204	305	305	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2291		articStaccatoAbove			
204	204	1221/4	1221/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2292		articStaccatoAbove			
204	204	611/2	611/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2293		articStaccatoAbove			
204	204	1223/4	1223/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2294		articStaccatoAbove			
204	204	609/2	609/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2295		articStaccatoAbove			
204	204	1219/4	1219/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2296		articStaccatoAbove			
204	204	305	305	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2297		articStaccatoAbove			
204	204	1221/4	1221/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2298		articStaccatoAbove			
204	204	611/2	611/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2299		articStaccatoAbove			
204	204	1223/4	1223/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2300		articStaccatoAbove			
204	204	609/2	609/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2301		articStaccatoAbove			
204	204	1219/4	1219/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2302		articStaccatoAbove			
204	204	305	305	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2303		articStaccatoAbove			
204	204	1221/4	1221/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2304		articStaccatoAbove			
204	204	611/2	611/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2305		articStaccatoAbove			
204	204	1223/4	1223/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2306		articStaccatoAbove			
205	205	306	306	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2307		articStaccatoAbove			
205	205	1225/4	1225/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2308		articStaccatoAbove			
205	205	613/2	613/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2309		articStaccatoAbove			
205	205	1227/4	1227/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2310		articStaccatoAbove			
205	205	307	307	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2311		articStaccatoAbove			
205	205	1229/4	1229/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2312		articStaccatoAbove			
205	205	306	306	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2313		articStaccatoBelow			
205	205	1225/4	1225/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2314		articStaccatoBelow			
205	205	613/2	613/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2315		articStaccatoBelow			
205	205	1227/4	1227/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2316		articStaccatoBelow			
205	205	307	307	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2317		articStaccatoBelow			
205	205	1229/4	1229/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2318		articStaccatoBelow			
205	205	306	306	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2319		articStaccatoAbove			
205	205	1225/4	1225/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2320		articStaccatoAbove			
205	205	613/2	613/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2321		articStaccatoAbove			
205	205	1227/4	1227/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2322		articStaccatoAbove			
205	205	307	307	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2323		articStaccatoAbove			
205	205	1229/4	1229/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2324		articStaccatoAbove			
206	206	615/2	615/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2325		articStaccatoAbove			
206	206	308	308	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
206	206	308	308	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	2326					
206	206	615/2	615/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2327		articStaccatoBelow			
206	206	308	308	0.0	1/8	1/8	Dynamic	3/8	2	1	0					sf				
206	206	308	308	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	2328					
206	206	615/2	615/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2329		articStaccatoBelow			
206	206	308	308	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
206	206	308	308	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	2330					
207	207	309	309	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2331		articStaccatoAbove			
207	207	619/2	619/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
207	207	619/2	619/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	2332					
207	207	309	309	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2333		articStaccatoBelow			
207	207	619/2	619/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0					sf				
207	207	619/2	619/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	2334					
207	207	309	309	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2335		articStaccatoBelow			
207	207	619/2	619/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
207	207	619/2	619/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	2336					
208	208	621/2	621/2	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	2337				143	
208	208	2487/8	2487/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	2338					
208	208	311	311	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2339		articStaccatoAbove			
208	208	623/2	623/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2340		articStaccatoAbove			
208	208	621/2	621/2	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	2341				144	
208	208	2487/8	2487/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	2342					
208	208	311	311	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2343		articStaccatoAbove			
208	208	623/2	623/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	2344		articStaccatoAbove			
208	208	621/2	621/2	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	2345				145	
208	208	2487/8	2487/8	0.125	3/32	3/32	Chord	3/8	3	1	1/32		1/32	1	2346					
208	208	311	311	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2347		articStaccatoAbove			
208	208	623/2	623/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2348		articStaccatoAbove			
209	209	312	312	0.0	0	0	StaffText	3/8	2	1	0							cresc.		
209	209	312	312	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2349		articStaccatoAbove			
209	209	1249/4	1249/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2350		articStaccatoAbove			
209	209	625/2	625/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2351		articStaccatoAbove			
209	209	1251/4	1251/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2352		articStaccatoAbove			
209	209	313	313	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2353		articStaccatoAbove			
209	209	1253/4	1253/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2354		articStaccatoAbove			
209	209	312	312	0.0	0	0	StaffText	3/8	3	1	0							cresc.		
209	209	312	312	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2355		articStaccatoAbove			
209	209	1249/4	1249/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2356		articStaccatoAbove			
209	209	625/2	625/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2357		articStaccatoAbove			
209	209	1251/4	1251/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2358		articStaccatoAbove			
209	209	313	313	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2359		articStaccatoAbove			
209	209	1253/4	1253/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2360		articStaccatoAbove			
209	209	312	312	0.0	0	0	StaffText	3/8	4	1	0							cresc.		
209	209	312	312	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2361		articStaccatoAbove			
209	209	1249/4	1249/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2362		articStaccatoAbove			
209	209	625/2	625/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2363		articStaccatoAbove			
209	209	1251/4	1251/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2364		articStaccatoAbove			
209	209	313	313	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2365		articStaccatoAbove			
209	209	1253/4	1253/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2366		articStaccatoAbove			
210	210	627/2	627/2	0.0	0	0	StaffText	3/8	1	1	0							cresc.		
210	210	627/2	627/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2367		articStaccatoAbove			
210	210	1255/4	1255/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2368		articStaccatoAbove			
210	210	314	314	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2369		articStaccatoAbove			
210	210	1257/4	1257/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2370		articStaccatoAbove			
210	210	629/2	629/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2371		articStaccatoAbove			
210	210	1259/4	1259/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2372		articStaccatoAbove			
210	210	627/2	627/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2373		articStaccatoAbove			
210	210	1255/4	1255/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2374		articStaccatoAbove			
210	210	314	314	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2375		articStaccatoAbove			
210	210	1257/4	1257/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2376		articStaccatoAbove			
210	210	629/2	629/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2377		articStaccatoAbove			
210	210	1259/4	1259/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2378		articStaccatoAbove			
210	210	627/2	627/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2379		articStaccatoAbove			
210	210	1255/4	1255/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2380		articStaccatoAbove			
210	210	314	314	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2381		articStaccatoAbove			
210	210	1257/4	1257/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2382		articStaccatoAbove			
210	210	629/2	629/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2383		articStaccatoAbove			
210	210	1259/4	1259/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2384		articStaccatoAbove			
210	210	627/2	627/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2385		articStaccatoAbove			
210	210	1255/4	1255/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2386		articStaccatoAbove			
210	210	314	314	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2387		articStaccatoAbove			
210	210	1257/4	1257/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2388		articStaccatoAbove			
210	210	629/2	629/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2389		articStaccatoAbove			
210	210	1259/4	1259/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2390		articStaccatoAbove			
211	211	315	315	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2391		articStaccatoAbove			
211	211	1261/4	1261/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2392		articStaccatoAbove			
211	211	631/2	631/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2393		articStaccatoAbove			
211	211	1263/4	1263/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2394		articStaccatoAbove			
211	211	316	316	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2395		articStaccatoAbove			
211	211	1265/4	1265/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2396		articStaccatoAbove			
211	211	315	315	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2397		articStaccatoBelow			
211	211	1261/4	1261/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2398		articStaccatoBelow			
211	211	631/2	631/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2399		articStaccatoBelow			
211	211	1263/4	1263/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2400		articStaccatoBelow			
211	211	316	316	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2401		articStaccatoBelow			
211	211	1265/4	1265/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2402		articStaccatoBelow			
211	211	315	315	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2403		articStaccatoAbove			
211	211	1261/4	1261/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2404		articStaccatoAbove			
211	211	631/2	631/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2405		articStaccatoAbove			
211	211	1263/4	1263/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2406		articStaccatoAbove			
211	211	316	316	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2407		articStaccatoAbove			
211	211	1265/4	1265/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2408		articStaccatoAbove			
211	211	315	315	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2409		articStaccatoAbove			
211	211	1261/4	1261/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2410		articStaccatoAbove			
211	211	631/2	631/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2411		articStaccatoAbove			
211	211	1263/4	1263/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2412		articStaccatoAbove			
211	211	316	316	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2413		articStaccatoAbove			
211	211	1265/4	1265/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2414		articStaccatoAbove			
212	212	633/2	633/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2415		articStaccatoAbove			
212	212	317	317	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
212	212	317	317	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	2416					
212	212	633/2	633/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2417		articStaccatoBelow			
212	212	317	317	0.0	1/8	1/8	Dynamic	3/8	2	1	0					sf				
212	212	317	317	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	2418					
212	212	633/2	633/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2419		articStaccatoBelow			
212	212	317	317	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
212	212	317	317	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	2420					
212	212	633/2	633/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2421		articStaccatoBelow			
212	212	317	317	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
212	212	317	317	1.0	1/8	1/8	Chord	3/8	4	1	1/4		1/4	1	2422					
213	213	318	318	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2423		articStaccatoAbove			
213	213	637/2	637/2	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
213	213	637/2	637/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	2424					
213	213	318	318	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2425		articStaccatoBelow			
213	213	637/2	637/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0					sf				
213	213	637/2	637/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	2426					
213	213	318	318	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2427		articStaccatoAbove			
213	213	637/2	637/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					sf				
213	213	637/2	637/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	2428					
213	213	318	318	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2429		articStaccatoBelow			
213	213	637/2	637/2	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf				
213	213	637/2	637/2	1.0	1/8	1/8	Chord	3/8	4	1	1/4		1/4	1	2430					
214	214	639/2	639/2	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	2431				146	
214	214	2559/8	2559/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	2432					
214	214	320	320	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2433		articStaccatoAbove			
214	214	641/2	641/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2434		ornamentTrill			
214	214	639/2	639/2	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	2435				147	
214	214	2559/8	2559/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	2436					
214	214	320	320	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2437		articStaccatoAbove			
214	214	641/2	641/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	2438		articStaccatoAbove			
214	214	639/2	639/2	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	2439				148	
214	214	2559/8	2559/8	0.125	3/32	3/32	Chord	3/8	3	1	1/32		1/32	1	2440					
214	214	320	320	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2441		articStaccatoAbove			
214	214	641/2	641/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2442		articStaccatoAbove			
214	214	639/2	639/2	0.375	0	0	Chord	3/8	4	1	3/32		1/16	3/2	2443				149	
214	214	2559/8	2559/8	0.125	3/32	3/32	Chord	3/8	4	1	1/32		1/32	1	2444					
214	214	320	320	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2445		articStaccatoBelow			
214	214	641/2	641/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2446		articStaccatoBelow			
215	215	321	321	0.0	0	0	Dynamic	3/8	1	1	0					p				
215	215	321	321	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2447					
215	215	321	321	0.0	0	0	Dynamic	3/8	2	1	0					p				
215	215	321	321	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2448		articStaccatoAbove			
215	215	1285/4	1285/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2449		articStaccatoAbove			
215	215	643/2	643/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2450		articStaccatoAbove			
215	215	1287/4	1287/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2451		articStaccatoAbove			
215	215	322	322	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2452		articStaccatoAbove			
215	215	1289/4	1289/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2453		articStaccatoAbove			
215	215	321	321	0.0	0	0	Dynamic	3/8	3	1	0					p				
215	215	321	321	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2454					
215	215	321	321	0.0	0	0	Dynamic	3/8	4	1	0					p				
215	215	321	321	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2455					
216	216	645/2	645/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2456					
216	216	323	323	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2457					
216	216	647/2	647/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2458					
216	216	645/2	645/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2459		articStaccatoBelow			
216	216	1291/4	1291/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2460		articStaccatoBelow			
216	216	323	323	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2461		articStaccatoBelow			
216	216	1293/4	1293/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2462		articStaccatoBelow			
216	216	647/2	647/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2463		articStaccatoBelow			
216	216	1295/4	1295/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2464		articStaccatoBelow			
217	217	324	324	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	2465					
217	217	324	324	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2466		articStaccatoBelow			
217	217	1297/4	1297/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2467		articStaccatoBelow			
217	217	649/2	649/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2468		articStaccatoBelow			
217	217	1299/4	1299/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2469		articStaccatoBelow			
