mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
116	116	460	460	0.0	0	0	Dynamic	4/4	3	1	0					p						
116	116	460	460	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	2242				306			
116	116	462	462	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2243							
116	116	460	460	0.0	0	0	Dynamic	4/4	4	1	0					p						
116	116	460	460	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	2244				307			
116	116	462	462	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2245							
117	117	464	464	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2246				308			
117	117	1393/3	1393/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2247				308			
117	117	1394/3	1394/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2248				308			
117	117	465	465	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2249				308			
117	117	1396/3	1396/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2250				308			
117	117	1397/3	1397/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2251				308			
117	117	466	466	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2252				308			
117	117	1399/3	1399/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2253				308			
117	117	1400/3	1400/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2254				308			
117	117	467	467	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2255				308			
117	117	1402/3	1402/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2256				308			
117	117	1403/3	1403/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2257							
117	117	464	464	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2258							
117	117	466	466	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2259				309			
117	117	467	467	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	2260				309			
117	117	1871/4	1871/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2261							
117	117	464	464	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	2262				310			
117	117	466	466	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2263							
117	117	464	464	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	2264				311			
117	117	466	466	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2265							
118	118	468	468	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2266				312			
118	118	1405/3	1405/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2267				312			
118	118	1406/3	1406/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2268				312			
118	118	469	469	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2269				312			
118	118	1408/3	1408/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2270				312			
118	118	1409/3	1409/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2271				312			
118	118	470	470	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2272				312			
118	118	1411/3	1411/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2273				312			
118	118	1412/3	1412/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2274				312			
118	118	471	471	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2275				312			
118	118	1414/3	1414/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2276				312			
118	118	1415/3	1415/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2277							
118	118	468	468	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	2278				313			
118	118	1879/4	1879/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2279				313			
118	118	470	470	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2280				313			
118	118	471	471	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	2281				313			
118	118	1414/3	1414/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	2282				313			
118	118	1415/3	1415/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	2283							
118	118	468	468	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	2284				314			
118	118	470	470	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2285							
118	118	468	468	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	2286				315			
118	118	470	470	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2287							
119	119	472	472	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	2288							
119	119	475	475	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2289							
119	119	472	472	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	2290				316			
119	119	1417/3	1417/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	2291				316			
119	119	1418/3	1418/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	2292							
119	119	473	473	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2293							
119	119	474	474	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2294							
119	119	475	475	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2295							
119	119	472	472	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	2296				317			
119	119	473	473	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	2297				317			
119	119	1420/3	1420/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	2298				317			
119	119	1421/3	1421/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	2299				317			
119	119	474	474	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2300							
119	119	472	472	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	2301							
119	119	474	474	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	2302				318			
119	119	1423/3	1423/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	2303				318			
119	119	1424/3	1424/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	2304				318			
119	119	475	475	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	2305				318			
119	119	1426/3	1426/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	2306				318			
119	119	1427/3	1427/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	2307							
120	120	476	476	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2308							
120	120	477	477	0.0	1/4	1/4	StaffText	4/4	1	1	0							<i>cresc.</i>				
120	120	477	477	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2309				319			
120	120	479	479	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2310							
120	120	476	476	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2311							
120	120	477	477	0.0	1/4	1/4	StaffText	4/4	2	1	0							<i>cresc.</i>				
120	120	477	477	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	2312				320			
120	120	479	479	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2313							
120	120	476	476	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	2314							
120	120	479	479	0.0	3/4	3/4	StaffText	4/4	3	1	0							<i>cresc.</i>				
120	120	479	479	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2315							
120	120	476	476	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
120	120	476	476	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	2316				321			
120	120	1429/3	1429/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	2317				321			
120	120	1430/3	1430/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	2318				321			
120	120	477	477	0.3333333333333333	1/4	1/4	Chord	4/4	4	1	1/12		1/8	2/3	2319				321			
120	120	1432/3	1432/3	0.3333333333333333	1/3	1/3	Chord	4/4	4	1	1/12		1/8	2/3	2320				321			
120	120	1433/3	1433/3	0.3333333333333333	5/12	5/12	Chord	4/4	4	1	1/12		1/8	2/3	2321				321			
120	120	478	478	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	2322				321			
120	120	1435/3	1435/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	2323				321			
120	120	1436/3	1436/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	2324				321			
120	120	479	479	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	2325				321			
120	120	1438/3	1438/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	2326				321			
120	120	1439/3	1439/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	2327							
121	121	480	480	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2328				322			
121	121	481	481	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2329				322			
121	121	482	482	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2330				322			
121	121	483	483	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2331							
121	121	480	480	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2332				323			
121	121	481	481	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2333				323			
121	121	482	482	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2334				323			
121	121	483	483	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2335							
121	121	480	480	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	2336				324			
121	121	481	481	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2337				324			
121	121	482	482	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2338				324			
121	121	483	483	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2339							
121	121	480	480	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	2340				325			
121	121	1441/3	1441/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	2341				325			
121	121	1442/3	1442/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	2342				325			
121	121	481	481	0.3333333333333333	1/4	1/4	Chord	4/4	4	1	1/12		1/8	2/3	2343				325			
121	121	1444/3	1444/3	0.3333333333333333	1/3	1/3	Chord	4/4	4	1	1/12		1/8	2/3	2344				325			
121	121	1445/3	1445/3	0.3333333333333333	5/12	5/12	Chord	4/4	4	1	1/12		1/8	2/3	2345				325			
121	121	482	482	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	2346				325			
121	121	1447/3	1447/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	2347				325			
121	121	1448/3	1448/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	2348				325			
121	121	483	483	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	2349				325			
121	121	1450/3	1450/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	2350				325			
121	121	1451/3	1451/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	2351							
122	122	484	484	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2352				326			
122	122	485	485	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2353							
122	122	486	486	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f						
122	122	486	486	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2354							
122	122	484	484	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2355				327			
122	122	485	485	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2356							
122	122	486	486	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f						
122	122	486	486	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	2357				328			
122	122	1459/3	1459/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	2358				328			
122	122	1460/3	1460/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	2359				328			
122	122	487	487	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	2360				328			
122	122	1462/3	1462/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	2361				328			
122	122	1463/3	1463/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	2362							
122	122	484	484	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	2363				329			
122	122	485	485	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2364							
122	122	486	486	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f						
122	122	486	486	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	2365				330			
122	122	1459/3	1459/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	2366				330			
122	122	1460/3	1460/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	2367				330			
122	122	487	487	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	2368				330			
122	122	1462/3	1462/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	2369				330			
122	122	1463/3	1463/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	2370							
122	122	484	484	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	2371				331			
122	122	1453/3	1453/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	2372				331			
122	122	1454/3	1454/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	2373				331			
122	122	485	485	0.3333333333333333	1/4	1/4	Chord	4/4	4	1	1/12		1/8	2/3	2374				331			
122	122	1456/3	1456/3	0.3333333333333333	1/3	1/3	Chord	4/4	4	1	1/12		1/8	2/3	2375				331			
122	122	1457/3	1457/3	0.3333333333333333	5/12	5/12	Chord	4/4	4	1	1/12		1/8	2/3	2376							
122	122	486	486	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f						
122	122	486	486	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2377							
123	123	488	488	0.0	0	0	Spanner	4/4	1	1	0										38	
123	123	488	488	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2378				332		38	
123	123	1465/3	1465/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2379				332		38	
123	123	1466/3	1466/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2380				332		38	
123	123	489	489	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2381				332		38	
123	123	1468/3	1468/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2382				332		38	
123	123	1469/3	1469/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2383				332		38	
123	123	490	490	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2384				332		38	
123	123	1471/3	1471/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2385				332		38	
123	123	1472/3	1472/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2386				332		38	
123	123	491	491	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2387				332		38	
123	123	1474/3	1474/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2388				332		38	
123	123	1475/3	1475/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2389				332		38	
123	123	488	488	0.0	0	0	Spanner	4/4	2	1	0										39	
123	123	488	488	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	2390						39	
123	123	490	490	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2391						39	
123	123	488	488	0.0	0	0	Spanner	4/4	3	1	0										40	
123	123	488	488	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	2392						40	
123	123	490	490	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2393						40	
123	123	488	488	0.0	0	0	Spanner	4/4	4	1	0										41	
123	123	488	488	4.0	0	0	Chord	4/4	4	1	1		1	1	2394						41	
124	124	492	492	0.0	0	0	Dynamic	4/4	1	1	0					p			332			
124	124	492	492	0.0	0	0	Spanner	4/4	1	1	0								332			
124	124	492	492	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2395				332			
124	124	1477/3	1477/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2396				332			
124	124	1478/3	1478/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2397				332			
124	124	493	493	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2398				332			
124	124	1480/3	1480/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2399				332			
124	124	1481/3	1481/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2400				332			
124	124	494	494	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2401				332			
124	124	1483/3	1483/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2402				332			
124	124	1484/3	1484/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2403				332			
124	124	495	495	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2404				332			
124	124	1486/3	1486/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2405				332			
124	124	1487/3	1487/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2406							
124	124	492	492	0.0	0	0	Dynamic	4/4	2	1	0					p						
124	124	492	492	0.0	0	0	Spanner	4/4	2	1	0											
124	124	492	492	4.0	0	0	Chord	4/4	2	1	1		1	1	2407							
124	124	492	492	0.0	0	0	Dynamic	4/4	3	1	0					p						
124	124	492	492	0.0	0	0	Spanner	4/4	3	1	0											
124	124	492	492	4.0	0	0	Chord	4/4	3	1	1		1	1	2408							
124	124	492	492	0.0	0	0	Dynamic	4/4	4	1	0					p						
124	124	492	492	0.0	0	0	Spanner	4/4	4	1	0											
124	124	492	492	4.0	0	0	Chord	4/4	4	1	1		1	1	2409							
125	125	496	496	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2410				333			
125	125	1489/3	1489/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2411				333			
125	125	1490/3	1490/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2412				333			
125	125	497	497	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2413				333			
125	125	1492/3	1492/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2414				333			
125	125	1493/3	1493/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2415				333			
125	125	498	498	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2416				333			
125	125	1495/3	1495/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2417				333			
125	125	1496/3	1496/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2418				333			
125	125	499	499	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2419				333			
125	125	1498/3	1498/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2420				333			
125	125	1499/3	1499/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2421							
125	125	496	496	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	2422							
125	125	498	498	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2423							
125	125	496	496	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	2424							
125	125	498	498	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2425							
125	125	496	496	4.0	0	0	Chord	4/4	4	1	1		1	1	2426							
126	126	500	500	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	2427				334			
126	126	1501/3	1501/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2428				334			
126	126	1502/3	1502/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2429				334			
126	126	501	501	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2430				334			
126	126	1504/3	1504/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2431				334			
126	126	1505/3	1505/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2432				334			
126	126	502	502	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2433				334			
126	126	1507/3	1507/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2434				334			
126	126	1508/3	1508/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2435				334			
126	126	503	503	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2436				334			
126	126	1510/3	1510/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2437				334			
126	126	1511/3	1511/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2438							
126	126	500	500	4.0	0	0	Chord	4/4	2	1	1		1	1	2439							
126	126	500	500	4.0	0	0	Chord	4/4	3	1	1		1	1	2440							
126	126	500	500	4.0	0	0	Chord	4/4	4	1	1		1	1	2441							
127	127	504	504	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2442		articStaccatoAbove		335			
127	127	505	505	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2443		articStaccatoAbove		335			
127	127	506	506	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2444		articStaccatoAbove		335			
127	127	507	507	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2445		articStaccatoAbove					
127	127	504	504	4.0	0	0	Chord	4/4	2	1	1		1	1	2446							
127	127	504	504	4.0	0	0	Chord	4/4	3	1	1		1	1	2447							
127	127	504	504	4.0	0	0	Chord	4/4	4	1	1		1	1	2448							
128	128	508	508	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>				
128	128	508	508	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2449		articStaccatoBelow		336			
128	128	509	509	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2450		articStaccatoBelow		336			
128	128	510	510	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2451		articStaccatoBelow		336			
128	128	511	511	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2452		articStaccatoBelow					
128	128	508	508	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>				
128	128	508	508	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2453							
128	128	509	509	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2454		articStaccatoBelow		337			
128	128	510	510	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2455		articStaccatoBelow		337			
128	128	511	511	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2456		articStaccatoBelow					
128	128	508	508	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>				
128	128	508	508	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	2457							
128	128	509	509	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2458		articStaccatoBelow		338			
128	128	510	510	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2459		articStaccatoBelow		338			
128	128	511	511	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2460		articStaccatoBelow					
128	128	508	508	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
128	128	508	508	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	2461							
128	128	509	509	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2462		articStaccatoBelow		339			
128	128	510	510	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2463		articStaccatoBelow		339			
128	128	511	511	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2464		articStaccatoBelow					
129	129	512	512	0.0	0	0	Dynamic	4/4	1	1	0					p						
129	129	512	512	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2465				340			
129	129	513	513	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2466				340			
129	129	1540/3	1540/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2467				340			
129	129	1541/3	1541/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2468							
129	129	514	514	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2469				341			
129	129	515	515	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2470				341			
129	129	1546/3	1546/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2471				341			
129	129	1547/3	1547/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2472							
129	129	512	512	0.0	0	0	Dynamic	4/4	2	1	0					p						
129	129	512	512	4.0	0	0	Chord	4/4	2	1	1		1	1	2473							
129	129	512	512	0.0	0	0	Dynamic	4/4	3	1	0					p						
129	129	512	512	4.0	0	0	Chord	4/4	3	1	1		1	1	2474							
129	129	512	512	0.0	0	0	Dynamic	4/4	4	1	0					p						
129	129	512	512	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	2475		articStaccatoBelow					
129	129	1537/3	1537/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	2476		articStaccatoBelow					
129	129	1538/3	1538/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	2477		articStaccatoBelow					
129	129	513	513	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	2478		articStaccatoBelow					
