mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
317	316	1264	1264	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4926						
317	316	2529/2	2529/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4927						
317	316	1265	1265	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4928						
317	316	2531/2	2531/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4929						
317	316	1266	1266	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4930						
317	316	2533/2	2533/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4931						
317	316	1267	1267	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4932						
317	316	2535/2	2535/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4933						
317	316	1264	1264	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4934						
317	316	1264	1264	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	4935						
317	316	1264	1264	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	4936						
318	317	1268	1268	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4937						
318	317	2537/2	2537/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4938						
318	317	1269	1269	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4939						
318	317	2539/2	2539/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4940						
318	317	1270	1270	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4941						
318	317	2541/2	2541/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4942						
318	317	1271	1271	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4943						
318	317	2543/2	2543/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4944						
318	317	1270	1270	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4945						
318	317	1270	1270	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	4946						
318	317	1268	1268	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	4947						
319	318	1272	1272	0.0	0	0	StaffText	2/2	1	1	0							<i>piu</i>			
319	318	1272	1272	0.0	0	0	Dynamic	2/2	1	1	0					f					
319	318	1272	1272	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4948						
319	318	2545/2	2545/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4949						
319	318	1273	1273	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4950						
319	318	2547/2	2547/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4951						
319	318	1274	1274	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4952						
319	318	2549/2	2549/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4953						
319	318	1275	1275	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4954						
319	318	2551/2	2551/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4955						
319	318	1272	1272	0.0	0	0	StaffText	2/2	2	1	0							<i>piu</i>			
319	318	1272	1272	0.0	0	0	Dynamic	2/2	2	1	0					f					
319	318	1272	1272	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4956						
319	318	2545/2	2545/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4957						
319	318	1273	1273	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4958						
319	318	2547/2	2547/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4959						
319	318	1274	1274	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4960						
319	318	2549/2	2549/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4961						
319	318	1275	1275	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4962						
319	318	2551/2	2551/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4963						
319	318	1272	1272	0.0	0	0	StaffText	2/2	3	1	0							<i>piu</i>			
319	318	1272	1272	0.0	0	0	Dynamic	2/2	3	1	0					f					
319	318	1272	1272	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	4964						
319	318	2545/2	2545/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	4965						
319	318	1273	1273	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	4966						
319	318	2547/2	2547/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	4967						
319	318	1274	1274	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	4968						
319	318	2549/2	2549/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	4969						
319	318	1275	1275	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	4970						
319	318	2551/2	2551/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4971						
319	318	1272	1272	0.0	0	0	StaffText	2/2	4	1	0							<i>piu</i>			
319	318	1272	1272	0.0	0	0	Dynamic	2/2	4	1	0					f					
319	318	1272	1272	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4972						
319	318	2545/2	2545/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4973						
319	318	1273	1273	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4974						
319	318	2547/2	2547/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4975						
319	318	1274	1274	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4976						
319	318	2549/2	2549/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4977						
319	318	1275	1275	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4978						
319	318	2551/2	2551/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4979						
320	319	1276	1276	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4980						
320	319	2553/2	2553/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4981						
320	319	1277	1277	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4982						
320	319	2555/2	2555/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4983						
320	319	1278	1278	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4984						
320	319	2557/2	2557/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4985						
320	319	1279	1279	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4986						
320	319	2559/2	2559/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4987						
320	319	1276	1276	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4988						
320	319	2553/2	2553/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4989						
320	319	1277	1277	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4990						
320	319	2555/2	2555/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4991						
320	319	1278	1278	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4992						
320	319	2557/2	2557/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4993						
320	319	1279	1279	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4994						
320	319	2559/2	2559/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4995						
320	319	1276	1276	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	4996						
320	319	2553/2	2553/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	4997						
320	319	1277	1277	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	4998						
320	319	2555/2	2555/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	4999						
320	319	1278	1278	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5000						
320	319	2557/2	2557/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5001						
320	319	1279	1279	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5002						
320	319	2559/2	2559/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5003						
320	319	1276	1276	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5004						
320	319	2553/2	2553/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5005						
320	319	1277	1277	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	5006						
320	319	2555/2	2555/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	5007						
320	319	1278	1278	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	5008						
320	319	2557/2	2557/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	5009						
320	319	1279	1279	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5010						
320	319	2559/2	2559/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5011						
321	320	1280	1280	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5012						
321	320	2561/2	2561/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5013						
321	320	1281	1281	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5014						
321	320	2563/2	2563/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5015						
321	320	1282	1282	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5016						
321	320	2565/2	2565/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5017						
321	320	1283	1283	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5018						
321	320	2567/2	2567/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5019						
321	320	1280	1280	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	5020						
321	320	2561/2	2561/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	5021						
321	320	1281	1281	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	5022						
321	320	2563/2	2563/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	5023						
321	320	1282	1282	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	5024						
321	320	2565/2	2565/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	5025						
321	320	1283	1283	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	5026						
321	320	2567/2	2567/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	5027						
321	320	1280	1280	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5028						
321	320	2561/2	2561/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5029						
321	320	1281	1281	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5030						
321	320	2563/2	2563/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5031						
321	320	1282	1282	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5032						
321	320	2565/2	2565/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5033						
321	320	1283	1283	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5034						
321	320	2567/2	2567/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5035						
321	320	1280	1280	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5036						
321	320	2561/2	2561/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5037						
321	320	1281	1281	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	5038						
321	320	2563/2	2563/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	5039						
321	320	1282	1282	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	5040						
321	320	2565/2	2565/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	5041						
321	320	1283	1283	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5042						
321	320	2567/2	2567/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5043						
322	321	1284	1284	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5044						
322	321	2569/2	2569/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5045						
322	321	1285	1285	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	5046						
322	321	2571/2	2571/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	5047						
322	321	1286	1286	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	5048						
322	321	2573/2	2573/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5049						
322	321	1287	1287	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5050						
322	321	2575/2	2575/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5051						
322	321	1284	1284	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	5052						
322	321	2569/2	2569/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	5053						
322	321	1285	1285	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	5054						
322	321	2571/2	2571/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	5055						
322	321	1286	1286	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	5056						
322	321	2573/2	2573/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	5057						
322	321	1287	1287	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	5058						
322	321	2575/2	2575/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	5059						
322	321	1284	1284	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	5060						
322	321	2569/2	2569/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	5061						
322	321	1285	1285	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	5062						
322	321	2571/2	2571/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	5063						
322	321	1286	1286	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	5064						
322	321	2573/2	2573/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	5065						
322	321	1287	1287	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	5066						
322	321	2575/2	2575/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	5067						
322	321	1284	1284	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5068						
322	321	2569/2	2569/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5069						
322	321	1285	1285	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	5070						
322	321	2571/2	2571/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	5071						
322	321	1286	1286	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	5072						
322	321	2573/2	2573/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	5073						
322	321	1287	1287	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5074						
322	321	2575/2	2575/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5075						
323	322	1288	1288	0.0	0	0	Dynamic	2/2	1	1	0					f					
323	322	1288	1288	4.0	0	0	Chord	2/2	1	1	1		1	1	5076						
323	322	1288	1288	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	5077						
323	322	1288	1288	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	5078						
323	322	1288	1288	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5079						
324	323	1292	1292	4.0	0	0	Chord	2/2	1	1	1		1	1	5080						
325	324	1296	1296	4.0	0	0	Chord	2/2	1	1	1		1	1	5081						
325	324	1296	1296	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	5082						
325	324	1296	1296	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	5083						
325	324	1296	1296	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5084						
326	325	1300	1300	4.0	0	0	Chord	2/2	1	1	1		1	1	5085						
327	326	1304	1304	0.0	0	0	Dynamic	2/2	1	1	0					p					
327	326	1304	1304	4.0	0	0	Chord	2/2	1	1	1		1	1	5086						
327	326	1304	1304	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	5087						
327	326	1304	1304	0.0	0	0	Dynamic	2/2	3	1	0					p					
327	326	1304	1304	0.0	0	0	Dynamic	2/2	3	1	0					p					
327	326	1304	1304	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	5088						
327	326	1304	1304	0.0	0	0	Dynamic	2/2	4	1	0					p					
327	326	1304	1304	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5089						
328	327	1308	1308	4.0	0	0	Chord	2/2	1	1	1		1	1	5090						
329	328	1312	1312	4.0	0	0	Chord	2/2	1	1	1		1	1	5091						
329	328	1315	1315	0.0	3/4	3/4	Dynamic	2/2	2	1	0					p					
329	328	1315	1315	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	5092						
329	328	2631/2	2631/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	5093						
329	328	1312	1312	0.0	0	0	Dynamic	2/2	3	1	0					p					
329	328	1312	1312	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5094		articStaccatoAbove				
329	328	1314	1314	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5095		articStaccatoAbove				
330	329	1316	1316	4.0	0	0	Chord	2/2	1	1	1		1	1	5096						
330	329	1316	1316	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	5097						
330	329	2633/2	2633/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	5098						
330	329	1317	1317	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	5099						
330	329	1319	1319	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	5100						
330	329	2639/2	2639/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	5101						
330	329	1316	1316	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5102		articStaccatoAbove				
330	329	1318	1318	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5103		articStaccatoBelow				
331	330	1320	1320	4.0	0	0	Chord	2/2	1	1	1		1	1	5104						
331	330	1320	1320	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	5105						
331	330	2641/2	2641/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	5106						
331	330	1321	1321	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	5107						
331	330	1323	1323	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	5108						
331	330	2647/2	2647/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	5109						
331	330	1320	1320	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5110		articStaccatoAbove				
331	330	1322	1322	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5111		articStaccatoAbove				
332	331	1324	1324	4.0	0	0	Chord	2/2	1	1	1		1	1	5112						
332	331	1324	1324	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	5113						
332	331	2649/2	2649/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	5114						
332	331	1325	1325	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	5115						
332	331	1327	1327	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	5116						
332	331	2655/2	2655/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	5117						
332	331	1324	1324	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5118		articStaccatoAbove				
332	331	1326	1326	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5119		articStaccatoBelow				
333	332	1328	1328	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	5120						
333	332	1331	1331	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5121						
333	332	2663/2	2663/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5122						
333	332	1328	1328	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	5123						
333	332	2657/2	2657/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	5124						
333	332	1329	1329	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	5125						
333	332	1330	1330	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5126						
333	332	1328	1328	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5127		articStaccatoAbove				
333	332	1330	1330	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5128		articStaccatoAbove				
333	332	1328	1328	0.0	0	0	Dynamic	2/2	4	1	0					p					
333	332	1328	1328	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	5129		articStaccatoAbove				
333	332	1330	1330	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	5130		articStaccatoAbove				
334	333	1332	1332	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5131						
334	333	2665/2	2665/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5132						
334	333	1333	1333	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	5133						
334	333	1335	1335	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5134						
334	333	2671/2	2671/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5135						
334	333	1332	1332	4.0	0	0	Chord	2/2	2	1	1		1	1	5136						
334	333	1332	1332	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5137		articStaccatoAbove				
334	333	1334	1334	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5138		articStaccatoAbove				
334	333	1332	1332	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	5139		articStaccatoAbove				
334	333	1334	1334	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	5140		articStaccatoAbove				
335	334	1336	1336	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5141						
335	334	2673/2	2673/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5142						
335	334	1337	1337	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	5143						
335	334	1339	1339	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5144						
335	334	2679/2	2679/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5145						
335	334	1336	1336	4.0	0	0	Chord	2/2	2	1	1		1	1	5146						
335	334	1336	1336	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5147		articStaccatoAbove				
335	334	1338	1338	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5148		articStaccatoAbove				
335	334	1336	1336	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	5149		articStaccatoAbove				
335	334	1338	1338	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	5150		articStaccatoAbove				
336	335	1340	1340	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	5151						
336	335	2681/2	2681/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	5152						
336	335	1341	1341	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	5153						
336	335	2685/2	2685/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	5154						
336	335	1343	1343	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	5155						
336	335	2687/2	2687/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	5156						
336	335	1340	1340	4.0	0	0	Chord	2/2	2	1	1		1	1	5157						
336	335	1340	1340	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	5158		articStaccatoAbove				
336	335	1342	1342	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	5159		articStaccatoAbove				
336	335	1340	1340	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	5160		articStaccatoAbove				
336	335	1342	1342	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	5161		articStaccatoAbove				
337	336	1344	1344	0.0	0	0	StaffText	2/2	1	1	0							<i>cresc.</i>			
337	336	1344	1344	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5162		articStaccatoAbove				
337	336	1346	1346	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5163		articStaccatoAbove				
337	336	1344	1344	0.0	0	0	StaffText	2/2	2	1	0							<i>cresc.</i>			
337	336	1344	1344	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5164		articStaccatoAbove				
337	336	1346	1346	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5165		articStaccatoAbove				
337	336	1344	1344	0.0	0	0	StaffText	2/2	3	1	0							<i>cresc.</i>			
337	336	1344	1344	4.0	0	0	Chord	2/2	3	1	1		1	1	5166						
337	336	1344	1344	0.0	0	0	StaffText	2/2	4	1	0							<i>cresc.</i>			
337	336	1344	1344	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	5167						
337	336	1347	1347	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5168						
337	336	2695/2	2695/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5169						
338	337	1348	1348	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5170		articStaccatoAbove				
338	337	1350	1350	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5171		articStaccatoAbove				
338	337	1348	1348	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5172		articStaccatoAbove				
338	337	1350	1350	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5173		articStaccatoAbove				
338	337	1348	1348	4.0	0	0	Chord	2/2	3	1	1		1	1	5174						
338	337	1348	1348	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5175						
338	337	2697/2	2697/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5176						
338	337	1349	1349	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	5177						
338	337	1351	1351	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5178						
338	337	2703/2	2703/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5179						
339	338	1352	1352	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5180		articStaccatoAbove				
339	338	1354	1354	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5181		articStaccatoAbove				
339	338	1352	1352	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	5182		articStaccatoAbove				
339	338	1354	1354	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	5183		articStaccatoAbove				
339	338	1352	1352	4.0	0	0	Chord	2/2	3	1	1		1	1	5184						
339	338	1352	1352	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	5185						
339	338	2705/2	2705/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	5186						
339	338	1353	1353	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	5187						
339	338	1355	1355	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	5188						
339	338	2711/2	2711/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	5189						
340	339	1356	1356	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5190		articStaccatoAbove				
