mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
38	38	451/4	451/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	628						148		
38	38	113	113	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	629						148		
38	38	453/4	453/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	630								
38	38	227/2	227/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	631						149		
38	38	455/4	455/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	632								
38	38	111	111	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	633								
38	38	112	112	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	634								
38	38	225/2	225/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	635						150		
38	38	113	113	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	636						150		
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	637								
39	39	114	114	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	638						151		
39	39	229/2	229/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	639						151		
39	39	115	115	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	640								
39	39	231/2	231/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	641								
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	642								
39	39	114	114	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	643						152		
39	39	457/4	457/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	644								
39	39	229/2	229/2	0.75	1/8	1/8	Chord	6/8	2	1	3/16	1/8	3/2	645								
39	39	461/4	461/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	646						153		
39	39	231/2	231/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	647						153		
39	39	463/4	463/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	648						153		
39	39	116	116	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	649						153		
39	39	465/4	465/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	650								
39	39	233/2	233/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	651						154		
39	39	467/4	467/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	652								
39	39	114	114	0.25	0	0	Chord	6/8	3	1	1/16	1/16	1	653						155		
39	39	457/4	457/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	654								
39	39	229/2	229/2	0.75	1/8	1/8	Chord	6/8	3	1	3/16	1/8	3/2	655								
39	39	461/4	461/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	656						156		
39	39	231/2	231/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16	1/16	1	657						156		
39	39	463/4	463/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	658						156		
39	39	116	116	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	659						156		
39	39	465/4	465/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	660								
39	39	233/2	233/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	661						157		
39	39	467/4	467/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	662								
39	39	114	114	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	663								
39	39	115	115	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	664								
39	39	231/2	231/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	665						158		
39	39	116	116	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	666						158		
39	39	233/2	233/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	667								
40	40	117	117	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	668						159		
40	40	118	118	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	669						159		
40	40	237/2	237/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	670								
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	671								
40	40	117	117	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	672						160		
40	40	471/4	471/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	673						160		
40	40	118	118	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	674								
40	40	237/2	237/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	675						161		
40	40	475/4	475/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	676								
40	40	119	119	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	677						162		
40	40	477/4	477/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	678								
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	679								
40	40	117	117	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	680						163		
40	40	235/2	235/2	0.75	1/8	1/8	Chord	6/8	3	1	3/16	1/8	3/2	681						163		
40	40	473/4	473/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	682								
40	40	237/2	237/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16	1/16	1	683						164		
40	40	475/4	475/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	684								
40	40	119	119	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	685						165		
40	40	477/4	477/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	686								
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	687								
40	40	117	117	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	688						166		
40	40	235/2	235/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	689						166		
40	40	118	118	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	690						166		
40	40	237/2	237/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	691						166		
40	40	119	119	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	692						166		
40	40	239/2	239/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	693								
41	41	120	120	0.0	0	0	Spanner	6/8	1	1	0										35	
41	41	120	120	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	694						167	35	
41	41	241/2	241/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	695						167	35	
41	41	121	121	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	696							35	
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	1	1	0											
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	1	1	0											35
41	41	243/2	243/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	697								35
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	698								35
41	41	120	120	0.0	0	0	Spanner	6/8	2	1	0										36	
41	41	120	120	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	699						168	36	
41	41	481/4	481/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	700							36	
41	41	241/2	241/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	701						169	36	
41	41	483/4	483/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	702							36	
41	41	121	121	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	703							36	
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	2	1	0											
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	2	1	0											36
41	41	243/2	243/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	704						170		36
41	41	487/4	487/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	705								36
41	41	122	122	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	706						171		36
41	41	489/4	489/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	707								36
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	708						172		36
41	41	120	120	0.0	0	0	Spanner	6/8	3	1	0										37	
41	41	120	120	0.25	0	0	Chord	6/8	3	1	1/16	1/16	1	709						173	37	
41	41	481/4	481/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	710							37	
41	41	241/2	241/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16	1/16	1	711						174	37	
41	41	483/4	483/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	712							37	
41	41	121	121	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	713							37	
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	3	1	0											
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	3	1	0											37
41	41	243/2	243/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	714								37
41	41	122	122	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	715						175		37
41	41	489/4	489/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	716								37
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	717						176		37
41	41	120	120	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>ten.</i>"						
41	41	120	120	0.0	0	0	Spanner	6/8	4	1	0										38	
41	41	120	120	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	718							38	
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	4	1	0											
41	41	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	4	1	0											38
41	41	243/2	243/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	719						177		38
41	41	122	122	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	720						177		38
41	41	245/2	245/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	721						177		38
42	42	123	123	0.0	0	0	Spanner	6/8	1	1	0											
42	42	123	123	0.0	0	0	Spanner	6/8	1	1	0										39	
42	42	123	123	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	722						178	39	
42	42	124	124	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	723						178	39	
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									178		
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									178		39
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	724						178		39
42	42	125	125	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	725						178		39
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	726								39
42	42	123	123	0.0	0	0	Spanner	6/8	2	1	0									172		
42	42	123	123	0.0	0	0	Spanner	6/8	2	1	0									172	40	
42	42	123	123	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	727						172	40	
42	42	493/4	493/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	728						172	40	
42	42	247/2	247/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	729						172	40	
42	42	495/4	495/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	730							40	
42	42	124	124	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	731							40	
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	2	1	0											
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	2	1	0											40
42	42	249/2	249/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	732						179		40
42	42	499/4	499/4	0.5	7/16	7/16	Chord	6/8	2	1	1/8	1/8	1	733						179		40
42	42	501/4	501/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	734								40
42	42	251/2	251/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	735						180		40
42	42	503/4	503/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	736								40
42	42	123	123	0.0	0	0	Spanner	6/8	3	1	0									176		
42	42	123	123	0.0	0	0	Spanner	6/8	3	1	0									176	41	
42	42	123	123	0.25	0	0	Chord	6/8	3	1	1/16	1/16	1	737						176	41	
42	42	493/4	493/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	738						176	41	
42	42	247/2	247/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16	1/16	1	739						176	41	
42	42	495/4	495/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	740						176	41	
42	42	124	124	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	741						176	41	
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	3	1	0											
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	3	1	0											41
42	42	249/2	249/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16	1/16	1	742								41
42	42	499/4	499/4	0.5	7/16	7/16	Chord	6/8	3	1	1/8	1/8	1	743						181		41
42	42	501/4	501/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	744								41
42	42	251/2	251/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	745						182		41
42	42	503/4	503/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	746								41
42	42	123	123	0.0	0	0	Spanner	6/8	4	1	0									177		
42	42	123	123	0.0	0	0	Spanner	6/8	4	1	0									177	42	
42	42	123	123	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	747						177	42	
42	42	247/2	247/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	748						177	42	
42	42	124	124	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	749							42	
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	4	1	0											
42	42	249/2	249/2	0.0	3/8	3/8	Spanner	6/8	4	1	0											42
42	42	249/2	249/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	750								42
42	42	125	125	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	751								42
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	752								42
43	43	126	126	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>semplice</i>"						
43	43	126	126	0.0	0	0	Spanner	6/8	1	1	0											
43	43	126	126	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	753								
43	43	505/4	505/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	754						183		
43	43	253/2	253/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	755								
43	43	1015/8	1015/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	756								
43	43	127	127	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	757								
43	43	511/4	511/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	758						184		
43	43	128	128	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	759								
43	43	1027/8	1027/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	760								
43	43	257/2	257/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	761								
43	43	126	126	0.0	0	0	Spanner	6/8	2	1	0											
43	43	126	126	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	762								
43	43	253/2	253/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	763						185		
43	43	507/4	507/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	764						185		
43	43	127	127	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	765						185		
43	43	509/4	509/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	766								
43	43	128	128	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	767						186		
43	43	513/4	513/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	768						186		
43	43	257/2	257/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	769						186		
43	43	515/4	515/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	770								
43	43	126	126	0.0	0	0	Spanner	6/8	3	1	0											
43	43	505/4	505/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	771								
43	43	253/2	253/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	772								
43	43	511/4	511/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	773								
43	43	128	128	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	774								
43	43	126	126	0.0	0	0	Spanner	6/8	4	1	0											
43	43	126	126	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	775						187		
43	43	255/2	255/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	776						187		
44	44	129	129	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>ten.</i>"						
44	44	517/4	517/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	777						188		
44	44	259/2	259/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	778								
44	44	1039/8	1039/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	779								
44	44	130	130	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	780								
44	44	523/4	523/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	781						189		
44	44	131	131	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	782								
44	44	1051/8	1051/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	783								
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	784								
44	44	259/2	259/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	785						190		
44	44	519/4	519/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	786						190		
44	44	130	130	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	787						190		
44	44	521/4	521/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	788								
44	44	131	131	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	789						191		
44	44	525/4	525/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	790						191		
44	44	263/2	263/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	791						191		
44	44	527/4	527/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	792								
44	44	517/4	517/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	793								
44	44	259/2	259/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	794								
44	44	523/4	523/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	795								
44	44	131	131	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	796								
44	44	129	129	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	797						187		
44	44	261/2	261/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	798								
45	45	529/4	529/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	799						192		
45	45	265/2	265/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	800								
45	45	531/4	531/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	801						193		
45	45	1063/8	1063/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	802								
45	45	133	133	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	803								
45	45	535/4	535/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	804						194		
45	45	134	134	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	805								
45	45	537/4	537/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	806						195		
45	45	1075/8	1075/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	807								
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	808								
45	45	265/2	265/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	809						196		
45	45	531/4	531/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	810						196		
45	45	133	133	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	811						196		
45	45	533/4	533/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	812								
45	45	134	134	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	813						197		
45	45	537/4	537/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	814						197		
45	45	269/2	269/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	815						197		
45	45	539/4	539/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	816								
45	45	529/4	529/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	817								
45	45	265/2	265/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	818								
45	45	535/4	535/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	819								
45	45	134	134	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	820								
45	45	132	132	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	821						198		
45	45	267/2	267/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	822						198		
46	46	541/4	541/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	823						199		
46	46	271/2	271/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	824								
46	46	543/4	543/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	825						200		
46	46	1087/8	1087/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	826								
46	46	136	136	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	827								
46	46	547/4	547/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	828						201		
46	46	137	137	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	829								
46	46	549/4	549/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	830						202		
46	46	1099/8	1099/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	831								
46	46	275/2	275/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	832								
46	46	551/4	551/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32	1/32	1	833						203		
46	46	1103/8	1103/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32	1/32	1	834								
46	46	271/2	271/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	835						204		
46	46	543/4	543/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	836						204		
46	46	136	136	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	837						204		
46	46	545/4	545/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	838								
46	46	137	137	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	839						205		
46	46	549/4	549/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	840						205		
46	46	275/2	275/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	841						205		
46	46	551/4	551/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	842								
46	46	541/4	541/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	843								
46	46	271/2	271/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	844								
46	46	547/4	547/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	845								
46	46	137	137	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	846						206		
46	46	275/2	275/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	847						206		
46	46	551/4	551/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	848								
46	46	135	135	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	849						198		
46	46	273/2	273/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	850						198		
46	46	275/2	275/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16	1/16	1	851						198		
46	46	551/4	551/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	852								
47	47	138	138	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	853								
47	47	553/4	553/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	854						207		
47	47	277/2	277/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	855								
47	47	555/4	555/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	856						208		
47	47	1111/8	1111/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	857								
47	47	139	139	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	858								
47	47	559/4	559/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	859						209		
47	47	140	140	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	860								
47	47	561/4	561/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	861						210		
47	47	1123/8	1123/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	862								
47	47	281/2	281/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	863								
47	47	277/2	277/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	864						211		
47	47	555/4	555/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	865						211		
47	47	139	139	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	866						211		
47	47	557/4	557/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	867								
47	47	140	140	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	868						212		
47	47	561/4	561/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	869						212		
47	47	281/2	281/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	870						212		
47	47	563/4	563/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	871								
47	47	553/4	553/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	872								
47	47	277/2	277/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	873								
47	47	559/4	559/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	874								
47	47	140	140	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	875								
47	47	138	138	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	876						213		
47	47	553/4	553/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	877								
47	47	277/2	277/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	878								
47	47	279/2	279/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16	1/16	1	879						214		
47	47	559/4	559/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16	1/16	1	880								
47	47	140	140	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	881								
48	48	141	141	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>cresc.</i>"						
