mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
162	162	477	483	0.0		0	0	Spanner	3/4	3	1	0										189		27
162	162	477	483	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1724							189		27
162	162	477	483	0.0		0	0	Spanner	3/4	4	1	0												28
162	162	477	483	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1725							193		28
163	163	961/2	973/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1726		articStaccatoBelow							25
163	163	481	487	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1727							194		25
163	163	963/2	975/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1728							194		25
163	163	482	488	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1729							194		25
163	163	965/2	977/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1730									25
163	163	480	486	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1731							192		26
163	163	480	486	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1732									27
163	163	480	486	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1733							193		28
164	164	967/2	979/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1734		articStaccatoBelow							25
164	164	484	490	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1735							195		25
164	164	969/2	981/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1736							195		25
164	164	485	491	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1737							195		25
164	164	971/2	983/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1738									25
164	164	483	489	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1739							192		26
164	164	483	489	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1740									27
164	164	483	489	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1741							193		28
165	165	973/2	985/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1742		articStaccatoBelow							25
165	165	487	493	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1743							196		25
165	165	975/2	987/2	0.0		3/8	3/8	Spanner	3/4	1	1	0										196		
165	165	975/2	987/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1744							196		
165	165	488	494	0.0		1/2	1/2	Spanner	3/4	1	1	0										196	28	
165	165	488	494	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1745							196	28	
165	165	977/2	989/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1746								28	
165	165	486	492	0.0		0	0	Spanner	3/4	2	1	0											29	26
165	165	486	492	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1747								29	26
165	165	486	492	0.0		0	0	Spanner	3/4	3	1	0											30	27
165	165	486	492	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1748								30	27
165	165	486	492	0.0		0	0	Spanner	3/4	4	1	0											31	28
165	165	486	492	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1749								31	28
166	166	489	495	0.0		0	0	Spanner	3/4	1	1	0												
166	166	489	495	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1750									
166	166	490	496	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1751							197		
166	166	981/2	993/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1752							197		
166	166	491	497	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1753							197		
166	166	983/2	995/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1754									
166	166	489	495	0.0		0	0	Spanner	3/4	2	1	0												
166	166	489	495	0.0		0	0	Spanner	3/4	2	1	0												
166	166	489	495	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1755									
166	166	489	495	0.0		0	0	Spanner	3/4	3	1	0												
166	166	489	495	0.0		0	0	Spanner	3/4	3	1	0												
166	166	489	495	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1756									
166	166	489	495	0.0		0	0	Spanner	3/4	4	1	0												
166	166	489	495	0.0		0	0	Spanner	3/4	4	1	0												
166	166	489	495	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1757									
167	167	492	498	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1758							198		
167	167	985/2	997/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1759							198		
167	167	493	499	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1760							198		
167	167	987/2	999/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1761							198		
167	167	494	500	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1762							198		
167	167	989/2	1001/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1763									
168	168	991/2	1003/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1764		articStaccatoAbove							
168	168	496	502	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1765							199		
168	168	993/2	1005/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1766							199		
168	168	497	503	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1767							199		
168	168	995/2	1007/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1768									
168	168	495	501	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1769									
168	168	495	501	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1770									
168	168	495	501	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1771									
169	169	997/2	1009/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1772		articStaccatoAbove							
169	169	499	505	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1773							200		
169	169	999/2	1011/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1774							200		
169	169	500	506	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1775							200		
169	169	1001/2	1013/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1776									
169	169	498	504	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1777									
169	169	498	504	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1778									
169	169	498	504	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1779									
170	170	1003/2	1015/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1780		articStaccatoAbove							
170	170	502	508	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1781							201		
170	170	1005/2	1017/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1782							201		
170	170	503	509	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1783							201		
170	170	1007/2	1019/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1784									
170	170	501	507	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1785							202		
170	170	501	507	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1786							203		
170	170	501	507	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1787							204		
171	171	1009/2	1021/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1788		articStaccatoAbove							
171	171	505	511	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1789							205		
171	171	1011/2	1023/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1790							205		
171	171	506	512	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1791							205		
171	171	1013/2	1025/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1792									
171	171	504	510	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1793									
171	171	504	510	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1794									
171	171	504	510	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1795									
172	172	507	513	0.0		0	0	Spanner	3/4	1	1	0												29
172	172	1015/2	1027/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1796		articStaccatoAbove							29
172	172	508	514	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1797							206		29
172	172	1017/2	1029/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1798							206		29
172	172	509	515	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1799							206		29
172	172	1019/2	1031/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1800									29
172	172	507	513	0.0		0	0	Spanner	3/4	2	1	0												30
172	172	507	513	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1801									30
172	172	507	513	0.0		0	0	Spanner	3/4	3	1	0												31
172	172	507	513	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1802									31
172	172	507	513	0.0		0	0	Spanner	3/4	4	1	0												32
172	172	507	513	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1803									32
173	173	1021/2	1033/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1804		articStaccatoAbove							29
173	173	511	517	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1805							207		29
173	173	1023/2	1035/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1806							207		29
173	173	512	518	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1807							207		29
173	173	1025/2	1037/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1808									29
173	173	510	516	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1809									30
173	173	510	516	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1810									31
173	173	510	516	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1811									32
174	174	1027/2	1039/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1812		articStaccatoAbove							29
174	174	514	520	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1813							208		29
174	174	1029/2	1041/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1814							208		29
174	174	515	521	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1815							208		29
174	174	1031/2	1043/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1816									29
174	174	513	519	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	1817									30
174	174	515	521	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1818									30
174	174	513	519	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	1819									31
174	174	515	521	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1820									31
174	174	513	519	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1821									32
175	175	1033/2	1045/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1822		articStaccatoAbove							29
175	175	517	523	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1823							209		29
175	175	1035/2	1047/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1824							209		29
175	175	518	524	0.0		1/2	1/2	Spanner	3/4	1	1	0										209		
175	175	518	524	0.0		1/2	1/2	Spanner	3/4	1	1	0										209	32	
175	175	518	524	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1825							209	32	
175	175	1037/2	1049/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1826								32	
175	175	516	522	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1827									30
175	175	517	523	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1828									30
175	175	518	524	0.0		1/2	1/2	Spanner	3/4	2	1	0												
175	175	518	524	0.0		1/2	1/2	Spanner	3/4	2	1	0											33	
175	175	518	524	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1829		articStaccatoBelow						33	
175	175	516	522	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1830									31
175	175	517	523	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1831									31
175	175	518	524	0.0		1/2	1/2	Spanner	3/4	3	1	0												
175	175	518	524	0.0		1/2	1/2	Spanner	3/4	3	1	0											34	
175	175	518	524	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1832		articStaccatoBelow						34	
175	175	516	522	0.0		0	0	Spanner	3/4	4	1	0											35	32
175	175	516	522	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	1833								35	32
176	176	519	525	0.0		0	0	Spanner	3/4	1	1	0												
176	176	519	525	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1834									
176	176	520	526	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1835							210		
176	176	1041/2	1053/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1836							210		
176	176	521	527	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1837							210		
176	176	1043/2	1055/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1838									
176	176	519	525	0.0		0	0	Spanner	3/4	2	1	0												
176	176	519	525	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1839									
176	176	519	525	0.0		0	0	Spanner	3/4	3	1	0												
176	176	519	525	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1840									
176	176	519	525	0.0		0	0	Spanner	3/4	4	1	0												
176	176	519	525	0.0		0	0	Spanner	3/4	4	1	0												
176	176	519	525	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1841									
177	177	522	528	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1842							211		
177	177	1045/2	1057/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1843							211		
177	177	523	529	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1844							211		
177	177	1047/2	1059/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1845							211		
177	177	524	530	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1846							211		
177	177	1049/2	1061/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1847									
177	177	522	528	0.0		0	0	Dynamic	3/4	2	1	0				pp								
177	177	522	528	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1848									
177	177	522	528	0.0		0	0	Dynamic	3/4	3	1	0				pp								
177	177	522	528	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1849									
178	178	526	532	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1850							212		
178	178	1053/2	1065/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1851							212		
178	178	527	533	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1852							212		
178	178	1055/2	1067/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1853									
178	178	525	531	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1854									
179	179	528	534	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1855							213		
179	179	1057/2	1069/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1856							213		
179	179	529	535	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1857							213		
179	179	1059/2	1071/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1858							213		
179	179	530	536	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1859							213		
179	179	1061/2	1073/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1860									
179	179	528	534	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	1861									
179	179	528	534	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	1862									
180	180	531	537	0.0		0	0	Dynamic	3/4	2	1	0				pp								
180	180	531	537	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1863									
180	180	2127/4	2151/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1864									
180	180	532	538	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1865									
180	180	2131/4	2155/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1866									
180	180	533	539	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1867									
180	180	531	537	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1868									
180	180	2127/4	2151/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1869									
180	180	532	538	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1870									
180	180	2131/4	2155/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1871									
180	180	533	539	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1872									
180	180	531	537	0.0		0	0	Dynamic	3/4	4	1	0				pp								
181	181	534	540	0.0		0	0	Dynamic	3/4	1	1	0				pp								
181	181	534	540	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	1873									
181	181	534	540	0.0		0	0	Dynamic	3/4	4	1	0				pp								
181	181	534	540	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1874									
181	181	2139/4	2163/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1875									
181	181	535	541	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1876									
181	181	2143/4	2167/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1877									
181	181	536	542	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1878									
182	182	537	543	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	1879									
182	182	537	543	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1880									
182	182	2151/4	2175/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1881									
182	182	538	544	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1882									
182	182	2155/4	2179/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1883									
182	182	539	545	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1884									
182	182	537	543	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1885									
182	182	2151/4	2175/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1886									
182	182	538	544	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1887									
182	182	2155/4	2179/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1888									
182	182	539	545	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1889									
183	183	540	546	0.0		0	0	StaffText	3/4	1	1	0						<i>cresc.</i>						
183	183	540	546	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	1890									
183	183	541	547	0.0		1/4	1/4	StaffText	3/4	2	1	0						<i>cresc.</i>						
183	183	541	547	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1891									
183	183	2167/4	2191/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1892									
183	183	542	548	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1893									
183	183	2171/4	2195/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1894									
183	183	541	547	0.0		1/4	1/4	StaffText	3/4	3	1	0						<i>cresc.</i>						
183	183	541	547	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1895									
183	183	2167/4	2191/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1896									
183	183	542	548	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1897									
183	183	2171/4	2195/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1898									
183	183	540	546	0.0		0	0	StaffText	3/4	4	1	0						<i>cresc.</i>						
183	183	540	546	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1899									
183	183	2163/4	2187/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1900									
183	183	541	547	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1901									
183	183	2167/4	2191/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1902									
183	183	542	548	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1903									
183	183	2171/4	2195/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1904									
184	184	543	549	0.0		0	0	Tempo	3/4	1	1	0							PiùAllegro	180.0	1.0			
184	184	543	549	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1905									
184	184	2175/4	2199/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1906									
184	184	544	550	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
184	184	544	550	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1907							214		
184	184	1091/2	1103/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1908									
184	184	543	549	0.0		0	0	Dynamic	3/4	2	1	0				f								
184	184	543	549	0.0		0	0	Dynamic	3/4	2	1	0				f								
184	184	543	549	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1909									
184	184	2175/4	2199/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1910									
184	184	544	550	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
184	184	544	550	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1911							215		
184	184	1091/2	1103/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1912									
184	184	543	549	0.0		0	0	Dynamic	3/4	3	1	0				f								
184	184	543	549	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1913									
184	184	2175/4	2199/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1914									
184	184	544	550	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
184	184	544	550	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1915							216		
184	184	1091/2	1103/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1916									
184	184	543	549	0.0		0	0	Dynamic	3/4	4	1	0				f								
184	184	543	549	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1917									
184	184	544	550	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
184	184	544	550	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1918									
185	185	546	552	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1919									
185	185	2187/4	2211/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1920									
185	185	547	553	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
185	185	547	553	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1921							217		
185	185	1097/2	1109/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1922									
185	185	546	552	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1923									
185	185	2187/4	2211/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1924									
185	185	547	553	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
185	185	547	553	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1925							218		
185	185	1097/2	1109/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1926									
185	185	546	552	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1927							219		
185	185	547	553	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf						219		
185	185	547	553	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1928							219		
185	185	548	554	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1929									
185	185	546	552	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1930									
185	185	547	553	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
185	185	547	553	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1931									
186	186	549	555	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1932		articStaccatoAbove							
186	186	2199/4	2223/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1933		articStaccatoAbove							
186	186	550	556	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1934		articStaccatoAbove							
186	186	2203/4	2227/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1935		articStaccatoAbove							
186	186	551	557	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1936		articStaccatoAbove							
186	186	2207/4	2231/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1937		articStaccatoAbove							
186	186	549	555	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1938		articStaccatoAbove							
186	186	2199/4	2223/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1939		articStaccatoAbove							
186	186	550	556	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1940		articStaccatoAbove							
186	186	2203/4	2227/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1941		articStaccatoAbove							
186	186	551	557	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1942		articStaccatoAbove							
186	186	2207/4	2231/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1943		articStaccatoAbove							
186	186	549	555	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1944									
186	186	2199/4	2223/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1945									
186	186	550	556	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1946							220		
186	186	1103/2	1115/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1947									
186	186	549	555	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1948									
186	186	2199/4	2223/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1949									
186	186	550	556	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1950							221		
186	186	1103/2	1115/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1951									
187	187	552	558	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1952									
187	187	2211/4	2235/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1953									
187	187	553	559	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1954									
187	187	2215/4	2239/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1955									
187	187	554	560	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1956									
187	187	2219/4	2243/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1957									
187	187	552	558	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1958									
187	187	2211/4	2235/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1959									
187	187	553	559	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1960									
187	187	2215/4	2239/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1961									
187	187	554	560	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1962									
187	187	2219/4	2243/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1963									
187	187	552	558	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1964									
187	187	2211/4	2235/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1965									
