mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
221	217	1731/2	872	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2720				370		
221	217	1733/2	873	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2721				370		
221	217	1735/2	874	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2722				370		
221	217	1737/2	875	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2723				370		
222	218	1739/2	876	4.0		0	0	Chord	2/2	1	1	1	1	1	2724						
222	218	1739/2	876	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2725				368		
222	218	1741/2	877	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2726				368		
222	218	1743/2	878	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2727				368		
222	218	1745/2	879	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2728						
222	218	1739/2	876	4.0		0	0	Chord	2/2	3	1	1	1	1	2729						
222	218	1739/2	876	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2730				370		
222	218	1741/2	877	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2731				370		
222	218	1743/2	878	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2732				370		
222	218	1745/2	879	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2733						
223	219	1747/2	880	0.0		0	0	StaffText	2/2	1	1	0						cresc.			
223	219	1747/2	880	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2734				371		
223	219	1751/2	882	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	2735				371, 372		
223	219	1747/2	880	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2736						
223	219	1747/2	880	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2737						
223	219	1749/2	881	0.0		1/4	1/4	StaffText	2/2	3	1	0						cresc.			
223	219	1749/2	881	2.0		1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	2738				373		
223	219	1753/2	883	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2739						
223	219	1747/2	880	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2740						
223	219	1749/2	881	0.0		1/4	1/4	StaffText	2/2	4	1	0						cresc.			
223	219	1749/2	881	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2741				374		
223	219	1751/2	882	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2742				374		
223	219	1753/2	883	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2743				374		
224	220	1755/2	884	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2744				371		
224	220	1759/2	886	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	2745				375		
224	220	1757/2	885	0.0		1/4	1/4	StaffText	2/2	2	1	0						cresc.			
224	220	1757/2	885	2.0		1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	2746				376		
224	220	1761/2	887	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2747						
224	220	1755/2	884	3.0		0	0	Chord	2/2	3	1	3/4	1/2	3/2	2748						
224	220	1761/2	887	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2749						
224	220	1755/2	884	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2750				374		
224	220	1757/2	885	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2751				374		
224	220	1759/2	886	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2752				374		
224	220	1761/2	887	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2753						
225	221	1763/2	888	0.0		0	0	Dynamic	2/2	1	1	0				p					
225	221	1763/2	888	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2754				377		
225	221	1765/2	889	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2755				377		
225	221	1767/2	890	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2756				377		
225	221	1769/2	891	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2757						
225	221	1763/2	888	0.0		0	0	Dynamic	2/2	2	1	0				p					
225	221	1763/2	888	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2758						
225	221	1765/2	889	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2759				378		
225	221	1767/2	890	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2760				378		
225	221	1769/2	891	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2761						
225	221	1763/2	888	0.0		0	0	Dynamic	2/2	3	1	0				p					
225	221	1763/2	888	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2762						
225	221	1765/2	889	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2763				379		
225	221	1767/2	890	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2764				379		
225	221	1769/2	891	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2765						
225	221	1763/2	888	0.0		0	0	Dynamic	2/2	4	1	0				p					
225	221	1763/2	888	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2766				380		
225	221	1765/2	889	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2767				380		
225	221	1767/2	890	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2768						
225	221	1769/2	891	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2769						
226	222	1771/2	892	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2770						
226	222	1771/2	892	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2771						
226	222	1775/2	894	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2772				381		
226	222	1777/2	895	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2773				381		
226	222	1771/2	892	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2774						
226	222	1775/2	894	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2775				382		
226	222	1777/2	895	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2776				382		
226	222	1771/2	892	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2777						
226	222	1773/2	893	0.0		1/4	1/4	Dynamic	2/2	4	1	0				sf					
226	222	1773/2	893	3.0		1/4	1/4	Chord	2/2	4	1	3/4	1/2	3/2	2778						
227	223	1783/2	898	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2779				383		
227	223	1785/2	899	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2780				383		
227	223	1779/2	896	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2781				381		
227	223	1781/2	897	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2782						
227	223	1783/2	898	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2783				384		
227	223	1785/2	899	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2784				384		
227	223	1779/2	896	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2785				382		
227	223	1781/2	897	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2786						
227	223	1783/2	898	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2787				385		
227	223	1785/2	899	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2788				385		
227	223	1779/2	896	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2789						
227	223	1783/2	898	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2790				386		
227	223	1785/2	899	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2791				386		
228	224	1787/2	900	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2792				383		
228	224	1789/2	901	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2793						
228	224	1787/2	900	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2794				384		
228	224	1789/2	901	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2795						
228	224	1791/2	902	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2796				387		
228	224	1793/2	903	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2797				387		
228	224	1787/2	900	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2798				385		
228	224	1789/2	901	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2799						
228	224	1791/2	902	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2800				388		
228	224	1793/2	903	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2801				388		
228	224	1787/2	900	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2802				386		
228	224	1789/2	901	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2803						
228	224	1791/2	902	0.0		1/2	1/2	Dynamic	2/2	4	1	0				sf					
228	224	1791/2	902	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2804						
229	225	1799/2	906	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2805				389		
229	225	1801/2	907	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2806				389		
229	225	1795/2	904	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2807				387		
229	225	1797/2	905	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2808						
229	225	1799/2	906	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2809				390		
229	225	1801/2	907	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2810				390		
229	225	1795/2	904	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2811				388		
229	225	1797/2	905	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2812						
229	225	1799/2	906	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2813				391		
229	225	1801/2	907	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2814				391		
229	225	1795/2	904	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2815						
229	225	1799/2	906	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2816				392		
229	225	1801/2	907	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2817				392		
230	226	1803/2	908	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2818				389		
230	226	1805/2	909	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2819						
230	226	1807/2	910	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2820				393		
230	226	1809/2	911	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2821				393		
230	226	1803/2	908	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2822				390		
230	226	1805/2	909	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2823						
230	226	1807/2	910	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2824				394		
230	226	1809/2	911	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2825				394		
230	226	1803/2	908	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2826				391		
230	226	1805/2	909	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2827						
230	226	1807/2	910	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2828				395		
230	226	1809/2	911	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2829				395		
230	226	1803/2	908	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2830				392		
230	226	1805/2	909	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2831						
230	226	1807/2	910	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2832				396		
230	226	1809/2	911	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2833				396		
231	227	1811/2	912	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2834				393		
231	227	1813/2	913	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2835						
231	227	1815/2	914	0.0		1/2	1/2	StaffText	2/2	1	1	0						cresc.			
231	227	1815/2	914	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2836				397		
231	227	1817/2	915	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2837				397		
231	227	1811/2	912	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2838				394		
231	227	1813/2	913	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2839						
231	227	1815/2	914	0.0		1/2	1/2	StaffText	2/2	2	1	0						cresc.			
231	227	1815/2	914	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2840				398		
231	227	1817/2	915	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2841				398		
231	227	1811/2	912	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2842				395		
231	227	1813/2	913	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2843						
231	227	1815/2	914	0.0		1/2	1/2	StaffText	2/2	3	1	0						cresc.			
231	227	1815/2	914	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2844				399		
231	227	1817/2	915	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2845				399		
231	227	1811/2	912	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2846				396		
231	227	1813/2	913	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2847						
231	227	1815/2	914	0.0		1/2	1/2	StaffText	2/2	4	1	0						cresc.			
231	227	1815/2	914	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2848				400		
231	227	1817/2	915	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2849				400		
232	228	1819/2	916	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2850				397		
232	228	1821/2	917	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2851				397		
232	228	1823/2	918	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2852						
232	228	1825/2	919	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2853						
232	228	1819/2	916	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	2854						
232	228	1825/2	919	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2855						
232	228	1819/2	916	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2856				399		
232	228	1821/2	917	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2857				399		
232	228	1823/2	918	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2858				399		
232	228	1825/2	919	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2859						
232	228	1819/2	916	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2860				400		
232	228	1821/2	917	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2861				400		
232	228	1823/2	918	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2862				400		
232	228	1825/2	919	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2863						
233	229	1827/2	920	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2864				401		
233	229	1829/2	921	2.0		1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	2865				401		
233	229	1833/2	923	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2866						
233	229	1827/2	920	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2867						
233	229	1829/2	921	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2868				402		
233	229	1831/2	922	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2869				402		
233	229	1833/2	923	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2870						
233	229	1827/2	920	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2871				403		
233	229	1829/2	921	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2872				403		
233	229	1831/2	922	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2873						
233	229	1833/2	923	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2874						
233	229	1827/2	920	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2875				404		
233	229	1829/2	921	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2876				404		
233	229	1831/2	922	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2877						
233	229	1833/2	923	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2878						
234	230	1835/2	924	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2879		articStaccatoAbove				
234	230	1837/2	925	0.0		1/4	1/4	Dynamic	2/2	1	1	0				sf					
234	230	1837/2	925	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2880		articStaccatoAbove				
234	230	1839/2	926	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2881		articStaccatoAbove				
234	230	1841/2	927	0.0		3/4	3/4	Dynamic	2/2	1	1	0				sf					
234	230	1841/2	927	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2882		articStaccatoAbove				
234	230	1839/2	926	0.0		1/2	1/2	Dynamic	2/2	2	1	0				p					
234	230	1839/2	926	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2883		articStaccatoBelow				
234	230	1841/2	927	0.0		3/4	3/4	Dynamic	2/2	2	1	0				sf					
234	230	1841/2	927	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2884		articStaccatoBelow				
234	230	1835/2	924	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2885		articStaccatoAbove				
234	230	1837/2	925	0.0		1/4	1/4	Dynamic	2/2	3	1	0				sf					
234	230	1837/2	925	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2886		articStaccatoAbove				
234	230	1839/2	926	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2887		articStaccatoAbove				
234	230	1841/2	927	0.0		3/4	3/4	Dynamic	2/2	3	1	0				sf					
234	230	1841/2	927	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2888		articStaccatoAbove				
235	231	1843/2	928	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2889		articStaccatoAbove				
235	231	1845/2	929	0.0		1/4	1/4	Dynamic	2/2	1	1	0				sf					
235	231	1845/2	929	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2890		articStaccatoAbove				
235	231	1847/2	930	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2891		articStaccatoAbove				
235	231	1849/2	931	0.0		3/4	3/4	Dynamic	2/2	1	1	0				sf					
235	231	1849/2	931	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2892		articStaccatoAbove				
235	231	1843/2	928	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2893		articStaccatoBelow				
235	231	1845/2	929	0.0		1/4	1/4	Dynamic	2/2	2	1	0				sf					
235	231	1845/2	929	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2894		articStaccatoBelow				
235	231	1847/2	930	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2895		articStaccatoBelow				
235	231	1849/2	931	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2896		articStaccatoBelow				
235	231	1843/2	928	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2897		articStaccatoAbove				
235	231	1845/2	929	0.0		1/4	1/4	Dynamic	2/2	3	1	0				sf					
235	231	1845/2	929	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2898		articStaccatoAbove				
235	231	1847/2	930	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2899		articStaccatoBelow				
235	231	1849/2	931	0.0		3/4	3/4	Dynamic	2/2	3	1	0				sf					
235	231	1849/2	931	0.0		3/4	3/4	Dynamic	2/2	3	1	0				sf					
235	231	1849/2	931	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2900		articStaccatoBelow				
236	232	1851/2	932	0.0		0	0	Dynamic	2/2	1	1	0				sf					
236	232	1851/2	932	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2901				405		
236	232	1855/2	934	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2902				405		
236	232	928	1869/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2903				405		
236	232	1857/2	935	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2904				405		
236	232	929	1871/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2905						
236	232	1851/2	932	0.0		0	0	Dynamic	2/2	2	1	0				sf					
236	232	1851/2	932	4.0		0	0	Chord	2/2	2	1	1	1	1	2906						
236	232	1851/2	932	0.0		0	0	Dynamic	2/2	3	1	0				sf					
236	232	1851/2	932	4.0		0	0	Chord	2/2	3	1	1	1	1	2907				406		
236	232	1851/2	932	0.0		0	0	Dynamic	2/2	4	1	0				sf					
236	232	1851/2	932	4.0		0	0	Chord	2/2	4	1	1	1	1	2908				407		
237	233	1859/2	936	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2909				408		
237	233	930	1873/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2910						
237	233	1861/2	937	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2911		articStaccatoAbove				
237	233	931	1875/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2912		articStaccatoAbove				
237	233	1863/2	938	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2913				409		
237	233	932	1877/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2914						
237	233	1865/2	939	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2915		articStaccatoBelow				
237	233	933	1879/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2916		articStaccatoBelow				
237	233	1859/2	936	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2917						
237	233	1861/2	937	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2918						
237	233	1863/2	938	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2919						
237	233	1865/2	939	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2920						
237	233	1859/2	936	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2921						
237	233	1859/2	936	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2922						
237	233	1861/2	937	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2923						
237	233	1863/2	938	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2924						
237	233	1865/2	939	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2925						
238	234	1871/2	942	0.0		1/2	1/2	Dynamic	2/2	1	1	0				p					
238	234	1871/2	942	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2926		articStaccatoAbove				
238	234	1873/2	943	0.0		3/4	3/4	Dynamic	2/2	1	1	0				sf					
238	234	1873/2	943	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2927		articStaccatoAbove				
238	234	1867/2	940	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2928		articStaccatoAbove				
238	234	1869/2	941	0.0		1/4	1/4	Dynamic	2/2	2	1	0				sf					
238	234	1869/2	941	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2929		articStaccatoAbove				
238	234	1871/2	942	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2930		articStaccatoBelow				
238	234	1873/2	943	0.0		3/4	3/4	Dynamic	2/2	2	1	0				sf					
238	234	1873/2	943	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2931		articStaccatoBelow				
238	234	1867/2	940	0.0		0	0	Dynamic	2/2	3	1	0				p					
238	234	1867/2	940	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2932		articStaccatoAbove				
238	234	1869/2	941	0.0		1/4	1/4	Dynamic	2/2	3	1	0				sf					
238	234	1869/2	941	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2933		articStaccatoAbove				
238	234	1871/2	942	0.0		1/2	1/2	Dynamic	2/2	4	1	0				p					
238	234	1871/2	942	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2934		articStaccatoAbove				
238	234	1873/2	943	0.0		3/4	3/4	Dynamic	2/2	4	1	0				sf					
238	234	1873/2	943	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2935		articStaccatoAbove				
239	235	1875/2	944	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2936		articStaccatoAbove				
239	235	1877/2	945	0.0		1/4	1/4	Dynamic	2/2	1	1	0				sf					
239	235	1877/2	945	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2937		articStaccatoAbove				
239	235	1879/2	946	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2938		articStaccatoAbove				
239	235	1881/2	947	0.0		3/4	3/4	Dynamic	2/2	1	1	0				sf					
239	235	1881/2	947	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2939		articStaccatoAbove				
239	235	1875/2	944	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2940		articStaccatoBelow				
239	235	1877/2	945	0.0		1/4	1/4	Dynamic	2/2	2	1	0				sf					
239	235	1877/2	945	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2941		articStaccatoBelow				
239	235	1879/2	946	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2942		articStaccatoAbove				
239	235	1881/2	947	0.0		3/4	3/4	Dynamic	2/2	2	1	0				sf					
239	235	1881/2	947	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2943		articStaccatoAbove				
239	235	1879/2	946	0.0		1/2	1/2	Dynamic	2/2	3	1	0				p					
239	235	1879/2	946	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2944		articStaccatoAbove				
239	235	1881/2	947	0.0		3/4	3/4	Dynamic	2/2	3	1	0				sf					
239	235	1881/2	947	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2945		articStaccatoAbove				
239	235	1875/2	944	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2946		articStaccatoAbove				
239	235	1877/2	945	0.0		1/4	1/4	Dynamic	2/2	4	1	0				sf					
239	235	1877/2	945	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2947		articStaccatoAbove				
239	235	1879/2	946	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2948		articStaccatoAbove				
239	235	1881/2	947	0.0		3/4	3/4	Dynamic	2/2	4	1	0				sf					
239	235	1881/2	947	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2949		articStaccatoAbove				
240	236	1883/2	948	0.0		0	0	Dynamic	2/2	1	1	0				f					
240	236	1883/2	948	0.0		0	0	Spanner	2/2	1	1	0									5
240	236	1883/2	948	4.0		0	0	Chord	2/2	1	1	1	1	1	2950				410		5
240	236	1883/2	948	0.0		0	0	Dynamic	2/2	2	1	0				f					
240	236	1883/2	948	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2951						
