mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
295	295	882	882	0.0	0	0	Spanner	3/4	4	1	0													779				
295	295	882	882	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	3551									779				
295	295	1767/2	1767/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3552									779				
295	295	884	884	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3553									779				
295	295	1769/2	1769/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3554													
296	296	885	885	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3555													
296	296	885	885	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	3556													
296	296	885	885	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3557													
296	296	885	885	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3558									780				
296	296	886	886	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3559									780				
296	296	1773/2	1773/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3560									780				
296	296	887	887	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3561									780				
296	296	1775/2	1775/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3562													
297	297	888	888	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3563													
297	297	888	888	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	3564													
297	297	888	888	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3565													
297	297	888	888	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	3566									781				
297	297	1779/2	1779/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3567									781				
297	297	890	890	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3568									781				
297	297	1781/2	1781/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3569													
298	298	891	891	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3570									782				
298	298	891	891	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	3571													
298	298	893	893	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3572													
298	298	891	891	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	3573													
298	298	893	893	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3574													
298	298	891	891	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3575									783				
298	298	892	892	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3576									783				
298	298	1785/2	1785/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3577									783				
298	298	893	893	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3578									783				
298	298	1787/2	1787/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3579													
299	299	894	894	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3580									782				
299	299	895	895	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3581									782				
299	299	896	896	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3582									782				
299	299	894	894	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3583									784				
299	299	895	895	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3584									784				
299	299	896	896	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3585													
299	299	894	894	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3586									785				
299	299	895	895	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3587									785				
299	299	896	896	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3588									785				
299	299	894	894	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3589													
299	299	896	896	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3590									786				
300	300	897	897	0.0	0	0	Spanner	3/4	1	1	0													782			60	
300	300	897	897	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3591									782			60	
300	300	899	899	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3592									782			60	
300	300	897	897	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3593									787				
300	300	898	898	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3594									787				
300	300	899	899	0.0	1/2	1/2	Spanner	3/4	2	1	0																61	
300	300	899	899	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3595												61	
300	300	897	897	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	3596									785				
300	300	899	899	0.0	1/2	1/2	Spanner	3/4	3	1	0													785			62	
300	300	899	899	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3597									785			62	
300	300	897	897	0.0	0	0	Spanner	3/4	4	1	0													786			63	
300	300	897	897	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3598									786			63	
300	300	899	899	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3599									786			63	
301	301	900	900	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3600									782			60	
301	301	902	902	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3601									782			60	
301	301	900	900	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3602									788			61	
301	301	901	901	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3603									788			61	
301	301	902	902	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3604												61	
301	301	900	900	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	3605												62	
301	301	902	902	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3606												62	
301	301	900	900	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3607									786			63	
301	301	902	902	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3608									786			63	
302	302	903	903	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3609									782			60	
302	302	904	904	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
302	302	904	904	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3610													
302	302	1809/2	1809/2	0.0	3/8	3/8	Spanner	3/4	1	1	0															116		
302	302	1809/2	1809/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3611									789		116		
302	302	905	905	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3612									789		116		
302	302	1811/2	1811/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3613											116		
302	302	903	903	0.0	0	0	Spanner	3/4	2	1	0															117	61	
302	302	903	903	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3614									790		117	61	
302	302	904	904	0.0	1/4	1/4	Spanner	3/4	2	1	0															117		
302	302	904	904	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	3615											117		
302	302	903	903	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	3616												62	
302	302	905	905	0.0	1/2	1/2	Spanner	3/4	3	1	0																	
302	302	905	905	0.0	1/2	1/2	Spanner	3/4	3	1	0															118		
302	302	905	905	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3617											118		
302	302	903	903	0.0	0	0	Spanner	3/4	4	1	0													786		119		
302	302	903	903	0.0	0	0	Spanner	3/4	4	1	0													786		119		
302	302	903	903	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3618									786		119		
302	302	905	905	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3619											119		
303	303	906	906	0.0	0	0	Spanner	3/4	1	1	0																	
303	303	906	906	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3620									791				
303	303	1813/2	1813/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3621													
303	303	907	907	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3622									792				
303	303	1815/2	1815/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3623									792				
303	303	908	908	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3624									792				
303	303	1817/2	1817/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3625													
303	303	906	906	0.0	0	0	Spanner	3/4	2	1	0																	
303	303	906	906	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	3626									793				
303	303	908	908	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3627									793				
303	303	906	906	0.0	0	0	Spanner	3/4	3	1	0																	
303	303	906	906	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3628													
303	303	907	907	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3629													
303	303	908	908	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3630													
303	303	906	906	0.0	0	0	Spanner	3/4	4	1	0																	
303	303	906	906	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3631									794				
304	304	909	909	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3632									795				
304	304	1819/2	1819/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3633													
304	304	910	910	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3634									796				
304	304	1821/2	1821/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3635									796				
304	304	911	911	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3636									796				
304	304	1823/2	1823/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3637													
304	304	909	909	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3638									793				
304	304	910	910	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3639									793				
304	304	911	911	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3640													
304	304	909	909	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3641													
304	304	910	910	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3642													
304	304	911	911	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3643													
304	304	909	909	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3644									794				
305	305	912	912	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3645									797				
305	305	1825/2	1825/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3646													
305	305	913	913	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3647									798				
305	305	1827/2	1827/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3648									798				
305	305	914	914	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3649									798				
305	305	1829/2	1829/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3650													
305	305	912	912	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3651									799				
305	305	913	913	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3652									799				
305	305	914	914	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3653													
305	305	912	912	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3654													
305	305	913	913	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3655													
305	305	914	914	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3656													
305	305	912	912	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3657									794				
305	305	914	914	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3658									794				
306	306	915	915	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3659									800				
306	306	1831/2	1831/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3660													
306	306	916	916	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3661									801				
306	306	1833/2	1833/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3662									801				
306	306	917	917	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3663									801				
306	306	1835/2	1835/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3664													
306	306	915	915	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3665													
306	306	916	916	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3666									802				
306	306	1833/2	1833/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3667									802				
306	306	917	917	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3668									802				
306	306	1835/2	1835/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3669									802				
306	306	915	915	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3670													
306	306	916	916	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3671													
306	306	917	917	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3672													
306	306	915	915	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3673									794				
306	306	916	916	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3674									794				
306	306	1833/2	1833/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3675									794				
306	306	917	917	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3676									794				
306	306	1835/2	1835/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3677													
307	307	918	918	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3678													
307	307	920	920	0.0	1/2	1/2	Spanner	3/4	1	1	0																64	
307	307	920	920	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3679									803			64	
307	307	918	918	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3680									802				
307	307	919	919	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3681									802				
307	307	920	920	0.0	1/2	1/2	Spanner	3/4	2	1	0													802			65	
307	307	920	920	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3682									802			65	
307	307	918	918	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3683									804				
307	307	919	919	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3684									804				
307	307	920	920	0.0	1/2	1/2	Spanner	3/4	3	1	0																66	
307	307	920	920	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3685												66	
307	307	918	918	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3686													
307	307	920	920	0.0	1/2	1/2	Spanner	3/4	4	1	0																67	
307	307	920	920	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3687									805			67	
308	308	921	921	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3688									803			64	
308	308	923	923	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3689									803			64	
308	308	921	921	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3690									802			65	
308	308	922	922	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3691									802			65	
308	308	923	923	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3692												65	
308	308	921	921	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3693												66	
308	308	922	922	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3694												66	
308	308	923	923	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3695												66	
308	308	921	921	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3696									805			67	
308	308	923	923	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3697									805			67	
309	309	924	924	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3698									803			64	
309	309	926	926	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3699									803			64	
309	309	924	924	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3700												65	
309	309	925	925	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	3701												65	
309	309	924	924	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	3702												66	
309	309	926	926	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3703												66	
309	309	924	924	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3704									805			67	
309	309	926	926	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3705									805			67	
310	310	927	927	0.0	0	0	Spanner	3/4	1	1	0													803				
310	310	927	927	0.0	0	0	Spanner	3/4	1	1	0													803		120		
310	310	927	927	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3706									803		120		
310	310	929	929	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3707											120		
310	310	927	927	0.0	0	0	Spanner	3/4	2	1	0																	
310	310	927	927	0.0	0	0	Spanner	3/4	2	1	0															121		
310	310	927	927	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3708											121		
310	310	928	928	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3709											121		
310	310	929	929	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3710											121		
310	310	927	927	0.0	0	0	Spanner	3/4	3	1	0																	
310	310	927	927	0.0	0	0	Spanner	3/4	3	1	0															122		
310	310	927	927	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	3711											122		
310	310	929	929	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3712											122		
310	310	927	927	0.0	0	0	Spanner	3/4	4	1	0													805				
310	310	927	927	0.0	0	0	Spanner	3/4	4	1	0													805		123		
310	310	927	927	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3713									805		123		
310	310	929	929	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3714											123		
311	311	930	930	0.0	0	0	Spanner	3/4	1	1	0																	
311	311	930	930	0.0	0	0	Spanner	3/4	1	1	0																68	
311	311	930	930	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3715									806			68	
311	311	932	932	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3716									806			68	
311	311	930	930	0.0	0	0	Spanner	3/4	2	1	0																	
311	311	930	930	0.0	0	0	Spanner	3/4	2	1	0																69	
311	311	930	930	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3717									807			69	
311	311	931	931	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3718									807			69	
311	311	932	932	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3719									807			69	
311	311	930	930	0.0	0	0	Spanner	3/4	3	1	0																	
311	311	930	930	0.0	0	0	Spanner	3/4	3	1	0																70	
311	311	930	930	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	3720												70	
311	311	932	932	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3721												70	
311	311	930	930	0.0	0	0	Spanner	3/4	4	1	0																	
311	311	930	930	0.0	0	0	Spanner	3/4	4	1	0																71	
311	311	930	930	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3722									808			71	
311	311	932	932	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3723									808			71	
312	312	933	933	0.0	0	0	Spanner	3/4	1	1	0													806				
312	312	933	933	0.0	0	0	Spanner	3/4	1	1	0													806		124		
312	312	933	933	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3724									806		124		
312	312	935	935	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3725											124		
312	312	933	933	0.0	0	0	Spanner	3/4	2	1	0													807				
312	312	933	933	0.0	0	0	Spanner	3/4	2	1	0													807		125		
312	312	933	933	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3726									807		125		
312	312	934	934	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3727									807		125		
312	312	935	935	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3728											125		
312	312	933	933	0.0	0	0	Spanner	3/4	3	1	0																	
312	312	933	933	0.0	0	0	Spanner	3/4	3	1	0															126		
312	312	933	933	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3729											126		
312	312	934	934	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3730											126		
312	312	935	935	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3731											126		
312	312	933	933	0.0	0	0	Spanner	3/4	4	1	0													808				
312	312	933	933	0.0	0	0	Spanner	3/4	4	1	0													808		127		
312	312	933	933	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3732									808		127		
312	312	935	935	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3733											127		
313	313	936	936	0.0	0	0	Spanner	3/4	1	1	0																	
313	313	936	936	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3734													
313	313	938	938	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3735									809				
313	313	936	936	0.0	0	0	Spanner	3/4	2	1	0																	
313	313	936	936	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	3736													
313	313	938	938	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3737													
313	313	936	936	0.0	0	0	Spanner	3/4	3	1	0																	
313	313	936	936	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3738									810				
313	313	937	937	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3739													
313	313	938	938	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3740													
313	313	936	936	0.0	0	0	Spanner	3/4	4	1	0																	
313	313	936	936	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3741													
313	313	938	938	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3742									811				
314	314	939	939	0.0	0	0	Spanner	3/4	1	1	0													809			72	
314	314	939	939	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3743									809			72	
314	314	941	941	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3744									809			72	
314	314	939	939	0.0	0	0	Spanner	3/4	2	1	0																73	
314	314	939	939	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	3745												73	
314	314	941	941	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3746												73	
314	314	939	939	0.0	0	0	Spanner	3/4	3	1	0																74	
314	314	939	939	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3747									812			74	
314	314	940	940	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3748									812			74	
314	314	941	941	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3749									812			74	
314	314	939	939	0.0	0	0	Spanner	3/4	4	1	0													811			75	
314	314	939	939	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3750									811			75	
314	314	941	941	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3751									811			75	
315	315	942	942	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3752									809			72	
315	315	944	944	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3753												72	
315	315	942	942	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	3754												73	
315	315	944	944	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3755												73	
315	315	942	942	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3756									812			74	
315	315	943	943	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3757									812			74	
315	315	944	944	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3758									812			74	
315	315	942	942	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3759									811			75	
315	315	944	944	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3760												75	
316	316	945	945	0.0	0	0	Spanner	3/4	1	1	0																	
316	316	945	945	0.0	0	0	Spanner	3/4	1	1	0															128		
316	316	945	945	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3761									813		128		
316	316	946	946	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3762									813		128		
316	316	947	947	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3763									813		128		
316	316	1895/2	1895/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3764											128		
316	316	945	945	0.0	0	0	Spanner	3/4	2	1	0																	
316	316	945	945	0.0	0	0	Spanner	3/4	2	1	0															129		
316	316	945	945	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3765									814		129		
316	316	946	946	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3766									814		129		
316	316	947	947	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3767									814		129		
316	316	1895/2	1895/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3768											129		
316	316	945	945	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	3769											129		
316	316	945	945	0.0	0	0	Spanner	3/4	3	1	0													812				
316	316	945	945	0.0	0	0	Spanner	3/4	3	1	0													812		130		
316	316	945	945	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3770									812		130		
316	316	946	946	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3771									812		130		
316	316	947	947	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3772									812		130		
316	316	1895/2	1895/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3773											130		
316	316	945	945	0.0	0	0	Spanner	3/4	4	1	0																	
316	316	945	945	0.0	0	0	Spanner	3/4	4	1	0															131		
316	316	945	945	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3774									815		131		
316	316	946	946	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3775									815		131		
316	316	947	947	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3776									815		131		
316	316	1895/2	1895/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3777											131		
317	317	948	948	0.0	0	0	Spanner	3/4	1	1	0																	
317	317	948	948	0.0	0	0	Spanner	3/4	1	1	0																76	
317	317	948	948	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3778												76	
317	317	950	950	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3779									816			76	
317	317	948	948	0.0	0	0	Spanner	3/4	2	1	0																	
317	317	948	948	0.0	0	0	Spanner	3/4	2	1	0																77	
317	317	948	948	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	3780									817			77	
317	317	950	950	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3781									817			77	
317	317	948	948	0.0	0	0	Spanner	3/4	3	1	0																	
317	317	948	948	0.0	0	0	Spanner	3/4	3	1	0																78	
317	317	948	948	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3782												78	
317	317	949	949	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3783												78	
317	317	950	950	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3784									818			78	
317	317	948	948	0.0	0	0	Spanner	3/4	4	1	0																	
317	317	948	948	0.0	0	0	Spanner	3/4	4	1	0																79	
317	317	948	948	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3785												79	
317	317	950	950	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3786									819			79	
318	318	951	951	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3787									816			76	
318	318	953	953	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3788									816			76	
318	318	951	951	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	3789									817			77	
318	318	953	953	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3790									817			77	
