mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
206	205	2312/3	2372/3	0.3333333333333333		11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	3236										
207	206	771	791	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	3237							373			
207	206	2314/3	2374/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	3238										
207	206	2315/3	2375/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	3239		articStaccatoAbove								
207	206	772	792	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	3240										
207	206	2317/3	2377/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	3241										
207	206	2318/3	2378/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	3242										
207	206	773	793	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	3243							374			
207	206	2320/3	2380/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	3244										
207	206	2321/3	2381/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	3245		articStaccatoAbove								
207	206	774	794	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	3246										
207	206	2323/3	2383/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	3247										
207	206	2324/3	2384/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	3248										
207	206	771	791	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	3249							375			
207	206	2314/3	2374/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	3250										
207	206	2315/3	2375/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	3251		articStaccatoAbove								
207	206	772	792	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	3252										
207	206	2317/3	2377/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	3253										
207	206	2318/3	2378/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	3254										
207	206	773	793	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	3255							376			
207	206	2320/3	2380/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	3256										
207	206	2321/3	2381/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	3257										
207	206	774	794	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	3258										
207	206	2323/3	2383/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	3259										
207	206	2324/3	2384/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	3260										
207	206	771	791	0.3333333333333333		0	0	Chord	4/4	3	1	1/12		1/8	2/3	3261							377			
207	206	2314/3	2374/3	0.3333333333333333		1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	3262										
207	206	2315/3	2375/3	0.3333333333333333		1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	3263		articStaccatoBelow								
207	206	772	792	0.3333333333333333		1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	3264										
207	206	2317/3	2377/3	0.3333333333333333		1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	3265										
207	206	2318/3	2378/3	0.3333333333333333		5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	3266										
207	206	773	793	0.3333333333333333		1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	3267							378			
207	206	2320/3	2380/3	0.3333333333333333		7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	3268										
207	206	2321/3	2381/3	0.3333333333333333		2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	3269		articStaccatoBelow								
207	206	774	794	0.3333333333333333		3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	3270										
207	206	2323/3	2383/3	0.3333333333333333		5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	3271										
207	206	2324/3	2384/3	0.3333333333333333		11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	3272										
207	206	771	791	0.3333333333333333		0	0	Chord	4/4	4	1	1/12		1/8	2/3	3273							379			
207	206	2314/3	2374/3	0.3333333333333333		1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	3274										
207	206	2315/3	2375/3	0.3333333333333333		1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	3275		articStaccatoBelow								
207	206	772	792	0.3333333333333333		1/4	1/4	Chord	4/4	4	1	1/12		1/8	2/3	3276										
207	206	2317/3	2377/3	0.3333333333333333		1/3	1/3	Chord	4/4	4	1	1/12		1/8	2/3	3277										
207	206	2318/3	2378/3	0.3333333333333333		5/12	5/12	Chord	4/4	4	1	1/12		1/8	2/3	3278										
207	206	773	793	0.3333333333333333		1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	3279							380			
207	206	2320/3	2380/3	0.3333333333333333		7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	3280										
207	206	2321/3	2381/3	0.3333333333333333		2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	3281		articStaccatoBelow								
207	206	774	794	0.3333333333333333		3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	3282										
207	206	2323/3	2383/3	0.3333333333333333		5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	3283										
207	206	2324/3	2384/3	0.3333333333333333		11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	3284										
208	207	775	795	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	3285										
208	207	777	797	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3286							381			
208	207	1555/2	1595/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3287							381			
208	207	3111/4	3191/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3288							381			
208	207	778	798	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	3289							381			
208	207	3113/4	3193/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	3290							381			
208	207	1557/2	1597/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	3291							381			
208	207	3115/4	3195/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	3292										
208	207	775	795	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	3293										
208	207	777	797	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	3294							382			
208	207	1555/2	1595/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3295							382			
208	207	3111/4	3191/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3296							382			
208	207	778	798	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3297							382			
208	207	3113/4	3193/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3298							382			
208	207	1557/2	1597/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3299							382			
208	207	3115/4	3195/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3300										
208	207	775	795	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	3301							383			
208	207	3101/4	3181/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	3302							383			
208	207	1551/2	1591/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	3303							383			
208	207	3103/4	3183/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	3304							383			
208	207	776	796	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	3305							383			
208	207	3105/4	3185/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	3306							383			
208	207	1553/2	1593/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	3307							383			
208	207	3107/4	3187/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	3308										
208	207	777	797	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	3309							384			
208	207	3109/4	3189/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	3310							384			
208	207	1555/2	1595/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	3311							384			
208	207	3111/4	3191/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	3312							384			
208	207	778	798	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	3313							384			
208	207	3113/4	3193/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	3314							384			
208	207	1557/2	1597/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	3315							384			
208	207	3115/4	3195/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	3316										
208	207	775	795	0.25		0	0	Chord	4/4	4	1	1/16		1/16	1	3317							385			
208	207	3101/4	3181/4	0.25		1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	3318							385			
208	207	1551/2	1591/2	0.25		1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	3319							385			
208	207	3103/4	3183/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	3320							385			
208	207	776	796	0.25		1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	3321							385			
208	207	3105/4	3185/4	0.25		5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	3322							385			
208	207	1553/2	1593/2	0.25		3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	3323							385			
208	207	3107/4	3187/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	3324										
208	207	777	797	0.25		1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	3325							386			
208	207	3109/4	3189/4	0.25		9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	3326							386			
208	207	1555/2	1595/2	0.25		5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	3327							386			
208	207	3111/4	3191/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	3328							386			
208	207	778	798	0.25		3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	3329							386			
208	207	3113/4	3193/4	0.25		13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	3330							386			
208	207	1557/2	1597/2	0.25		7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	3331							386			
208	207	3115/4	3195/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	3332										
209	208	779	799	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	3333										
209	208	780	800	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	3334										
209	208	781	801	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3335										
209	208	782	802	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3336										
209	208	779	799	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	3337										
209	208	779	799	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	3338										
209	208	779	799	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	3339										
210	209	783	803	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	3340										
210	209	784	804	0.0		1/4	1/4	Dynamic	4/4	1	1	0					p									
210	209	784	804	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	3341										
210	209	785	805	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	3342										
210	209	786	806	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3343		articStaccatoAbove								
210	209	786	806	0.0		3/4	3/4	Dynamic	4/4	3	1	0					p									
210	209	786	806	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	3344		articStaccatoAbove								
210	209	783	803	0.0		0	0	Dynamic	4/4	4	1	0					fp									
210	209	783	803	0.0		0	0	Dynamic	4/4	4	1	0					p									
210	209	783	803	4.0		0	0	Chord	4/4	4	1	1		1	1	3345										
211	210	787	807	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3346							387			
211	210	788	808	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	3347		ornamentTrill					387			
211	210	789	809	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3348							387			
211	210	790	810	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3349							387			
211	210	1581/2	1621/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3350										
211	210	787	807	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	3351							388			
211	210	789	809	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	3352										
211	210	787	807	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	3353							389			
211	210	789	809	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	3354										
211	210	787	807	4.0		0	0	Chord	4/4	4	1	1		1	1	3355										
212	211	791	811	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	3356										
212	211	792	812	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	3357		articStaccatoAbove								
212	211	793	813	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	3358										
212	211	791	811	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	3359										
212	211	794	814	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3360		articStaccatoAbove								
212	211	791	811	3.0		0	0	Chord	4/4	3	1	3/4		1/2	3/2	3361										
212	211	794	814	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	3362		articStaccatoAbove								
212	211	791	811	4.0		0	0	Chord	4/4	4	1	1		1	1	3363										
213	212	795	815	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3364							390			
213	212	796	816	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	3365		ornamentTrill					390			
213	212	797	817	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3366							390			
213	212	798	818	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3367							390			
213	212	1597/2	1637/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3368										
213	212	795	815	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	3369							391			
213	212	797	817	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	3370										
213	212	795	815	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	3371							392			
213	212	797	817	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	3372										
213	212	795	815	4.0		0	0	Chord	4/4	4	1	1		1	1	3373										
214	213	799	819	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	3374										
214	213	800	820	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	3375										
214	213	801	821	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	3376										
214	213	799	819	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	3377										
214	213	802	822	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3378							393			
214	213	1605/2	1645/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	3379										
214	213	799	819	3.0		0	0	Chord	4/4	3	1	3/4		1/2	3/2	3380										
214	213	802	822	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	3381		articStaccatoAbove								
214	213	799	819	3.0		0	0	Chord	4/4	4	1	3/4		1/2	3/2	3382										
214	213	802	822	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	3383		articStaccatoAbove								
215	214	803	823	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3384							394			
215	214	804	824	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	3385							394			
215	214	1609/2	1649/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	3386							394			
215	214	805	825	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3387							394			
215	214	806	826	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3388							394			
215	214	1613/2	1653/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3389										
215	214	803	823	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	3390							395			
215	214	804	824	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	3391							395			
215	214	1609/2	1649/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	3392							395			
215	214	805	825	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	3393							395			
215	214	806	826	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3394							395			
215	214	1613/2	1653/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	3395										
215	214	803	823	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	3396							396			
215	214	805	825	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	3397							396			
215	214	803	823	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	3398							397			
215	214	805	825	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	3399							397			
216	215	807	827	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	3400							398			
216	215	808	828	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	3401							398			
216	215	1617/2	1657/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	3402							398			
216	215	809	829	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3403							398			
216	215	810	830	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3404							398			
216	215	1621/2	1661/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3405										
216	215	807	827	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	3406							399			
216	215	808	828	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	3407							399			
216	215	1617/2	1657/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	3408							399			
216	215	809	829	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	3409							399			
216	215	810	830	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3410							399			
216	215	1621/2	1661/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	3411										
216	215	807	827	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	3412							396			
216	215	809	829	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	3413										
216	215	807	827	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	3414							397			
216	215	809	829	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	3415										
217	216	811	831	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	3416										
217	216	813	833	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3417							400			
217	216	3253/4	3333/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3418							400			
217	216	1627/2	1667/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3419							400			
217	216	3255/4	3335/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3420										
217	216	814	834	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3421										
217	216	1629/2	1669/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3422										
217	216	811	831	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3423							401			
217	216	3245/4	3325/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3424							401			
217	216	1623/2	1663/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3425							401			
217	216	3247/4	3327/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3426							401			
217	216	812	832	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3427							401			
217	216	3249/4	3329/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3428							401			
217	216	1625/2	1665/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3429							401			
217	216	3251/4	3331/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3430										
217	216	813	833	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	3431										
217	216	811	831	1.5		0	0	Chord	4/4	3	1	3/8		1/4	3/2	3432							402			
217	216	1625/2	1665/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	3433							402			
217	216	813	833	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	3434										
217	216	811	831	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	3435							403			
217	216	813	833	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	3436										
218	217	815	835	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	3437										
218	217	817	837	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	3438							404			
218	217	3269/4	3349/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	3439							404			
218	217	1635/2	1675/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	3440							404			
218	217	3271/4	3351/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	3441										
218	217	818	838	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3442										
218	217	1637/2	1677/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3443										
218	217	815	835	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	3444							405			
218	217	3261/4	3341/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	3445							405			
218	217	1631/2	1671/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	3446							405			
218	217	3263/4	3343/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	3447							405			
218	217	816	836	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	3448							405			
218	217	3265/4	3345/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	3449							405			
218	217	1633/2	1673/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	3450							405			
218	217	3267/4	3347/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	3451										
218	217	817	837	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	3452										
218	217	815	835	1.5		0	0	Chord	4/4	3	1	3/8		1/4	3/2	3453							406			
218	217	1633/2	1673/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	3454							406			
218	217	817	837	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	3455										
218	217	815	835	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	3456							407			
218	217	817	837	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	3457										
219	218	3277/4	3357/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	3458							408			
219	218	1639/2	1679/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	3459							408			
219	218	3279/4	3359/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	3460							408			
219	218	820	840	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3461							408			
219	218	3281/4	3361/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3462							408			
219	218	1641/2	1681/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3463							408			
219	218	3283/4	3363/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3464										
219	218	821	841	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3465										
219	218	819	839	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	3466										
219	218	821	841	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3467										
219	218	3285/4	3365/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3468							409			
219	218	1643/2	1683/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3469							409			
219	218	3287/4	3367/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3470							409			
219	218	822	842	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3471							409			
219	218	3289/4	3369/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3472							409			
219	218	1645/2	1685/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3473							409			
219	218	3291/4	3371/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3474										
219	218	819	839	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	3475										
219	218	821	841	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	3476							410			
219	218	3285/4	3365/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	3477							410			
219	218	1643/2	1683/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	3478							410			
219	218	3287/4	3367/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	3479										
219	218	822	842	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	3480										
219	218	1645/2	1685/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	3481										
219	218	819	839	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	3482							411			
219	218	821	841	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	3483										
220	219	3293/4	3373/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	3484							412			
220	219	1647/2	1687/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	3485							412			
220	219	3295/4	3375/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	3486							412			
220	219	824	844	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	3487							412			
220	219	3297/4	3377/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	3488							412			
220	219	1649/2	1689/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	3489							412			
220	219	3299/4	3379/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3490										
220	219	825	845	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3491										
220	219	823	843	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	3492										
220	219	825	845	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	3493										
220	219	3301/4	3381/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	3494							413			
220	219	1651/2	1691/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	3495							413			
220	219	3303/4	3383/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	3496							413			
220	219	826	846	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	3497							413			
220	219	3305/4	3385/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	3498							413			
220	219	1653/2	1693/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	3499							413			
220	219	3307/4	3387/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3500										
220	219	823	843	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	3501										
220	219	825	845	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	3502							414			
220	219	3301/4	3381/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	3503							414			
