mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
35	34	100	100	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	266	articStaccatoAbove						
35	34	102	102	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	267							
35	34	100	100	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	268	articStaccatoAbove						
35	34	102	102	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	269							
35	34	100	100	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	270							
35	34	101	101	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	271							
35	34	100	100	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	272							
35	34	101	101	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	273							
36	35	103	103	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	274							
36	35	105	105	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	275							
36	35	103	103	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	276							
36	35	105	105	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	277							
36	35	103	103	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	278							
36	35	104	104	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	279							
36	35	103	103	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	280							
36	35	104	104	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	281							
37	36	106	106	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	282							
37	36	108	108	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	283							
37	36	106	106	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	284							
37	36	108	108	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	285							
37	36	106	106	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	286							
37	36	107	107	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	287							
37	36	106	106	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	288							
37	36	107	107	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	289							
38	37	109	109	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	290							
38	37	111	111	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	291							
38	37	109	109	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	292							
38	37	111	111	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	293							
38	37	109	109	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>dim.</i>"					
38	37	109	109	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	294							
38	37	110	110	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	295							
38	37	109	109	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	296							
38	37	110	110	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	297							
39	38	112	112	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>dim.</i>"					
39	38	112	112	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	298							
39	38	114	114	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	299							
39	38	112	112	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>dim.</i>"					
39	38	112	112	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	300							
39	38	114	114	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	301							
39	38	112	112	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	302							
39	38	113	113	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	303							
39	38	112	112	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	304							
39	38	113	113	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	305							
40	39	115	115	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	306							
40	39	117	117	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	307							
40	39	115	115	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	308							
40	39	117	117	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	309							
40	39	115	115	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>pp</i></b>"					
40	39	115	115	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	310							
40	39	116	116	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	311	articStaccatoBelow						
40	39	117	117	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	312	articStaccatoBelow						
40	39	115	115	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	313							
40	39	116	116	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	314	articStaccatoBelow						
40	39	117	117	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	315	articStaccatoBelow						
41	40	118	118	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>pp</i></b>"					
41	40	118	118	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	316	articStaccatoAbove						
41	40	119	119	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	317	articStaccatoAbove						
41	40	120	120	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	318	articStaccatoAbove						
41	40	118	118	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>pp</i></b>"					
41	40	118	118	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	319	articStaccatoAbove						
41	40	119	119	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	320	articStaccatoAbove						
41	40	120	120	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	321	articStaccatoBelow						
41	40	118	118	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	322	articStaccatoBelow						
41	40	119	119	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	323	articStaccatoBelow						
41	40	120	120	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	324	articStaccatoBelow						
41	40	118	118	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	325	articStaccatoBelow						
42	41	121	121	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	326	articStaccatoAbove						
42	41	121	121	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	327	articStaccatoBelow						
42	41	121	121	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	328							
42	41	122	122	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	329	articStaccatoBelow						
42	41	123	123	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	330	articStaccatoBelow						
43	42	125	125	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	331	articStaccatoAbove						
43	42	126	126	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	332	articStaccatoAbove						
43	42	125	125	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	333	articStaccatoBelow						
43	42	126	126	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	334	articStaccatoBelow						
43	42	125	125	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	335	articStaccatoBelow						
43	42	126	126	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	336	articStaccatoBelow						
43	42	124	124	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	337	articStaccatoBelow						
44	43	127	127	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	338	articStaccatoAbove						
44	43	127	127	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	339							
44	43	128	128	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	340							
44	43	129	129	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	341							
44	43	127	127	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	342							
44	43	128	128	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	343							
44	43	129	129	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	344							
44	43	128	128	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	345	articStaccatoBelow						
44	43	129	129	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	346	articStaccatoBelow						
45	44	131	131	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	347							
45	44	132	132	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	348							
45	44	130	130	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	349							
45	44	131	131	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	350							
45	44	132	132	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	351							
45	44	130	130	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	352							
45	44	131	131	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	353							
45	44	132	132	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	354							
45	44	130	130	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	355	articStaccatoBelow						
45	44	131	131	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	356	articStaccatoBelow						
45	44	132	132	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	357							
46	45	133	133	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	358	articStaccatoAbove						
46	45	134	134	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	359	articStaccatoAbove						
46	45	135	135	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	360	articStaccatoAbove						
46	45	133	133	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	361	articStaccatoAbove						
46	45	134	134	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	362	articStaccatoAbove						
46	45	135	135	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	363	articStaccatoAbove						
46	45	133	133	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	364							
46	45	134	134	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	365							
46	45	135	135	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	366							
46	45	133	133	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	367							
46	45	134	134	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	368							
46	45	135	135	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	369							
47	46	136	136	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	370							
47	46	137	137	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	371							
47	46	138	138	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	372	articStaccatoAbove						
47	46	136	136	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	373							
47	46	137	137	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	374							
47	46	138	138	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	375							
47	46	136	136	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	376							
47	46	137	137	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	377							
47	46	138	138	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	378							
47	46	136	136	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	379							
47	46	137	137	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	380							
47	46	138	138	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	381							
48	47	139	139	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	382	articStaccatoAbove						
48	47	140	140	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	383	articStaccatoAbove						
48	47	141	141	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	384	articStaccatoAbove						
48	47	139	139	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	385	articStaccatoBelow						
48	47	140	140	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	386	articStaccatoBelow						
48	47	141	141	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	387	articStaccatoBelow						
48	47	139	139	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	388							
48	47	139	139	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	389							
49	48	142	142	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	390							
49	48	142	142	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	391							
49	48	143	143	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	392	articStaccatoBelow						
49	48	144	144	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	393	articStaccatoAbove						
49	48	143	143	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	394	articStaccatoAbove						
49	48	144	144	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	395	articStaccatoAbove						
50	49	146	146	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	396							
50	49	147	147	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	397							
50	49	146	146	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	398							
50	49	147	147	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	399							
50	49	145	145	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	400							
50	49	145	145	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	401	articStaccatoAbove						
51	50	148	148	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	402							
51	50	148	148	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	403							
51	50	149	149	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	404							
51	50	150	150	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	405							
51	50	149	149	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	406							
51	50	150	150	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	407							
52	51	152	152	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	408							
52	51	153	153	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	409							
52	51	152	152	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	410							
52	51	153	153	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	411							
52	51	151	151	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	412							
52	51	151	151	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	413							
53	52	154	154	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	414							
53	52	155	155	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	415							
53	52	156	156	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	416							
53	52	154	154	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	417							
53	52	155	155	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	418							
53	52	156	156	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	419							
53	52	155	155	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	420							
53	52	156	156	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	421							
53	52	155	155	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	422							
53	52	156	156	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	423							
54	53	157	157	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	424							
54	53	158	158	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	425							
54	53	159	159	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	426							
54	53	157	157	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	427							
54	53	158	158	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	428							
54	53	159	159	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	429							
54	53	157	157	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	430	articStaccatoBelow						
54	53	158	158	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	431	articStaccatoBelow						
54	53	159	159	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	432	articStaccatoBelow						
54	53	157	157	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	433	articStaccatoAbove						
54	53	158	158	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	434	articStaccatoAbove						
54	53	159	159	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	435	articStaccatoAbove						
55	54	160	160	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	436							
55	54	161	161	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	437							
55	54	162	162	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	438							
55	54	160	160	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	439							
55	54	161	161	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	440							
55	54	162	162	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	441							
55	54	160	160	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	442						17	
55	54	161	161	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	443							
55	54	162	162	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	444	articStaccatoBelow						
55	54	160	160	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	445						18	
55	54	161	161	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	446							
55	54	162	162	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	447	articStaccatoBelow						
56	55	163	163	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	448	articStaccatoAbove						
56	55	164	164	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	449	articStaccatoAbove						
56	55	165	165	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	450	articStaccatoAbove						
56	55	163	163	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	451	articStaccatoAbove						
56	55	164	164	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	452	articStaccatoBelow						
56	55	165	165	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	453	articStaccatoAbove						
56	55	163	163	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	454	articStaccatoBelow						
56	55	164	164	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	455	articStaccatoAbove						
56	55	165	165	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	456	articStaccatoAbove						
56	55	163	163	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	457	articStaccatoAbove						
56	55	164	164	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	458	articStaccatoBelow						
56	55	165	165	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	459	articStaccatoAbove						
57	56	166	166	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>cresc.</i>"					
57	56	166	166	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	460						19	
57	56	167	167	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	461							
57	56	168	168	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	462	articStaccatoAbove						
57	56	166	166	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>cresc.</i>"					
57	56	166	166	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	463						20	
57	56	167	167	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	464							
57	56	168	168	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	465	articStaccatoBelow						
57	56	166	166	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	466						21	
57	56	167	167	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	467							
57	56	168	168	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	468	articStaccatoBelow						
57	56	166	166	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>cresc.</i>"					
57	56	166	166	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>cresc.</i>"					
57	56	166	166	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	469						22	
57	56	167	167	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	470							
57	56	168	168	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	471	articStaccatoBelow						
58	57	169	169	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	472						23	
58	57	170	170	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	473							
58	57	171	171	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	474	articStaccatoAbove						
58	57	169	169	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	475						24	
58	57	170	170	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	476							
58	57	171	171	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	477	articStaccatoBelow						
58	57	169	169	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	478						25	
58	57	170	170	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	479							
58	57	171	171	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	480	articStaccatoBelow						
58	57	169	169	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	481	articStaccatoBelow						
58	57	170	170	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	482	articStaccatoBelow						
58	57	171	171	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	483	articStaccatoBelow						
59	58	172	172	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	484						26	
59	58	173	173	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	485							
59	58	174	174	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	486	articStaccatoAbove						
59	58	172	172	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	487						27	
59	58	173	173	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	488							
59	58	174	174	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	489	articStaccatoBelow						
59	58	172	172	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	490						28	
59	58	173	173	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	491							
59	58	174	174	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	492	articStaccatoBelow						
59	58	172	172	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	493							
59	58	173	173	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	494							
59	58	174	174	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	495							
60	59	175	175	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>dim.</i>"					
60	59	175	175	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	496						29	
60	59	176	176	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	497							
60	59	177	177	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	498	articStaccatoAbove						
60	59	175	175	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	499	articStaccatoAbove						
60	59	176	176	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	500	articStaccatoBelow						
60	59	177	177	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	501	articStaccatoAbove						
60	59	175	175	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>dim.</i>"					
60	59	175	175	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	502						30	
60	59	176	176	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	503							
60	59	177	177	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	504	articStaccatoBelow						
60	59	175	175	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>dim.</i>"					
60	59	175	175	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	505						31	
60	59	176	176	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	506							
60	59	177	177	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	507	articStaccatoBelow						
61	60	178	178	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	508							
61	60	179	179	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	509							
61	60	180	180	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	510							
61	60	178	178	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	511	articStaccatoBelow						
61	60	179	179	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	512	articStaccatoBelow						
61	60	180	180	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	513	articStaccatoBelow						
61	60	178	178	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	514	articStaccatoBelow						
61	60	179	179	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	515	articStaccatoBelow						
61	60	180	180	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	516	articStaccatoAbove						
61	60	178	178	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	517	articStaccatoBelow						
61	60	179	179	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	518	articStaccatoBelow						
61	60	180	180	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	519	articStaccatoBelow						
62	61	181	181	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	520						32	
62	61	182	182	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	521							
62	61	183	183	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	522	articStaccatoAbove						
62	61	181	181	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	523							
62	61	182	182	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	524							
62	61	183	183	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	525							
62	61	181	181	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	526						33	
62	61	182	182	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	527							
62	61	183	183	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	528	articStaccatoBelow						
62	61	181	181	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	529						34	
62	61	182	182	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	530							
62	61	183	183	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	531	articStaccatoBelow						
63	62	184	184	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>sempre</i>"					
63	62	184	184	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>p</i></b>"					
63	62	184	184	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	532							
63	62	185	185	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	533							
63	62	186	186	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	534							
63	62	184	184	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"					
63	62	184	184	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	535	articStaccatoBelow						
63	62	185	185	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	536	articStaccatoBelow						
63	62	186	186	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	537	articStaccatoBelow						
63	62	184	184	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>sempre</i>"					
63	62	184	184	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"					
