mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va
76	73	218	220	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	775		articStaccatoBelow			
76	73	219	221	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	776		articStaccatoBelow			
76	73	217	219	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	777					
76	73	218	220	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	778		articStaccatoBelow			
76	73	219	221	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	779		articStaccatoBelow			
77	74	220	222	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	780					
77	74	661/3	667/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	781					
77	74	662/3	668/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	782					
77	74	221	223	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	783					
77	74	664/3	670/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	784					
77	74	665/3	671/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	785					
77	74	222	224	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	786					
77	74	667/3	673/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	787					
77	74	668/3	674/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	788					
77	74	220	222	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	789				114	
77	74	443/2	447/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	790					
77	74	222	224	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	791		articStaccatoAbove			
77	74	220	222	1.5		0	0	Chord	3/4	4	1	3/8		1/4	3/2	792				115	
77	74	443/2	447/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	793					
77	74	222	224	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	794		articStaccatoBelow			
78	75	223	225	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	795					
78	75	670/3	676/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	796					
78	75	671/3	677/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	797					
78	75	224	226	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	798					
78	75	673/3	679/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	799					
78	75	674/3	680/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	800					
78	75	225	227	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	801					
78	75	676/3	682/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	802					
78	75	677/3	683/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	803					
78	75	224	226	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	804		articStaccatoAbove			
78	75	225	227	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	805		articStaccatoAbove			
78	75	223	225	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	806					
78	75	223	225	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	807					
79	76	226	228	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	808					
79	76	679/3	685/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	809					
79	76	680/3	686/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	810					
79	76	227	229	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	811					
79	76	682/3	688/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	812					
79	76	683/3	689/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	813					
79	76	228	230	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	814					
79	76	685/3	691/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	815					
79	76	686/3	692/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	816					
79	76	226	228	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	817				116	
79	76	455/2	459/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	818					
79	76	228	230	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	819		articStaccatoBelow			
79	76	226	228	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	820					
79	76	226	228	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	821					
80	77	229	231	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	822					
80	77	688/3	694/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	823					
80	77	689/3	695/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	824					
80	77	230	232	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	825					
80	77	691/3	697/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	826					
80	77	692/3	698/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	827					
80	77	231	233	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	828					
80	77	694/3	700/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	829					
80	77	695/3	701/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	830					
80	77	229	231	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	831					
80	77	229	231	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	832					
80	77	230	232	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	833		articStaccatoBelow			
80	77	231	233	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	834		articStaccatoBelow			
80	77	229	231	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	835					
80	77	230	232	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	836		articStaccatoBelow			
80	77	231	233	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	837		articStaccatoBelow			
81	78	232	234	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	838					
81	78	697/3	703/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	839					
81	78	698/3	704/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	840					
81	78	233	235	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	841					
81	78	700/3	706/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	842					
81	78	701/3	707/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	843					
81	78	234	236	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	844					
81	78	703/3	709/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	845					
81	78	704/3	710/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	846					
81	78	232	234	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	847				117	
81	78	467/2	471/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	848					
81	78	234	236	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	849		articStaccatoAbove			
81	78	232	234	1.5		0	0	Chord	3/4	4	1	3/8		1/4	3/2	850				118	
81	78	467/2	471/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	851					
81	78	234	236	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	852		articStaccatoBelow			
82	79	235	237	0.0		0	0	StaffText	3/4	1	1	0							cresc.		
82	79	235	237	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	853					
82	79	706/3	712/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	854					
82	79	707/3	713/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	855					
82	79	236	238	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	856					
82	79	709/3	715/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	857					
82	79	710/3	716/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	858					
82	79	237	239	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	859					
82	79	712/3	718/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	860					
82	79	713/3	719/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	861					
82	79	236	238	0.0		1/4	1/4	StaffText	3/4	2	1	0							cresc.		
82	79	236	238	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	862		articStaccatoAbove			
82	79	237	239	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	863		articStaccatoAbove			
82	79	235	237	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	864					
82	79	235	237	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	865					
83	80	238	240	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	866					
83	80	715/3	721/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	867					
83	80	716/3	722/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	868					
83	80	239	241	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	869					
83	80	718/3	724/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	870					
83	80	719/3	725/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	871					
83	80	240	242	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	872					
83	80	721/3	727/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	873					
83	80	722/3	728/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	874					
83	80	238	240	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	875				119	
83	80	479/2	483/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	876					
83	80	240	242	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	877		articStaccatoBelow			
83	80	239	241	0.0		1/4	1/4	StaffText	3/4	3	1	0							cresc.		
83	80	239	241	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	878		articStaccatoBelow			
83	80	240	242	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	879		articStaccatoBelow			
83	80	239	241	0.0		1/4	1/4	StaffText	3/4	4	1	0							cresc.		
83	80	239	241	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	880		articStaccatoAbove			
83	80	240	242	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	881		articStaccatoAbove			
84	81	241	243	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	882					
84	81	724/3	730/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	883					
84	81	725/3	731/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	884					
84	81	242	244	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	885					
84	81	727/3	733/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	886					
84	81	728/3	734/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	887					
84	81	243	245	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	888					
84	81	730/3	736/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	889					
84	81	731/3	737/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	890					
84	81	242	244	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	891		articStaccatoAbove			
84	81	243	245	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	892		articStaccatoAbove			
84	81	241	243	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	893				120	
84	81	485/2	489/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	894					
84	81	243	245	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	895		articStaccatoAbove			
84	81	241	243	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	896					
85	82	244	246	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	897					
85	82	733/3	739/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	898					
85	82	734/3	740/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	899					
85	82	245	247	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	900					
85	82	736/3	742/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	901					
85	82	737/3	743/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	902					
85	82	246	248	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	903					
85	82	739/3	745/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	904					
85	82	740/3	746/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	905					
85	82	244	246	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	906				121	
85	82	491/2	495/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	907					
85	82	246	248	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	908		articStaccatoBelow			
85	82	245	247	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	909		articStaccatoBelow			
85	82	246	248	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	910		articStaccatoBelow			
85	82	245	247	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	911		articStaccatoBelow			
85	82	246	248	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	912		articStaccatoBelow			
86	83	247	249	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	913					
86	83	742/3	748/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	914					
86	83	743/3	749/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	915					
86	83	248	250	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	916					
86	83	745/3	751/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	917					
86	83	746/3	752/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	918					
86	83	249	251	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	919					
86	83	748/3	754/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	920					
86	83	749/3	755/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	921					
86	83	248	250	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	922		articStaccatoAbove			
86	83	249	251	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	923		articStaccatoAbove			
86	83	247	249	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	924				122	
86	83	497/2	501/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	925					
86	83	249	251	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	926		articStaccatoAbove			
86	83	247	249	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	927					
87	84	250	252	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	928					
87	84	751/3	757/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	929					
87	84	752/3	758/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	930					
87	84	251	253	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	931					
87	84	754/3	760/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	932					
87	84	755/3	761/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	933					
87	84	252	254	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	934					
87	84	757/3	763/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	935					
87	84	758/3	764/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	936					
87	84	250	252	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	937				123	
87	84	503/2	507/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	938					
87	84	252	254	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	939		articStaccatoBelow			
88	85	253	255	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	940					
88	85	760/3	766/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	941					
88	85	761/3	767/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	942					
88	85	254	256	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	943					
88	85	763/3	769/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	944					
88	85	764/3	770/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	945					
88	85	255	257	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	946					
88	85	766/3	772/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	947					
88	85	767/3	773/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	948					
88	85	253	255	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	949				124	
88	85	509/2	513/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	950					
88	85	255	257	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	951		articStaccatoAbove			
89	86	256	258	0.0		0	0	Spanner	3/4	1	1	0									0
89	86	256	258	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	952					0
89	86	769/3	775/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	953					0
89	86	770/3	776/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	954					0
89	86	257	259	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	955					0
89	86	772/3	778/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	956					0
89	86	773/3	779/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	957					0
89	86	258	260	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	958					0
89	86	775/3	781/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	959					0
89	86	776/3	782/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	960					0
89	86	256	258	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	961				125	
89	86	515/2	519/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	962					
89	86	258	260	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	963		articStaccatoAbove			
89	86	256	258	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	964				126	
89	86	515/2	519/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	965					
89	86	258	260	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	966		articStaccatoAbove			
89	86	256	258	1.5		0	0	Chord	3/4	4	1	3/8		1/4	3/2	967				127	
89	86	515/2	519/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	968					
89	86	258	260	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	969		articStaccatoAbove			
90	87	259	261	0.0		0	0	Dynamic	3/4	1	1	0					sfp				0
90	87	259	261	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	970					0
90	87	259	261	0.0		0	0	Dynamic	3/4	2	1	0					sfp				
90	87	259	261	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	971					
90	87	259	261	0.0		0	0	Dynamic	3/4	3	1	0					sfp				
90	87	259	261	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	972					
90	87	259	261	0.0		0	0	Dynamic	3/4	4	1	0					sfp				
90	87	259	261	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	973					
91	88	262	264	0.0		0	0	Spanner	3/4	1	1	0									
91	88	525/2	529/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0					p				
91	88	525/2	529/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	974				128	
91	88	263	265	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	975				128	
91	88	527/2	531/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	976				128	
91	88	264	266	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	977				128	
91	88	529/2	533/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	978					
91	88	264	266	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p				
91	88	264	266	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	979				129	
91	88	264	266	0.0		1/2	1/2	Dynamic	3/4	3	1	0					p				
91	88	264	266	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	980					
91	88	264	266	0.0		1/2	1/2	Dynamic	3/4	4	1	0					p				
91	88	264	266	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	981				130	
92	89	265	267	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	982				131	
92	89	533/2	537/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	983					
92	89	267	269	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	984		articStaccatoAbove			
92	89	265	267	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	985					
92	89	265	267	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	986					
92	89	265	267	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	987					
93	90	268	270	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	988				132	
93	90	539/2	543/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	989					
93	90	270	272	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	990					
93	90	268	270	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	991					
93	90	268	270	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	992					
93	90	268	270	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	993					
94	91	271	273	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	994				133	
94	91	273	275	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	995				133	
94	91	273	275	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	996				133	
94	91	273	275	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	997				133	
94	91	273	275	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	998				133	
94	91	273	275	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	999				133	
94	91	547/2	551/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1000					
94	91	272	274	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1001				134	
94	91	273	275	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1002				134	
94	91	272	274	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1003				135	
94	91	273	275	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1004				135	
94	91	272	274	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1005					
94	91	273	275	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1006					
95	92	274	276	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1007					
95	92	274	276	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1008					
95	92	274	276	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1009					
95	92	274	276	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1010					
96	93	277	279	0.0		0	0	StaffText	3/4	1	1	0							decresc.		
96	93	277	279	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1011				136	
96	93	279	281	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1012				136	
96	93	279	281	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1013				136	
96	93	279	281	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1014				136	
96	93	279	281	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	1015				136	
96	93	279	281	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1016				136	
96	93	559/2	563/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1017					
96	93	278	280	0.0		1/4	1/4	StaffText	3/4	2	1	0							decresc.		
96	93	278	280	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1018				137	
96	93	279	281	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1019				137	
96	93	278	280	0.0		1/4	1/4	StaffText	3/4	3	1	0							decresc.		
96	93	278	280	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1020				138	
96	93	279	281	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1021				138	
96	93	278	280	0.0		1/4	1/4	StaffText	3/4	4	1	0							decresc.		
96	93	278	280	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1022				139	
96	93	279	281	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1023				139	
97	94	280	282	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1024					
97	94	280	282	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1025					
97	94	280	282	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1026					
97	94	280	282	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1027					
98	95	283	285	0.0		0	0	Dynamic	3/4	1	1	0					pp				
98	95	283	285	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1028					
98	95	283	285	0.0		0	0	Dynamic	3/4	2	1	0					pp				
98	95	283	285	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1029					
98	95	283	285	0.0		0	0	Dynamic	3/4	3	1	0					pp				
98	95	283	285	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1030					
