quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
787	0.5	208	207	1/4	1/4	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1575/2	0.5	208	207	3/8	3/8	4/4	4	1		vii64		Bb	I		vii64		vii		64					m	0	0	6, 5, 2		5	6
788	0.5	208	207	1/2	1/2	4/4	4	1		V2		Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1577/2	0.5	208	207	5/8	5/8	4/4	4	1		V64		Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
789	0.5	208	207	3/4	3/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
1579/2	0.5	208	207	7/8	7/8	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
790	2.0	209	208	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
792	2.0	209	208	1/2	1/2	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
794	2.0	210	209	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
796	2.0	210	209	1/2	1/2	4/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
798	2.0	211	210	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
800	2.0	211	210	1/2	1/2	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
802	0.5	212	211	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
1605/2	1.0	212	211	1/8	1/8	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
1607/2	1.0	212	211	3/8	3/8	4/4	4	1		V2/IV		Bb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
1609/2	2.0	212	211	5/8	5/8	4/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
1613/2	2.0	213	212	1/8	1/8	4/4	4	1		V43/IV		Bb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
1617/2	3.0	213	212	5/8	5/8	4/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
1623/2	1.0	214	213	3/8	3/8	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1625/2	2.5	214	213	5/8	5/8	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
815	6.0	215	214	1/4	1/4	4/4	4	1		@none		Bb	I		@none		@none							m	0	0				
821	1.0	216	215	3/4	3/4	4/4	4	1		viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
822	1.5	217	216	0	0	3/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
1647/2	0.5	217	216	3/8	3/8	3/4	4	1		#viio65/ii		Bb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
824	0.5	217	216	1/2	1/2	3/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1649/2	0.5	217	216	5/8	5/8	3/4	4	1		ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
825	1.0	218	217	0	0	3/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
826	1.0	218	217	1/4	1/4	3/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
827	0.5	218	217	1/2	1/2	3/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1655/2	0.5	218	217	5/8	5/8	3/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
828	1.5	219	218	0	0	3/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1659/2	0.5	219	218	3/8	3/8	3/4	4	1		#viio65/ii		Bb	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
830	0.5	219	218	1/2	1/2	3/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1661/2	0.5	219	218	5/8	5/8	3/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
831	1.0	220	219	0	0	3/4	4	1		#viio7/vi		Bb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
832	1.0	220	219	1/4	1/4	3/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
833	1.0	220	219	1/2	1/2	3/4	4	1		#viio7/vi		Bb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
834	3.0	221	220	0	0	4/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
837	1.0	221	220	3/4	3/4	4/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
838	1.0	222	221	0	0	3/4	4	1		IV+6		Bb	I		IV+6		IV	+	6					+	0	0	3, 7, -1		-1	3
839	1.0	222	221	1/4	1/4	3/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
840	1.0	222	221	1/2	1/2	3/4	4	1		IV+6		Bb	I		IV+6		IV	+	6					+	0	0	3, 7, -1		-1	3
841	1.0	223	222	0	0	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
842	3.0	223	222	1/4	1/4	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
845	1.0	224	223	0	0	3/4	4	1		V+		Bb	I		V+		V	+						+	0	0	1, 5, 9		1	1
846	1.0	224	223	1/4	1/4	3/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
847	1.0	224	223	1/2	1/2	3/4	4	1		V+		Bb	I		V+		V	+						+	0	0	1, 5, 9		1	1
848	4.0	225	224	0	0	4/4	4	1		V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
852	1.0	226	225	0	0	4/4	4	1		V[I		Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
853	0.5	226	225	1/4	1/4	4/4	4	1		i		Bb	I	V	i		i							m	0	0	0, -3, 1		0	0
1707/2	1.5	226	225	3/8	3/8	4/4	4	1		viio43/V		Bb	I	V	viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
855	0.5	226	225	3/4	3/4	4/4	4	1		V6		Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
1711/2	1.5	226	225	7/8	7/8	4/4	4	1		#viio6/vi		Bb	I	V	#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
857	2.0	227	226	1/4	1/4	4/4	4	1		V7/ii		Bb	I	V	V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
859	0.5	227	226	3/4	3/4	4/4	4	1		ii		Bb	I	V	ii		ii							m	0	0	2, -1, 3		2	2
1719/2	1.5	227	226	7/8	7/8	4/4	4	1		viio43/V		Bb	I	V	viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
861	0.5	228	227	1/4	1/4	4/4	4	1		viio(6)		Bb	I	V	viio(6)		vii	o		6				o	0	0	5, 2, 1		5	5
1723/2	1.5	228	227	3/8	3/8	4/4	4	1		viio		Bb	I	V	viio		vii	o						o	0	0	5, 2, -1		5	5
863	1.0	228	227	3/4	3/4	4/4	4	1		V2/IV		Bb	I	V	V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
864	1.0	229	228	0	0	4/4	4	1		V2/IV]		Bb	I	V	V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
865	2.0	229	228	1/4	1/4	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
867	1.0	229	228	3/4	3/4	4/4	4	1		iv		Bb	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
868	1.0	230	229	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
869	1.0	230	229	1/4	1/4	4/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
870	1.0	230	229	1/2	1/2	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
871	1.0	230	229	3/4	3/4	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
872	1.0	231	230	0	0	4/4	4	1		viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
873	1.0	231	230	1/4	1/4	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
874	2.0	231	230	1/2	1/2	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
876	1.0	232	231	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
877	3.0	232	231	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
880	4.0	233	232	0	0	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
884	4.0	234	233	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
888	4.0	235	234	0	0	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
892	1.0	236	235	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
893	1.0	236	235	1/4	1/4	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
894	1.0	236	235	1/2	1/2	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
895	1.0	236	235	3/4	3/4	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
896	4.0	237	236	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
